spanish,english,chinese,pinyin,portuguese
feliz,happy,快乐的,kuài lè de,feliz
triste,sad,伤心,shāng xīn,triste
enojado,angry,生气的,shēng qì de,nervoso
preocupado,concerned,担心的,dān xīn de,preocupado
aburrido,bored,无聊的,wú liáo de,entediado
emocionado,excited,兴奋的,xīng fèn de,excitado
nervioso,nervous,紧张的,jǐn zhāng de,nervoso
tranquilo,calm,平静的,píng jìng de,calmo
contento,glad,高兴的,gāo xìng de,alegre
asustado,scared,害怕的,hài pà de,assustado
sorprendido,surprised,惊讶,jīng yà,surpreso
confundido,confused,使困惑,shǐ kùn huò,confuso
frustrado,frustrated,沮丧的,jǔ sàng de,frustrado
avergonzado,ashamed,羞愧,xiū kuì,envergonhado
aliviado,relieved,松了口气,sōng le kǒu qì,aliviado
satisfecho,satisfied,使满意,shǐ mǎn yì,satisfeito
cumpleaños feliz,happy birthday,生日快乐,shēng rì kuài lè,feliz aniversário
vida feliz,happy life,幸福生活,xìng fú shēng huó,vida feliz
me pone triste,it makes me sad,这让我很难过,zhè ràng wǒ hěn nán guò,isso me deixa triste
noticia triste,sad news,悲伤的消息,bēi shāng de xiāo xī,triste notícia
estoy enojado contigo,I'm angry with you,我对你很生气,wǒ duì nǐ hěn shēng qì,Estou com raiva de você
se puso enojado,he got angry,他生气了,tā shēng qì le,ele ficou com raiva
estoy preocupado por ti,I'm worried about you,我很担心你,wǒ hěn dān xīn nǐ,Estou preocupado com você
me tiene preocupado,it has me worried,这让我担心,zhè ràng wǒ dān xīn,isso me preocupa
estoy tan aburrido,I'm so bored,我好无聊,wǒ hǎo wú liáo,Estou tão entediado
trabajo aburrido,boring job,无聊的工作,wú liáo de gōng zuò,trabalho chato
estoy emocionado por,I'm excited for,我很兴奋,wǒ hěn xīng fèn,Estou animado para
muy emocionado,very excited,非常兴奋,fēi cháng xīng fèn,muito animado
me pone nervioso,makes me nervous,让我紧张,ràng wǒ jǐn zhāng,me deixa nervoso
estoy nervioso,I'm nervous,我很紧张,wǒ hěn jǐn zhāng,estou nervoso
quédate tranquilo,stay calm,保持冷静,bǎo chí lěng jìng,fique calmo
estoy tranquilo,I'm calm,我很平静,wǒ hěn píng jìng,estou calmo
estoy contento de,I am happy to,我很高兴,wǒ hěn gāo xìng,Estou feliz em
muy contento,very happy,很高兴,hěn gāo xìng,muito feliz
estoy asustado,I'm scared,我很害怕,wǒ hěn hài pà,estou com medo
me dejó asustado,left me scared,让我害怕,ràng wǒ hài pà,me deixou com medo
me dejó sorprendido,it surprised me,这让我很惊讶,zhè ràng wǒ hěn jīng yà,isso me surpreendeu
muy sorprendido,very surprised,非常惊讶,fēi cháng jīng yà,muito surpreso
estoy confundido,I'm confused,我很困惑,wǒ hěn kùn huò,Estou confuso
me dejó confundido,left me confused,让我很困惑,ràng wǒ hěn kùn huò,me deixou confuso
me siento frustrado,I feel frustrated,我感到沮丧,wǒ gǎn dào jǔ sàng,Eu me sinto frustrado
muy frustrado,very frustrated,非常沮丧,fēi cháng jǔ sàng,muito frustrado
estoy avergonzado de,I'm ashamed of,我感到羞耻,wǒ gǎn dào xiū chǐ,tenho vergonha de
muy avergonzado,very embarrassed,很尴尬,hěn gān gà,muito envergonhado
me siento aliviado,I feel relieved,我感到如释重负,wǒ gǎn dào rú shì zhòng fù,Eu me sinto aliviado
muy aliviado,very relieved,很放心,hěn fàng xīn,muito aliviado
estoy satisfecho con,I am satisfied with,我很满意,wǒ hěn mǎn yì,estou satisfeito com
muy satisfecho,very satisfied,非常满意,fēi cháng mǎn yì,muito satisfeito
