spanish,english,chinese,pinyin,portuguese
móvil,mobile,手机,shǒu jī,móvel
celular,cell phone,手机,shǒu jī,celular
portátil,laptop,笔记本电脑,bǐ jì běn diàn nǎo,portátil
tableta,tablet,平板电脑,píng bǎn diàn nǎo,tablet
internet,internet,互联网,hù lián wǎng,internet
mensaje,message,消息,xiāo xī,mensagem
aplicación,app,应用,yìng yòng,aplicativo
contraseña,password,密码,mì mǎ,senha
pantalla,screen,屏幕,píng mù,tela
teclado,keyboard,键盘,jiàn pán,teclado
cámara,camera,相机,xiàng jī,câmera
foto,photo,照片,zhào piān,foto
video,video,视频,shì pín,vídeo
descargar,download,下载,xià zài,baixar
cargar,charge,充电,chōng diàn,carregar
procesador,processor,处理器,chǔ lǐ qì,processador
cable,cable,电缆,diàn lǎn,cabo
auriculares,headphones,耳机,ěr jī,fones de ouvido
el móvil,the cell phone,手机,shǒu jī,o celular
mi móvil,my cell phone,我的手机,wǒ de shǒu jī,meu celular
el celular,the cell phone,手机,shǒu jī,o celular
tu celular,your cell phone,你的手机,nǐ de shǒu jī,seu celular
el portátil,the laptop,笔记本电脑,bǐ jì běn diàn nǎo,o portátil
mi portátil,my laptop,我的笔记本电脑,wǒ de bǐ jì běn diàn nǎo,meu laptop
la tableta,the tablet,平板电脑,píng bǎn diàn nǎo,o tablet
una tableta,a tablet,平板电脑,píng bǎn diàn nǎo,um tablet
el internet,the internet,互联网,hù lián wǎng,a internet
sin internet,without internet,没有互联网,méi yǒu hù lián wǎng,sem internet
un mensaje,a message,一条消息,yī tiáo xiāo xī,uma mensagem
el mensaje,the message,消息,xiāo xī,a mensagem
una aplicación,an app,一个应用程序,yí gè yìng yòng chéng xù,um app
la aplicación,the app,应用程序,yìng yòng chéng xù,o app
la contraseña,the password,密码,mì mǎ,a senha
mi contraseña,my password,我的密码,wǒ de mì mǎ,minha senha
la pantalla,the screen,屏幕,píng mù,a tela
en la pantalla,on the screen,在屏幕上,zài píng mù shàng,na tela
el teclado,the keyboard,键盘,jiàn pán,o teclado
un teclado,a keyboard,键盘,jiàn pán,um teclado
la cámara,the camera,相机,xiàng jī,a câmera
mi cámara,my camera,我的相机,wǒ de xiàng jī,minha câmera
una foto,a photo,一张照片,yī zhāng zhào piān,uma foto
la foto,the photo,照片,zhào piān,a foto
un video,a video,视频,shì pín,um vídeo
el video,the video,视频,shì pín,o vídeo
hay que descargar,you have to download,你必须下载,nǐ bì xū xià zài,você tem que baixar
puedo descargar,can i download,我可以下载,wǒ kě yǐ xià zài,posso baixar
hay que cargar,needs to be charged,需要充电,xū yào chōng diàn,deve ser carregado
voy a cargar,I'm going to charge,我要充电,wǒ yào chōng diàn,vou carregar
el procesador,the processor,处理器,chǔ lǐ qì,o processador
un procesador,a processor,处理器,chǔ lǐ qì,um processador
el cable,the cable,电缆,diàn xiàn,o cabo
un cable,a cable,一根电缆,yī gēn diàn xiàn,um cabo
los auriculares,the headphones,耳机,ěr jī,os fones de ouvido
mis auriculares,my headphones,我的耳机,wǒ de ěr jī,meus fones de ouvido
