spanish,english,chinese,pinyin,portuguese
rompo,I break,我打破了,wǒ dǎ pò le,Eu quebro
rompes,you break,你打破了,nǐ dǎ pò le,você quebra
rompe,breaks,打破,dǎ pò,quebra
rompemos,we break up,我们分手,wǒ men fēn shǒu,nós terminamos
rompéis,you break,你打破了,nǐ dǎ pò le,você quebra
rompen,break,打破,dǎ pò,quebrar
romper,break,打破,dǎ pò,quebrar
rotura,breakage,破损,pò sǔn,quebra
roto,broken,破碎,pò suì,quebrado
fractura,fracture,骨折,gǔ zhé,fratura
rompo el silencio,I break the silence,我打破沉默,wǒ dǎ pò chén mò,Quebro o silêncio
me rompo la cabeza,I break my head,我伤透了头,wǒ shāng tòu le tóu,Eu quebro minha cabeça
me rompes el corazón,you break my heart,你伤了我的心,nǐ shāng le wǒ de xīn,você parte meu coração
rompes las reglas,you break the rules,你违反了规则,nǐ wéi fǎn le guī zé,você quebra as regras
rompe el hielo,break the ice,打破僵局,dǎ pò jiāng jú,quebrar o gelo
se rompe fácil,breaks easily,容易折断,róng yì zhé duàn,quebra facilmente
rompemos el récord,we break the record,我们打破了记录,wǒ men dǎ pò le jì lù,quebramos o recorde
rompemos relaciones,we break relationships,我们破坏关系,wǒ men pò huài guān xì,rompemos relacionamentos
rompéis el molde,you break the mold,你打破了模式,nǐ dǎ pò le mó shì,você quebra o molde
siempre rompéis,you always break up,你总是分手,nǐ zǒng shì fēn shǒu,você sempre termina
rompen a llorar,they burst into tears,他们泪流满面,tā men lèi liú mǎn miàn,eles começaram a chorar
rompen el contrato,they break the contract,他们违反了合同,tā men wéi fǎn le hé tóng,eles quebram o contrato
romper con alguien,break up with someone,与某人分手,yǔ mǒu rén fēn shǒu,terminar com alguém
a punto de romper,about to break,即将打破,jí jiāng dǎ pò,prestes a quebrar
rotura de ligamento,ligament tear,韧带撕裂,rèn dài sī liè,ruptura do ligamento
sin rotura,without breakage,无破损,wú pò sǔn,sem quebra
corazón roto,broken heart,破碎的心,pò suì de xīn,coração partido
vidrio roto,broken glass,碎玻璃,suì bō lí,vidro quebrado
fractura de hueso,bone fracture,骨折,gǔ zhé,fratura óssea
fractura abierta,open fracture,开放性骨折,kāi fàng xìng gǔ zhé,fratura exposta
