spanish,english,chinese,pinyin,portuguese
música,music,音乐,yīn yuè,música
canción,song,歌曲,gē qǔ,música
cantante,singer,歌手,gē shǒu,cantor
melodía,melody,旋律,xuán lǜ,melodia
banda,band,乐队,yuè duì,banda
grupo,group,组,zǔ,grupo
concierto,concert,演唱会,yǎn chàng huì,concerto
instrumento,instrument,乐器,yuè qì,instrumento
guitarra,guitar,吉他,jí tā,guitarra
piano,piano,钢琴,gāng qín,piano
batería,drums,架子鼓,jià zi gǔ,bateria
violín,violin,小提琴,xiǎo tí qín,violino
trompeta,trumpet,小号,xiǎo hào,trombeta
disco,record,唱片,chàng piàn,disco
álbum,album,专辑,zhuān jí,álbum
ritmo,rhythm,节奏,jié zòu,ritmo
coro,chorus,合唱,hé chàng,refrão
orquesta,orchestra,乐团,yuè tuán,orquestra
flauta,flute,长笛,cháng dí,flauta
la música,music,音乐,yīn yuè,música
escuchar música,listen to music,听音乐,tīng yīn yuè,ouvir música
una canción,a song,一首歌,yī shǒu gē,uma música
buena canción,good song,好歌,hǎo gē,boa música
el cantante,the singer,歌手,gē shǒu,a cantora
la cantante,the singer,歌手,gē shǒu,a cantora
la melodía,the melody,旋律,xuán lǜ,a melodia
una melodía,a melody,一段旋律,yī duàn xuán lǜ,uma melodia
la banda,the band,乐队,yuè duì,a banda
una banda,a band,乐队,yuè duì,uma banda
el grupo,the group,团体,tuán tǐ,o grupo
un grupo,a group,一群,yī qún,um grupo
el concierto,the concert,音乐会,yīn yuè huì,o concerto
un concierto,a concert,一场音乐会,yī cháng yīn yuè huì,um concerto
el instrumento,the instrument,乐器,yuè qì,o instrumento
un instrumento,an instrument,乐器,yuè qì,um instrumento
la guitarra,the guitar,吉他,jí tā,a guitarra
tocar la guitarra,play guitar,弹吉他,dàn jí tā,tocar violão
el piano,the piano,钢琴,gāng qín,o piano
clase de piano,piano class,钢琴课,gāng qín kè,aula de piano
la batería,the drums,架子鼓,jià zi gǔ,a bateria
tocar la batería,play the drums,打鼓,dǎ gǔ,tocar bateria
el violín,the violin,小提琴,xiǎo tí qín,o violino
tocar el violín,play the violin,拉小提琴,lā xiǎo tí qín,tocar violino
la trompeta,the trumpet,小号,xiǎo hào,a trombeta
tocar la trompeta,play the trumpet,吹小号,chuī xiǎo hào,tocar trompete
el disco,the record,唱片,chàng piàn,o disco
un disco,a record,唱片,chàng piàn,um disco
el álbum,the album,专辑,zhuān jí,o álbum
un álbum,an album,专辑,zhuān jí,um álbum
el ritmo,the rhythm,节奏,jié zòu,o ritmo
buen ritmo,good rhythm,节奏好,jié zòu hǎo,bom ritmo
el coro,the choir,合唱团,hé chàng tuán,o coro
un coro,a choir,合唱团,hé chàng tuán,um coro
la orquesta,the orchestra,管弦乐队,guǎn xián yuè duì,a orquestra
una orquesta,an orchestra,管弦乐队,guǎn xián yuè duì,uma orquestra
la flauta,the flute,长笛,cháng dí,a flauta
tocar la flauta,play the flute,吹长笛,chuī cháng dí,tocar flauta
