spanish,english,chinese,pinyin,portuguese
logística,logistics,物流,wù liú,logística
transporte,transport,运输,yùn shū,transporte
distribución,distribution,配送,pèi sòng,distribuição
almacén,warehouse,仓库,cāng kù,armazém
mercancía,merchandise,商品,shāng pǐn,mercadoria
entrega,delivery,交货,jiāo huò,entrega
destinatario,recipient,收件人,shōu jiàn rén,destinatário
remitente,sender,发件人,fā jiàn rén,remetente
paquete,package,包,bāo,pacote
contenedor,container,集装箱,jí zhuāng xiāng,recipiente
camión,truck,卡车,kǎ chē,caminhão
rastrear,to track,追踪,zhuī zōng,rastrear
gestionar,manage,管理,guǎn lǐ,gerenciar
coordinar,to coordinate,协调,xié tiáo,coordenar
flete,freight,货运,huò yùn,frete
aduana,customs,海关,hǎi guān,alfândega
aranceles,tariffs,关税,guān shuì,tarifas
tránsito,transit,过境,guò jìng,trânsito
bodega,cargo hold,货舱,huò cāng,porão
depósito,warehouse,仓库,cāng kù,depósito
la logística,logistics,物流,wù liú,logística
de logística,logistics,物流,wù liú,logística
el transporte,transportation,交通,jiāo tōng,transporte
un transporte,a transport,交通工具,jiāo tōng gōng jù,um transporte
la distribución,the distribution,配送,pèi sòng,a distribuição
en distribución,in distribution,配送中,pèi sòng zhōng,na distribuição
el almacén,the warehouse,仓库,cāng kù,o armazém
un almacén,a warehouse,仓库,cāng kù,um armazém
la mercancía,the merchandise,商品,shāng pǐn,a mercadoria
una mercancía,a commodity,商品,shāng pǐn,uma mercadoria
la entrega,delivery,交货,jiāo huò,entrega
una entrega,a delivery,送货,sòng huò,uma entrega
el destinatario,the recipient,收件人,shōu jiàn rén,o destinatário
un destinatario,a recipient,收件人,shōu jiàn rén,um destinatário
el remitente,the sender,发件人,fā jiàn rén,o remetente
un remitente,a sender,发件人,fā jiàn rén,um remetente
el paquete,the package,包,bāo,o pacote
un paquete,a package,一个包裹,yí gè bāo guǒ,um pacote
el contenedor,the container,容器,róng qì,o contêiner
un contenedor,a container,一个容器,yí gè róng qì,um contêiner
el camión,the truck,卡车,kǎ chē,o caminhão
un camión,a truck,一辆卡车,yī liàng kǎ chē,um caminhão
hay que rastrear,must be tracked,必须被追踪,bì xū bèi zhuī zōng,deve ser rastreado
voy a rastrear,I will trace,我会追踪,wǒ huì zhuī zōng,Vou rastrear
hay que gestionar,must be managed,必须管理,bì xū guǎn lǐ,deve ser gerenciado
voy a gestionar,I will manage,我会处理,wǒ huì chǔ lǐ,Eu vou administrar
hay que coordinar,we have to coordinate,我们必须协调,wǒ men bì xū xié tiáo,temos que coordenar
voy a coordinar,I will coordinate,我来协调,wǒ lái xié tiáo,Eu coordenarei
el flete,the freight,运费,yùn fèi,o frete
un flete,a freight,运费,yùn fèi,um frete
la aduana,customs,海关,hǎi guān,a alfândega
en aduana,at customs,在海关,zài hǎi guān,na alfândega
los aranceles,tariffs,关税,guān shuì,tarifas
sin aranceles,no tariffs,无关税,wú guān shuì,sem tarifas
en tránsito,in transit,运输途中,yùn shū tú zhōng,em trânsito
de tránsito,transit,过境,guò jìng,trânsito
la bodega,the cargo hold,货舱,huò cāng,o porão
una bodega,a cargo hold,货舱,huò cāng,um porão
el depósito,the warehouse,仓库,cāng kù,o depósito
un depósito,a warehouse,仓库,cāng kù,um depósito
