spanish,english,chinese,pinyin,portuguese
pasatiempo,hobby,爱好,ài hào,passatempo
escuchar,listen,听,tīng,ouvir
pintar,paint,绘画,huì huà,pintar
dibujar,draw,画,huà,desenhar
cantar,sing,唱歌,chàng gē,cantar
fotografía,photography,摄影,shè yǐng,fotografia
jardinería,gardening,园艺,yuán yì,jardinagem
coleccionar,collect,收集,shōu jí,coletar
entretenimiento,entertainment,娱乐,yú lè,entretenimento
tejer,knit,针织,zhēn zhī,tricotar
bordar,embroider,绣花,xiù huā,bordar
pescar,fish,钓鱼,diào yú,pescar
cazar,hunt,狩猎,shòu liè,caçar
acampar,camping,露营,lù yíng,acampar
un pasatiempo,a hobby,一个爱好,yí gè ài hào,um hobby
mi pasatiempo,my hobby,我的爱好,wǒ de ài hào,meu hobby
me gusta escuchar,I like to listen,我喜欢听,wǒ xǐ huān tīng,Eu gosto de ouvir
voy a escuchar,I'm going to listen,我去听,wǒ qù tīng,Vou ouvir
me gusta pintar,I like to paint,我喜欢画画,wǒ xǐ huān huà huà,Eu gosto de pintar
quiero pintar,I want to paint,我想画画,wǒ xiǎng huà huà,Quero pintar
me gusta dibujar,I like to draw,我喜欢画画,wǒ xǐ huān huà huà,Eu gosto de desenhar
voy a dibujar,I'm going to draw,我要画画,wǒ yào huà huà,Vou desenhar
me gusta cantar,I like to sing,我喜欢唱歌,wǒ xǐ huān chàng gē,Eu gosto de cantar
quiero cantar,I want to sing,我想唱歌,wǒ xiǎng chàng gē,Eu quero cantar
la fotografía,photography,摄影,shè yǐng,fotografia
hacer fotografía,take photography,拍照,pāi zhào,tirar fotografia
la jardinería,gardening,园艺,yuán yì,jardinagem
hacer jardinería,gardening,园艺,yuán yì,jardinagem
me gusta coleccionar,I like to collect,我喜欢收藏,wǒ xǐ huān shōu cáng,Gosto de colecionar
voy a coleccionar,I'm going to collect,我要收集,wǒ yào shōu jí,Vou coletar
el entretenimiento,entertainment,娱乐,yú lè,entretenimento
para entretenimiento,for entertainment,用于娱乐,yòng yú yú lè,para entretenimento
me gusta tejer,I like to knit,我喜欢编织,wǒ xǐ huān biān zhī,Gosto de tricotar
aprender a tejer,learn to knit,学习编织,xué xí biān zhī,aprenda a tricotar
me gusta bordar,I like to embroider,我喜欢绣,wǒ xǐ huān xiù,Gosto de bordar
aprender a bordar,learn to embroider,学习刺绣,xué xí cì xiù,aprenda a bordar
me gusta pescar,I like fishing,我喜欢钓鱼,wǒ xǐ huān diào yú,Eu gosto de pescar
ir a pescar,go fishing,去钓鱼,qù diào yú,ir pescar
me gusta cazar,I like to hunt,我喜欢打猎,wǒ xǐ huān dǎ liè,Eu gosto de caçar
ir a cazar,go hunting,去打猎,qù dǎ liè,ir caçar
me gusta acampar,I like camping,我喜欢露营,wǒ xǐ huān lù yíng,Gosto de acampar
ir a acampar,go camping,去露营,qù lù yíng,ir acampar
