spanish,english,chinese,pinyin,portuguese
enseño,I teach,我教,wǒ jiào,Eu ensino
enseñas,you teach,你教,nǐ jiào,você ensina
enseña,teaches,教,jiào,ensina
enseñamos,we teach,我们教,wǒ men jiào,nós ensinamos
enseñáis,you teach,你教,nǐ jiào,você ensina
enseñan,they teach,他们教,tā men jiào,eles ensinam
enseñar,teach,教,jiào,ensinar
enseñanza,teaching,教学,jiào xué,ensino
maestro,teacher,老师,lǎo shī,professora
instructor,instructor,导师,dǎo shī,instrutor
yo enseño,I teach,我教,wǒ jiào,Eu ensino
te enseño,I teach you,我教你,wǒ jiào nǐ,Eu te ensino
tú enseñas,you teach,你教,nǐ jiào,você ensina
me enseñas,you teach me,你教我,nǐ jiào wǒ,você me ensina
él enseña,he teaches,他教,tā jiào,ele ensina
nos enseña,teaches us,教导我们,jiào dǎo wǒ men,nos ensina
nosotros enseñamos,we teach,我们教,wǒ men jiào,nós ensinamos
les enseñamos,we teach them,我们教他们,wǒ men jiào tā men,nós os ensinamos
vosotros enseñáis,you teach,你教,nǐ jiào,você ensina
qué enseñáis,what do you teach,你教什么,nǐ jiào shén me,o que você ensina
ellos enseñan,they teach,他们教,tā men jiào,eles ensinam
nos enseñan,they teach us,他们教我们,tā men jiào wǒ men,eles nos ensinam
quiero enseñar,I want to teach,我想教,wǒ xiǎng jiào,Eu quero ensinar
voy a enseñar,I'm going to teach,我要教,wǒ yào jiào,Vou dar aula
la enseñanza,teaching,教学,jiào xué,ensino
buena enseñanza,good teaching,良好的教学,liáng hǎo de jiào xué,bom ensino
el maestro,the teacher,老师,lǎo shī,a professora
un maestro,a teacher,老师,lǎo shī,uma professora
el instructor,the instructor,导师,dǎo shī,o instrutor
un instructor,an instructor,导师,dǎo shī,um instrutor
