spanish,english,chinese,pinyin,portuguese
aparezco,I appear,我出现,wǒ chū xiàn,Eu apareço
apareces,you appear,你出现,nǐ chū xiàn,você aparece
aparece,he/she appears,出现,chū xiàn,aparece
aparecemos,we appear,我们出现,wǒ men chū xiàn,nós aparecemos
aparecéis,you appear,你出现,nǐ chū xiàn,você aparece
aparecen,they appear,出现,chū xiàn,aparecer
aparecer,to appear,出现,chū xiàn,aparecer
aparición,appearance,出现,wài guān,aparência
surgir,to arise,出现,chū xiàn,surgem
manifestarse,to manifest,表现,míng xiǎn,manifestar
yo aparezco,I appear,我出现,wǒ chū xiàn,Eu apareço
siempre aparezco,I always appear,我总是出现,wǒ zǒng shì chū xiàn,Eu sempre apareço
tú apareces,you appear,你出现,nǐ chū xiàn,você aparece
siempre apareces,you always appear,你总是出现,nǐ zǒng shì chū xiàn,você sempre aparece
él aparece,he appears,他出现,tā chū xiàn,ele aparece
siempre aparece,he/she always appears,总是出现,zǒng shì chū xiàn,sempre aparece
nosotros aparecemos,we appear,我们出现,wǒ men chū xiàn,nós aparecemos
siempre aparecemos,we always appear,我们总是出现,wǒ men zǒng shì chū xiàn,sempre aparecemos
vosotros aparecéis,you appear,你出现,nǐ chū xiàn,você aparece
siempre aparecéis,you always appear,你总是出现,nǐ zǒng shì chū xiàn,você sempre aparece
ellos aparecen,they appear,他们出现,tā men chū xiàn,eles aparecem
siempre aparecen,always appear,总是出现,zǒng shì chū xiàn,sempre aparece
quiero aparecer,I want to appear,我要出现,wǒ yào chū xiàn,Eu quero aparecer
voy a aparecer,I'm going to appear,我要出现,wǒ yào chū xiàn,Eu vou aparecer
la aparición,the appearance,出现,wài guān,a aparência
una aparición,an appearance,出现,wài guān,uma aparição
hay que surgir,must arise,必须出现,bì xū chū xiàn,deve surgir
voy a surgir,I will arise,我会出现,wǒ huì chū xiàn,Eu irei surgir
hay que manifestarse,you have to demonstrate,你必须表明立场,nǐ bì xū biǎo míng lì chǎng,você tem que demonstrar
para manifestarse,to manifest,体现,tǐ xiàn,manifestar
