spanish,english,chinese,pinyin,portuguese
gano,I win,我赢,wǒ yíng,Eu ganhei
ganas,you win,你赢,nǐ yíng,você ganha
gana,he/she wins,赢,yíng,ganhar
ganamos,we win,我们赢,wǒ men yíng,nós vencemos
ganáis,you win,你赢,nǐ yíng,você ganha
ganan,they win,赢,yíng,ganhar
ganar,to win,赢,yíng,ganhar
victoria,victory,胜利,shèng lì,vitória
premio,prize,奖品,jiǎng pǐn,prêmio
yo gano,I win,我赢,wǒ yíng,Eu ganhei
siempre gano,I always win,我总是赢,wǒ zǒng shì yíng,Eu sempre ganho
tú ganas,you win,你赢,nǐ yíng,você ganha
siempre ganas,you always win,你总是赢,nǐ zǒng shì yíng,você sempre ganha
él gana,he wins,他赢,tā yíng,ele vence
siempre gana,he/she always wins,总是赢,zǒng shì yíng,sempre vence
nosotros ganamos,we win,我们赢,wǒ men yíng,nós vencemos
siempre ganamos,we always win,我们总是赢,wǒ men zǒng shì yíng,sempre ganhamos
vosotros ganáis,you win,你赢,nǐ yíng,você ganha
siempre ganáis,you always win,你总是赢,nǐ zǒng shì yíng,você sempre ganha
ellos ganan,they win,他们赢,tā men yíng,eles ganham
siempre ganan,they always win,他们总是赢,tā men zǒng shì yíng,eles sempre ganham
quiero ganar,I want to win,我想赢,wǒ xiǎng yíng,Eu quero ganhar
voy a ganar,I'm going to win,我要赢,wǒ yào yíng,Eu vou ganhar
la victoria,the victory,胜利,shèng lì,a vitória
una victoria,a victory,胜利,shèng lì,uma vitória
el premio,the prize,奖品,jiǎng pǐn,o prêmio
un premio,a prize,一个奖品,yí gè jiǎng pǐn,um prêmio
