spanish,english,chinese,pinyin,portuguese
escribo,I write,我写,wǒ xiě,Eu escrevo
escribes,you write,你写,nǐ xiě,você escreve
escribe,write,写,xiě,escreva
escribimos,we write,我们写,wǒ men xiě,nós escrevemos
escribís,you write,你写,nǐ xiě,você escreve
escriben,they write,他们写,tā men xiě,eles escrevem
escribir,write,写,xiě,escreva
escritura,writing,写作,xiě zuò,escrevendo
escritor,writer,作家,zuò jiā,escritor
redactar,write,写,xiě,escreva
yo escribo,I write,我写,wǒ xiě,Eu escrevo
te escribo,I write to you,我写信给你,wǒ xiě xìn gěi nǐ,Eu escrevo para você
tú escribes,you write,你写,nǐ xiě,você escreve
me escribes,you write to me,你写信给我,nǐ xiě xìn gěi wǒ,você me escreve
él escribe,he writes,他写道,tā xiě dào,ele escreve
ella escribe,she writes,她写道,tā xiě dào,ela escreve
nosotros escribimos,we write,我们写,wǒ men xiě,nós escrevemos
lo escribimos,we write it,我们写它,wǒ men xiě tā,nós escrevemos
vosotros escribís,you write,你写,nǐ xiě,você escreve
qué escribís,what do you write,你写什么,nǐ xiě shén me,o que você escreve
ellos escriben,they write,他们写,tā men xiě,eles escrevem
lo escriben,they write it,他们写的,tā men xiě de,eles escrevem
quiero escribir,I want to write,我想写,wǒ xiǎng xiě,Eu quero escrever
voy a escribir,I'm going to write,我要写,wǒ yào xiě,Vou escrever
la escritura,writing,写作,xiě zuò,escrevendo
buena escritura,good writing,写得好,xiě dé hǎo,boa escrita
el escritor,the writer,作者,zuò zhě,o escritor
un escritor,a writer,作家,zuò jiā,um escritor
hay que redactar,you have to write,你必须写,nǐ bì xū xiě,você tem que escrever
voy a redactar,I'm going to write,我要写,wǒ yào xiě,eu vou escrever
