spanish,english,chinese,pinyin,portuguese
abogado,lawyer,律师,lǜ shī,advogado
abogada,lawyer,律师,lǜ shī,advogada
juez,judge,法官,fǎ guān,juiz
jueza,judge,法官,fǎ guān,juiz
juicio,trial,审判,shěn pàn,julgamento
tribunal,court,法庭,fǎ tíng,tribunal
corte,court,法院,fǎ yuàn,corte
delito,crime,犯罪,fàn zuì,crime
crimen,crime,犯罪,fàn zuì,crime
prisión,prison,监狱,jiān yù,prisão
cárcel,jail,监狱,jiān yù,prisão
multa,fine,罚款,fá kuǎn,multa
sentencia,sentence,判决,pàn jué,sentença
inocente,innocent,无辜,wú gū,inocente
culpable,guilty,有罪,yǒu zuì,culpado
testigo,witness,证人,zhèng rén,testemunha
prueba,evidence,证据,zhèng jù,prova
justicia,justice,正义,zhèng yì,justiça
demanda,lawsuit,诉讼,sù sòng,processo
veredicto,verdict,判决,pàn jué,veredicto
el abogado,the lawyer,律师,lǜ shī,o advogado
un abogado,a lawyer,律师,lǜ shī,um advogado
la abogada,the lawyer,律师,lǜ shī,a advogada
una abogada,a lawyer,律师,lǜ shī,uma advogada
el juez,the judge,法官,fǎ guān,o juiz
un juez,a judge,法官,fǎ guān,um juiz
la jueza,the judge,法官,fǎ guān,a juíza
una jueza,a judge,法官,fǎ guān,uma juíza
el juicio,the trial,审判,shěn pàn,o julgamento
un juicio,a trial,审判,shěn pàn,um julgamento
el tribunal,the court,法院,fǎ yuàn,o tribunal
un tribunal,a court,法庭,fǎ tíng,um tribunal
la corte,the court,法院,fǎ yuàn,o tribunal
en la corte,in court,在法庭上,zài fǎ tíng shàng,em tribunal
el delito,the crime,犯罪,fàn zuì,o crime
un delito,a crime,犯罪,fàn zuì,um crime
el crimen,the crime,犯罪,fàn zuì,o crime
un crimen,a crime,犯罪,fàn zuì,um crime
la prisión,the prison,监狱,jiān yù,a prisão
en prisión,in prison,在监狱里,zài jiān yù lǐ,na prisão
la cárcel,jail,监狱,jiān yù,prisão
en la cárcel,in jail,在监狱里,zài jiān yù lǐ,na prisão
la multa,the fine,罚款,fá kuǎn,a multa
una multa,a fine,罚款,fá kuǎn,uma multa
la sentencia,the sentence,判决,pàn jué,a sentença
una sentencia,a sentence,判决,pàn jué,uma sentença
es inocente,is innocent,是无辜的,shì wú gū de,é inocente
soy inocente,I am innocent,我是无辜的,wǒ shì wú gū de,Eu sou inocente
es culpable,is guilty,有罪,yǒu zuì,é culpado
muy culpable,very guilty,非常内疚,fēi cháng nèi jiù,muito culpado
el testigo,the witness,证人,zhèng rén,a testemunha
un testigo,a witness,证人,zhèng rén,uma testemunha
la prueba,the evidence,证据,zhèng jù,a prova
una prueba,a piece of evidence,证据,zhèng jù,uma prova
la justicia,justice,正义,zhèng yì,justiça
sin justicia,without justice,没有正义,méi yǒu zhèng yì,sem justiça
la demanda,the lawsuit,诉讼,sù sòng,o processo
una demanda,a lawsuit,诉讼,sù sòng,um processo
el veredicto,the verdict,判决,pàn jué,o veredicto
un veredicto,a verdict,判决,pàn jué,um veredicto
