spanish,english,chinese,pinyin,portuguese
pido,I ask for,我要,wǒ yào,eu peço
pides,you ask,你要,nǐ yào,você pede
pide,ask,要,yào,peça
pedimos,we ask,我们要,wǒ men yào,pedimos
pedís,you ask,你要,nǐ yào,você pede
piden,ask,问,wèn,peça
pedir,ask,问,wèn,peça
petición,request,请求,qǐng qiú,solicitação
pedido,order,订单,dìng dān,encomendar
solicitud,request,请求,qǐng qiú,solicitação
yo pido,I ask,我问,wǒ wèn,eu peço
te pido,I ask you,我问你,wǒ wèn nǐ,Eu te peço
tú pides,you ask,你问,nǐ wèn,você pede
qué pides,what do you ask for,你要什么,nǐ yào shén me,o que você pede
él pide,he asks,他问,tā wèn,ele pede
ella pide,she asks,她问,tā wèn,ela pede
nosotros pedimos,we ask,我们问,wǒ men wèn,pedimos
lo pedimos,we ask for it,我们要求它,wǒ men yāo qiú tā,nós pedimos
vosotros pedís,you ask,你问,nǐ wèn,você pede
qué pedís,what do you ask for,你要什么,nǐ yào shén me,o que você pede
ellos piden,they ask,他们问,tā men wèn,eles pedem
no piden,they don't ask,他们不问,tā men bù wèn,eles não pedem
quiero pedir,I want to order,我要订购,wǒ yào dìng gòu,Quero encomendar
voy a pedir,I'm going to ask,我要问,wǒ yào wèn,vou pedir
una petición,a request,一个请求,yí gè qǐng qiú,um pedido
la petición,the request,请求,qǐng qiú,o pedido
el pedido,the order,订单,dìng dān,a ordem
mi pedido,my order,我的订单,wǒ de dìng dān,meu pedido
una solicitud,a request,一个请求,yí gè qǐng qiú,um pedido
la solicitud,the request,请求,qǐng qiú,o pedido
