spanish,english,chinese,pinyin,portuguese
ambiente,environment,环境,huán jìng,meio ambiente
contaminación,pollution,污染,wū rǎn,poluição
reciclaje,recycling,回收,huí shōu,reciclagem
basura,garbage,垃圾,lā jī,lixo
plástico,plastic,塑料,sù liào,plástico
vidrio,glass,玻璃,bō lí,vidro
cartón,cardboard,纸板,zhǐ bǎn,papelão
energía,energy,能源,néng yuán,energia
petróleo,oil,石油,shí yóu,petróleo
gas,gas,气体,qì tǐ,gás
electricidad,electricity,电力,diàn lì,eletricidade
solar,solar,太阳能,tài yáng néng,solar
eólica,wind,风能,fēng néng,eólica
nuclear,nuclear,核,hé,nuclear
limpio,clean,干净,gān jìng,limpo
sucio,dirty,脏,zàng,sujo
planeta,planet,行星,xíng xīng,planeta
cuidar,to take care,护理,hù lǐ,cuidar
conservar,to preserve,保留,bǎo liú,conservar
preservar,preserve,保存,bǎo cún,preservar
el ambiente,the environment,环境,huán jìng,o meio ambiente
medio ambiente,environment,环境,huán jìng,meio ambiente
la contaminación,pollution,污染,wū rǎn,poluição
sin contaminación,no pollution,无污染,wú wū rǎn,sem poluição
el reciclaje,recycling,回收,huí shōu,reciclagem
hacer reciclaje,do recycling,进行回收,jìn xíng huí shōu,reciclar
la basura,the garbage,垃圾,lā jī,o lixo
tirar basura,littering,乱扔垃圾,luàn rēng lā jī,jogar lixo
el plástico,the plastic,塑料,sù liào,o plástico
sin plástico,plastic-free,无塑料,wú sù liào,sem plástico
el vidrio,the glass,玻璃,bō lí,o vidro
de vidrio,glass,玻璃,bō lí,vidro
el cartón,the cardboard,纸板,zhǐ bǎn,o papelão
de cartón,cardboard,纸板,zhǐ bǎn,papelão
la energía,energy,能源,néng yuán,energia
mucha energía,a lot of energy,大量的能量,dà liàng de néng liàng,muita energia
el petróleo,oil,油,yóu,óleo
sin petróleo,without oil,无油,wú yóu,sem óleo
el gas,the gas,气体,qì tǐ,o gás
con gas,with gas,与气体,yǔ qì tǐ,com gás
la electricidad,electricity,电力,diàn lì,eletricidade
sin electricidad,no electricity,没有电,méi yǒu diàn,sem eletricidade
energía solar,solar energy,太阳能,tài yáng néng,energia solar
panel solar,solar panel,太阳能电池板,tài yáng néng diàn chí bǎn,painel solar
energía eólica,wind energy,风能,fēng néng,energia eólica
turbina eólica,wind turbine,风力发电机,fēng lì fā diàn jī,turbina eólica
energía nuclear,nuclear energy,核能,hé néng,energia nuclear
central nuclear,nuclear power plant,核电站,hé diàn zhàn,central nuclear
muy limpio,very clean,很干净,hěn gān jìng,muito limpo
está limpio,is clean,很干净,hěn gān jìng,está limpo
muy sucio,very dirty,很脏,hěn zāng,muito sujo
está sucio,it's dirty,很脏,hěn zāng,está sujo
el planeta,the planet,这个星球,zhè ge xīng qiú,o planeta
nuestro planeta,our planet,我们的星球,wǒ men de xīng qiú,nosso planeta
hay que cuidar,you have to take care,你必须保重,nǐ bì xū bǎo zhòng,você tem que se cuidar
voy a cuidar,I will take care,我会照顾的,wǒ huì zhào gù de,Eu vou cuidar
hay que conservar,must be preserved,必须保留,bì xū bǎo liú,deve ser preservado
voy a conservar,I will keep,我会保留,wǒ huì bǎo liú,Eu vou continuar
hay que preservar,must be preserved,必须保留,bì xū bǎo liú,deve ser preservado
voy a preservar,I will preserve,我会保存,wǒ huì bǎo cún,eu vou preservar
