spanish,english,chinese,pinyin,portuguese
caliento,I heat,热,rè,eu aqueço
calientas,you warm up,你热身了,nǐ rè shēn le,você aquece
calienta,heats,加热,jiā rè,aquece
calentamos,we warm up,我们热身,wǒ men rè shēn,nós esquentamos
calentáis,you warm up,你热身了,nǐ rè shēn le,você aquece
calientan,they warm up,热身,rè shēn,aquecer
calentar,warm up,热身,rè shēn,aquecer
calentamiento,warming up,热身,rè shēn,aquecendo
tibio,warm,温暖,wēn nuǎn,morno
templado,tempered,温和,wēn hé,temperado
yo caliento,I warm,我温暖,wǒ wēn nuǎn,Eu aqueço
lo caliento,I heat it,我加热它,wǒ jiā rè tā,Eu aqueço
tú calientas,you warm up,你热身了,nǐ rè shēn le,você aquece
lo calientas,you heat it,你加热它,nǐ jiā rè tā,você aquece
él calienta,he warms up,他热身了,tā rè shēn le,ele aquece
lo calienta,warms it,温暖它,wēn nuǎn tā,aquece
nosotros calentamos,we warm up,我们热身,wǒ men rè shēn,nós esquentamos
lo calentamos,we heat it,我们加热它,wǒ men jiā rè tā,nós aquecemos
vosotros calentáis,you warm up,你热身了,nǐ rè shēn le,você aquece
lo calentáis,you heat it,你加热它,nǐ jiā rè tā,você aquece
ellos calientan,they heat,他们加热,tā men jiā rè,eles aquecem
lo calientan,they heat it,他们加热它,tā men jiā rè tā,eles aquecem
quiero calentar,I want to warm up,我要热身,wǒ yào rè shēn,Quero me aquecer
voy a calentar,I'm going to warm up,我要去热身了,wǒ yào qù rè shēn le,Vou me aquecer
el calentamiento,warming up,热身,rè shēn,aquecendo
un calentamiento,a warm-up,热身,rè shēn,um aquecimento
está tibio,it's warm,很温暖,hěn wēn nuǎn,está morno
muy tibio,very warm,很温暖,hěn wēn nuǎn,muito quente
está templado,is warm,很温暖,hěn wēn nuǎn,está quente
muy templado,very temperate,温暖适中,wēn nuǎn shì zhōng,muito temperado
