spanish,english,chinese,pinyin,portuguese
merezco,I deserve,我应得的,wǒ yīng dé de,Eu mereço
mereces,you deserve,你值得,nǐ zhí de,você merece
merece,deserves,应得,yīng dé,merece
merecemos,we deserve,我们值得,wǒ men zhí de,nós merecemos
merecéis,you deserve,你值得,nǐ zhí de,você merece
merecen,deserve,应得,yīng dé,merece
merecer,deserve,应得,yīng dé,merece
mérito,merit,优点,yōu diǎn,mérito
merecimiento,desert,沙漠,shā mò,deserto
dignidad,dignity,尊严,zūn yán,dignidade
yo merezco,I deserve,我应得的,wǒ yīng dé de,Eu mereço
lo merezco,I deserve it,我应得的,wǒ yīng dé de,Eu mereço
tú mereces,you deserve,你值得,nǐ zhí de,você merece
lo mereces,you deserve it,你值得拥有,nǐ zhí de yōng yǒu,você merece
él merece,he deserves,他应得的,tā yīng dé de,ele merece
lo merece,deserves it,应得的,yīng dé de,merece
nosotros merecemos,we deserve,我们值得,wǒ men zhí de,nós merecemos
lo merecemos,we deserve it,我们应得的,wǒ men yīng dé de,nós merecemos
vosotros merecéis,you deserve,你值得,nǐ zhí de,você merece
lo merecéis,you deserve it,你值得拥有,nǐ zhí de yōng yǒu,você merece
ellos merecen,they deserve,他们值得,tā men zhí de,eles merecem
lo merecen,they deserve it,他们应得的,tā men yīng dé de,eles merecem
puede merecer,may deserve,可能值得,kě néng zhí de,pode merecer
debe merecer,must deserve,必须值得,bì xū zhí de,deve merecer
el mérito,the merit,优点,yōu diǎn,o mérito
con mérito,with merit,有功绩,yǒu gōng jì,com mérito
el merecimiento,the merit,优点,yōu diǎn,o mérito
un merecimiento,a deserved,当之无愧的,dāng zhī wú kuì de,um merecido
la dignidad,dignity,尊严,zūn yán,dignidade
con dignidad,with dignity,有尊严地,yǒu zūn yán dì,com dignidade
