spanish,english,chinese,pinyin,portuguese
cambio,change,改变,gǎi biàn,mudar
cambias,you change,你改变,nǐ gǎi biàn,você muda
cambia,changes,变化,biàn huà,mudanças
cambiamos,we change,我们改变,wǒ men gǎi biàn,nós mudamos
cambiáis,you change,你改变,nǐ gǎi biàn,você muda
cambian,change,改变,gǎi biàn,mudar
cambiar,change,改变,gǎi biàn,mudar
intercambio,exchange,交换,jiāo huàn,troca
transformación,transformation,转变,zhuǎn biàn,transformação
modificación,modification,修改,xiū gǎi,modificação
yo cambio,I change,我改变,wǒ gǎi biàn,Eu mudo
lo cambio,I change it,我改一下,wǒ gǎi yī xià,Eu mudo
tú cambias,you change,你改变,nǐ gǎi biàn,você muda
lo cambias,you change it,你改变它,nǐ gǎi biàn tā,você muda
él cambia,he changes,他改变了,tā gǎi biàn le,ele muda
lo cambia,changes it,改变它,gǎi biàn tā,muda isso
nosotros cambiamos,we change,我们改变,wǒ men gǎi biàn,nós mudamos
lo cambiamos,we change it,我们改变它,wǒ men gǎi biàn tā,nós mudamos
vosotros cambiáis,you change,你改变,nǐ gǎi biàn,você muda
lo cambiáis,you change it,你改变它,nǐ gǎi biàn tā,você muda
ellos cambian,they change,他们改变,tā men gǎi biàn,eles mudam
lo cambian,they change it,他们改变它,tā men gǎi biàn tā,eles mudam
quiero cambiar,I want to change,我想改变,wǒ xiǎng gǎi biàn,Eu quero mudar
hay que cambiar,we have to change,我们必须改变,wǒ men bì xū gǎi biàn,temos que mudar
el intercambio,the exchange,交换,jiāo huàn,a troca
un intercambio,an exchange,交换,jiāo huàn,uma troca
la transformación,the transformation,转变,zhuǎn biàn,a transformação
una transformación,a transformation,转变,zhuǎn biàn,uma transformação
la modificación,the modification,修改,xiū gǎi,a modificação
una modificación,a modification,修改,xiū gǎi,uma modificação
