spanish,english,chinese,pinyin,portuguese
espacio,space,空间,kōng jiān,espaço
universo,universe,宇宙,yǔ zhòu,universo
sistema,system,系统,xì tǒng,sistema
galaxia,galaxy,银河,yín hé,galáxia
astronauta,astronaut,宇航员,yǔ háng yuán,astronauta
cohete,rocket,火箭,huǒ jiàn,foguete
nave,spacecraft,飞船,fēi chuán,navio
satélite,satellite,卫星,wèi xīng,satélite
órbita,orbit,轨道,guǐ dào,órbita
gravedad,gravity,重力,zhòng lì,gravidade
explorar,to explore,探索,tàn suǒ,explorar
telescopio,telescope,望远镜,wàng yuǎn jìng,telescópio
cometa,comet,彗星,huì xīng,cometa
asteroide,asteroid,小行星,xiǎo xíng xīng,asteroide
nebulosa,nebula,星云,xīng yún,nebulosa
agujero negro,black hole,黑洞,hēi dòng,buraco negro
constelación,constellation,星座,xīng zuò,constelação
meteorito,meteorite,陨石,yǔn shí,meteorito
eclipse,eclipse,日食,rì shí,eclipse
el espacio,space,空间,kōng jiān,espaço
en el espacio,in space,在太空,zài tài kōng,no espaço
el universo,the universe,宇宙,yǔ zhòu,o universo
en el universo,in the universe,在宇宙中,zài yǔ zhòu zhōng,no universo
el sistema,the system,系统,xì tǒng,o sistema
un sistema,a system,一个系统,yí gè xì tǒng,um sistema
la galaxia,the galaxy,银河系,yín hé xì,a galáxia
una galaxia,a galaxy,一个星系,yí gè xīng xì,uma galáxia
el astronauta,the astronaut,宇航员,yǔ háng yuán,o astronauta
un astronauta,an astronaut,宇航员,yǔ háng yuán,um astronauta
el cohete,the rocket,火箭,huǒ jiàn,o foguete
un cohete,a rocket,火箭,huǒ jiàn,um foguete
la nave,the spacecraft,飞船,fēi chuán,o navio
una nave,a spacecraft,一艘飞船,yì sōu fēi chuán,um navio
el satélite,the satellite,卫星,wèi xīng,o satélite
un satélite,a satellite,一颗卫星,yī kē wèi xīng,um satélite
la órbita,the orbit,轨道,guǐ dào,a órbita
en órbita,in orbit,在轨道上,zài guǐ dào shàng,em órbita
la gravedad,gravity,重力,zhòng lì,gravidade
sin gravedad,without gravity,无重力,wú zhòng lì,sem gravidade
hay que explorar,you have to explore,你必须探索,nǐ bì xū tàn suǒ,você tem que explorar
voy a explorar,I'm going to explore,我要探索,wǒ yào tàn suǒ,Vou explorar
el telescopio,the telescope,望远镜,wàng yuǎn jìng,o telescópio
un telescopio,a telescope,望远镜,wàng yuǎn jìng,um telescópio
el cometa,the comet,彗星,huì xīng,o cometa
un cometa,a comet,一颗彗星,yī kē huì xīng,um cometa
el asteroide,the asteroid,小行星,xiǎo xíng xīng,o asteroide
un asteroide,an asteroid,一颗小行星,yī kē xiǎo xíng xīng,um asteroide
la nebulosa,the nebula,星云,xīng yún,a nebulosa
una nebulosa,a nebula,星云,xīng yún,uma nebulosa
un agujero negro,a black hole,黑洞,hēi dòng,um buraco negro
el agujero negro,the black hole,黑洞,hēi dòng,o buraco negro
la constelación,the constellation,星座,xīng zuò,a constelação
una constelación,a constellation,一个星座,yí gè xīng zuò,uma constelação
el meteorito,the meteorite,陨石,yǔn shí,o meteorito
un meteorito,a meteorite,陨石,yǔn shí,um meteorito
el eclipse,the eclipse,日食,rì shí,o eclipse
un eclipse,an eclipse,日食,rì shí,um eclipse
