spanish,english,chinese,pinyin,portuguese
subo,I go up,我上去,wǒ shàng qù,eu subo
subes,you go up,你上去,nǐ shàng qù,você sobe
sube,he/she goes up,上升,shàng shēng,sobe
subimos,we go up,我们上去,wǒ men shàng qù,subimos
subís,you go up,你上去,nǐ shàng qù,vocês sobem
suben,go up,上去,shàng qù,subir
subir,go up,上升,shàng shēng,subir
subida,rise,上升,shàng shēng,subida
ascenso,ascent,晋升,jìn shēng,promoção
elevación,elevation,海拔,hǎi bá,elevação
yo subo,I go up,我上去,wǒ shàng qù,eu subo
lo subo,I raise it up,我把它举起来,wǒ bǎ tā jǔ qǐ lái,Eu levanto
tú subes,you go up,你上去,nǐ shàng qù,você sobe
lo subes,you raise it,你把它举起来,nǐ bǎ tā jǔ qǐ lái,você levanta
él sube,he goes up,他上去,tā shàng qù,ele sobe
lo sube,he/she raises it,把它举起来,bǎ tā jǔ qǐ lái,ele levanta
nosotros subimos,we go up,我们上去,wǒ men shàng qù,subimos
lo subimos,we raise it,我们把它举起来,wǒ men bǎ tā jǔ qǐ lái,nós o levantamos
vosotros subís,you go up,你上去,nǐ shàng qù,vocês sobem
lo subís,you (plural) raise it,你们把它举起来,nǐ men bǎ tā jǔ qǐ lái,vocês o levantam
ellos suben,they go up,他们上升,tā men shàng shēng,eles sobem
lo suben,they raise it,他们把它举起来,tā men bǎ tā jǔ qǐ lái,eles o levantam
quiero subir,I want to go up,我要上去,wǒ yào shàng qù,Eu quero subir
voy a subir,I'm going up,我要上去,wǒ yào shàng qù,Eu vou subir
la subida,the rise,崛起,jué qǐ,a ascensão
una subida,a rise,上涨,shàng zhǎng,um aumento
el ascenso,the rise,崛起,jué qǐ,a ascensão
en ascenso,rising,上升,shàng shēng,subindo
la elevación,the elevation,海拔,hǎi bá,a elevação
una elevación,an elevation,海拔,hǎi bá,uma elevação
