spanish,english,chinese,pinyin,portuguese
viajo,I travel,我旅行,wǒ lǚ xíng,Eu viajo
viajas,you travel,你旅行,nǐ lǚ xíng,você viaja
viaja,travel,旅行,lǚ xíng,viajar
viajamos,we travel,我们旅行,wǒ men lǚ xíng,nós viajamos
viajáis,you travel,你旅行,nǐ lǚ xíng,você viaja
viajan,they travel,他们旅行,tā men lǚ xíng,eles viajam
viajar,travel,旅行,lǚ xíng,viajar
viajero,traveler,旅行者,lǚ xíng zhě,viajante
viaje,trip,旅行,lǚ xíng,viagem
travesía,crossing,穿越,chuān yuè,travessia
yo viajo,I travel,我旅行,wǒ lǚ xíng,Eu viajo
siempre viajo,I always travel,我总是旅行,wǒ zǒng shì lǚ xíng,Eu sempre viajo
tú viajas,you travel,你旅行,nǐ lǚ xíng,você viaja
siempre viajas,you always travel,你总是旅行,nǐ zǒng shì lǚ xíng,você sempre viaja
él viaja,he travels,他旅行,tā lǚ xíng,ele viaja
siempre viaja,always travels,总是在旅行,zǒng shì zài lǚ xíng,sempre viaja
nosotros viajamos,we travel,我们旅行,wǒ men lǚ xíng,nós viajamos
siempre viajamos,we always travel,我们总是旅行,wǒ men zǒng shì lǚ xíng,sempre viajamos
vosotros viajáis,you travel,你旅行,nǐ lǚ xíng,você viaja
siempre viajáis,you always travel,你总是旅行,nǐ zǒng shì lǚ xíng,você sempre viaja
ellos viajan,they travel,他们旅行,tā men lǚ xíng,eles viajam
siempre viajan,they always travel,他们总是旅行,tā men zǒng shì lǚ xíng,eles sempre viajam
quiero viajar,I want to travel,我想去旅行,wǒ xiǎng qù lǚ xíng,Quero viajar
voy a viajar,I'm going to travel,我要去旅行,wǒ yào qù lǚ xíng,Vou viajar
el viajero,the traveler,旅行者,lǚ xíng zhě,o viajante
un viajero,a traveler,旅行者,lǚ xíng zhě,um viajante
el viaje,the trip,这次旅行,zhè cì lǚ xíng,a viagem
un viaje,a trip,一次旅行,yī cì lǚ xíng,uma viagem
la travesía,the journey,旅程,lǚ chéng,a viagem
una travesía,a journey,一段旅程,yī duàn lǚ chéng,uma viagem
