spanish,english,chinese,pinyin,portuguese
psicología,psychology,心理学,xīn lǐ xué,psicologia
psicólogo,psychologist,心理学家,xīn lǐ xué jiā,psicóloga
psicóloga,psychologist,心理学家,xīn lǐ xué jiā,psicóloga
cerebro,brain,大脑,dà nǎo,cérebro
comportamiento,behavior,行为,xíng wéi,comportamento
conducta,behavior,行为,xíng wéi,comportamento
inteligencia,intelligence,情报,qíng bào,inteligência
trauma,trauma,创伤,chuāng shāng,trauma
terapia,therapy,治疗,zhì liáo,terapia
tratamiento,treatment,治疗,zhì liáo,tratamento
analizar,analyze,分析,fēn xī,analisar
comprender,understand,了解,liǎo jiě,entenda
sesión,session,会话,huì huà,sessão
sanar,heal,治愈,zhì yù,curar
subconsciente,subconscious,潜意识,qián yì shí,subconsciente
ansiedad,anxiety,焦虑,jiāo lǜ,ansiedade
depresión,depression,抑郁症,yì yù zhèng,depressão
neurosis,neurosis,神经症,shén jīng zhèng,neurose
psicosis,psychosis,精神病,jīng shén bìng,psicose
fobia,phobia,恐惧症,kǒng jù zhèng,fobia
la psicología,psychology,心理学,xīn lǐ xué,psicologia
de psicología,of psychology,心理学,xīn lǐ xué,de psicologia
el psicólogo,the psychologist,心理学家,xīn lǐ xué jiā,a psicóloga
un psicólogo,a psychologist,心理学家,xīn lǐ xué jiā,uma psicóloga
la psicóloga,the psychologist,心理学家,xīn lǐ xué jiā,a psicóloga
una psicóloga,a psychologist,心理学家,xīn lǐ xué jiā,uma psicóloga
el cerebro,the brain,大脑,dà nǎo,o cérebro
en el cerebro,in the brain,在大脑中,zài dà nǎo zhōng,no cérebro
el comportamiento,the behavior,行为,xíng wéi,o comportamento
un comportamiento,a behavior,一种行为,yī zhǒng xíng wéi,um comportamento
la conducta,the behavior,行为,xíng wéi,o comportamento
mala conducta,bad behavior,不良行为,bù liáng xíng wéi,mau comportamento
la inteligencia,intelligence,情报,qíng bào,inteligência
con inteligencia,with intelligence,凭借智慧,píng jiè zhì huì,com inteligência
el trauma,the trauma,创伤,chuāng shāng,o trauma
un trauma,a trauma,创伤,chuāng shāng,um trauma
la terapia,therapy,治疗,zhì liáo,terapia
en terapia,in therapy,治疗中,zhì liáo zhōng,em terapia
el tratamiento,the treatment,治疗,zhì liáo,o tratamento
un tratamiento,a treatment,治疗,zhì liáo,um tratamento
hay que analizar,must be analyzed,必须分析,bì xū fēn xī,deve ser analisado
voy a analizar,I'm going to analyze,我来分析,wǒ lái fēn xī,Vou analisar
hay que comprender,you have to understand,你必须明白,nǐ bì xū míng bái,você tem que entender
voy a comprender,I will understand,我会理解,wǒ huì lǐ jiě,Eu vou entender
la sesión,the session,会议,huì yì,a sessão
una sesión,a session,一个会话,yí gè huì huà,uma sessão
hay que sanar,you have to heal,你必须治愈,nǐ bì xū zhì yù,você tem que curar
voy a sanar,I will heal,我会治愈,wǒ huì zhì yù,Eu vou curar
el subconsciente,the subconscious,潜意识,qián yì shí,o subconsciente
en el subconsciente,in the subconscious,在潜意识里,zài qián yì shí lǐ,no subconsciente
la ansiedad,anxiety,焦虑,jiāo lǜ,ansiedade
con ansiedad,with anxiety,带着焦虑,dài zhe jiāo lǜ,com ansiedade
la depresión,depression,抑郁症,yì yù zhèng,depressão
con depresión,with depression,患有抑郁症,huàn yǒu yì yù zhèng,com depressão
la neurosis,neurosis,神经症,shén jīng zhèng,neurose
una neurosis,a neurosis,神经症,shén jīng zhèng,uma neurose
la psicosis,psychosis,精神病,jīng shén bìng,psicose
una psicosis,a psychosis,精神病,jīng shén bìng,uma psicose
la fobia,the phobia,恐惧症,kǒng jù zhèng,a fobia
una fobia,a phobia,恐惧症,kǒng jù zhèng,uma fobia
