spanish,english,chinese,pinyin,portuguese
sucedo,happen,发生,fā shēng,acontecer
sucedes,happen,发生,fā shēng,acontecer
sucede,happens,发生,fā shēng,acontece
sucedemos,we happen,我们发生,wǒ men fā shēng,nós acontecemos
sucedéis,happen,发生,fā shēng,acontecer
suceden,happen,发生,fā shēng,acontecer
suceder,happen,发生,fā shēng,acontecer
suceso,event,事件,shì jiàn,evento
acontecer,happen,发生,fā shēng,acontecer
yo sucedo,I happen,我碰巧,wǒ pèng qiǎo,eu acontece
le sucedo,I happen to you,我发生在你身上,wǒ fā shēng zài nǐ shēn shàng,Aconteceu com você
tú sucedes,you happen,你发生了,nǐ fā shēng le,você acontece
le sucedes,you happen to him,你发生在他身上,nǐ fā shēng zài tā shēn shàng,você aconteceu com ele
él sucede,he happens,他碰巧,tā pèng qiǎo,ele acontece
qué sucede,what happens,发生了什么,fā shēng le shén me,o que acontece
nosotros sucedemos,we happen,我们发生,wǒ men fā shēng,nós acontecemos
le sucedemos,we succeed him,我们接替他,wǒ men jiē tì tā,nós o sucedemos
vosotros sucedéis,you happen,你发生了,nǐ fā shēng le,você acontece
le sucedéis,you succeed him,你接替他,nǐ jiē tì tā,você o sucede
ellos suceden,they happen,它们发生了,tā men fā shēng le,eles acontecem
qué suceden,what happens,发生了什么,fā shēng le shén me,o que acontece
puede suceder,can happen,可能发生,kě néng fā shēng,pode acontecer
suele suceder,usually happens,通常会发生,tōng cháng huì fā shēng,geralmente acontece
el suceso,the event,事件,shì jiàn,o evento
un suceso,an event,一个事件,yí gè shì jiàn,um evento
puede acontecer,can happen,可能发生,kě néng fā shēng,pode acontecer
suele acontecer,usually happens,通常会发生,tōng cháng huì fā shēng,geralmente acontece
