spanish,english,chinese,pinyin,portuguese
virtual,virtual,虚拟,xū nǐ,virtual
aumentada,augmented,增加,zēng jiā,aumentada
mixta,mixed,混合,hùn hé,misto
avatar,avatar,化身,huà shēn,avatar
metaverso,metaverse,元宇宙,yuán yǔ zhòu,metaverso
gafas,glasses,眼镜,yǎn jìng,óculos
visor,headset,头戴显示器,tóu dài xiǎn shì qì,visor
inmersión,immersion,沉浸,chén jìn,imersão
entorno,environment,环境,huán jìng,ambiente
simulación,simulation,模拟,mó nǐ,simulação
experiencia,experience,经验,jīng yàn,experiência
interactuar,interact,互动,hù dòng,interagir
mundos,worlds,世界,shì jiè,mundos
mundo,world,世界,shì jiè,mundo
dimensión,dimension,维度,wéi dù,dimensão
holográfico,holographic,全息,quán xī,holográfico
simulador,simulator,模拟器,mó nǐ qì,simulador
inmersivo,immersive,身临其境,shēn lín qí jìng,imersivo
sensorial,sensory,感官,gǎn guān,sensorial
es virtual,is virtual,是虚拟的,shì xū nǐ de,é virtual
realidad virtual,virtual reality,虚拟现实,xū nǐ xiàn shí,realidade virtual
es aumentada,is increased,增加,zēng jiā,é aumentada
realidad aumentada,augmented reality,增强现实,zēng qiáng xiàn shí,realidade aumentada
es mixta,is mixed,是混合的,shì hùn hé de,é mista
realidad mixta,mixed reality,混合现实,hùn hé xiàn shí,realidade mista
el avatar,the avatar,头像,tóu xiàng,o avatar
mi avatar,my avatar,我的头像,wǒ de tóu xiàng,meu avatar
el metaverso,the metaverse,虚拟宇宙,xū nǐ yǔ zhòu,o metaverso
en el metaverso,in the metaverse,在虚拟宇宙,zài xū nǐ yǔ zhòu,no metaverso
las gafas,the glasses,眼镜,yǎn jìng,os óculos
mis gafas,my glasses,我的眼镜,wǒ de yǎn jìng,meus óculos
el visor,the viewer,头戴显示器,tóu dài xiǎn shì qì,o visor
un visor,a viewer,头戴显示器,tóu dài xiǎn shì qì,um visor
la inmersión,the immersion,沉浸感,chén jìn gǎn,a imersão
con inmersión,with immersion,沉浸式,chén jìn shì,com imersão
el entorno,the environment,环境,huán jìng,o meio ambiente
un entorno,an environment,环境,huán jìng,um ambiente
la simulación,the simulation,模拟,mó nǐ,a simulação
una simulación,a simulation,模拟,mó nǐ,uma simulação
la experiencia,the experience,经验,jīng yàn,a experiência
una experiencia,an experience,一次经历,yī cì jīng lì,uma experiência
hay que interactuar,you have to interact,你必须互动,nǐ bì xū hù dòng,você tem que interagir
voy a interactuar,I'm going to interact,我要互动,wǒ yào hù dòng,Vou interagir
los mundos,the worlds,世界,shì jiè,os mundos
otros mundos,other worlds,其他世界,qí tā shì jiè,outros mundos
el mundo,the world,世界,shì jiè,o mundo
un mundo,a world,一个世界,yí gè shì jiè,um mundo
la dimensión,the dimension,维度,wéi dù,a dimensão
otra dimensión,another dimension,另一个维度,lìng yí gè wéi dù,outra dimensão
es holográfico,it's holographic,这是全息的,zhè shì quán xī de,é holográfico
muy holográfico,very holographic,非常全息,fēi cháng quán xī,muito holográfico
el simulador,the simulator,模拟器,mó nǐ qì,o simulador
un simulador,a simulator,模拟器,mó nǐ qì,um simulador
es inmersivo,it's immersive,这是身临其境的,zhè shì shēn lín qí jìng de,é envolvente
muy inmersivo,very immersive,非常身临其境,fēi cháng shēn lín qí jìng,muito envolvente
es sensorial,it's sensory,这是感官,zhè shì gǎn guān,é sensorial
muy sensorial,very sensory,非常感官,fēi cháng gǎn guān,muito sensorial
