spanish,english,chinese,pinyin,portuguese
ser,be,是,shì,ser
soy,am,是,shì,sou
eres,are,是,shì,são
es,is,是,shì,é
somos,are,是,shì,são
sois,you are,你是,nǐ shì,você é
son,are,是,shì,são
profesión,profession,职业,zhí yè,profissão
nacionalidad,nationality,国籍,guó jí,nacionalidade
personalidad,personality,性格,xìng gé,personalidade
inteligente,intelligent,聪明的,cōng míng de,inteligente
simpático,nice,亲切的,qīn qiè de,simpático
trabajador,worker,工人,gōng rén,trabalhador
honesto,honest,诚实的,chéng shí de,honesto
amable,gentle,温和的,wēn hé de,gentil
puede ser,could be,可能是,kě néng shì,poderia ser
debe ser,must be,必须是,bì xū shì,deve ser
yo soy,I am,我是,wǒ shì,eu sou
soy yo,it's me,这就是我,zhè jiù shì wǒ,sou eu
tú eres,you are,你是,nǐ shì,você é
eres tú,it's you,是你,shì nǐ,é você
eso es,that is,那是,nà shì,aquilo é
qué es,what is,什么是,shén me shì,o que é
nosotros somos,we are,我们是,wǒ men shì,nós somos
somos amigos,we are friends,我们是朋友,wǒ men shì péng yǒu,nós somos amigos
vosotros sois,you are,你们是,nǐ men shì,você é
sois buenos,you are good,你很好,nǐ hěn hǎo,você é bom
ellos son,they are,他们是,tā men shì,eles são
son las tres,it's three o'clock,三点了,sān diǎn le,são três horas
mi profesión,my profession,我的职业,wǒ de zhí yè,minha profissão
qué profesión,what profession,什么职业,shén me zhí yè,que profissão
mi nacionalidad,my nationality,我的国籍,wǒ de guó jí,minha nacionalidade
qué nacionalidad,what nationality,什么国籍,shén me guó jí,que nacionalidade
buena personalidad,good personality,性格好,xìng gé hǎo,boa personalidade
mucha personalidad,a lot of personality,很多个性,hěn duō gè xìng,muita personalidade
muy inteligente,very intelligent,非常聪明,fēi cháng cōng míng,muito inteligente
persona inteligente,smart person,聪明人,cōng míng rén,pessoa inteligente
muy simpático,very nice,很不错,hěn bú cuò,muito legal
chico simpático,nice boy,好男孩,hǎo nán hái,bom garoto
muy trabajador,very hardworking,非常勤奋,fēi cháng qín fèn,muito trabalhador
hombre trabajador,working man,工人,gōng rén,homem trabalhador
muy honesto,very honest,非常诚实,fēi cháng chéng shí,muito honesto
ser honesto,be honest,说实话,shuō shí huà,seja honesto
muy amable,very kind,非常友善,fēi cháng yǒu shàn,muito gentil
persona amable,kind person,善良的人,shàn liáng de rén,pessoa gentil
