spanish,english,chinese,pinyin,portuguese
paso,step,步骤,bù zhòu,passo
pasas,you pass,你经过,nǐ jīng guò,passas
pasa,it happens,发生,fā shēng,acontece
pasamos,we pass,我们经过,wǒ men jīng guò,passamos
pasáis,you (plural) pass,你们通过,nǐ men tōng guò,vocês passam
pasan,they pass,通过,tōng guò,passam
pasar,pass,通过,tōng guò,passar
pasado,past,过去,guò qù,passado
ocurrencia,occurrence,发生,fā shēng,ocorrência
acontecimiento,event,事件,shì jiàn,evento
yo paso,I pass,我通过,wǒ tōng guò,Eu passo
lo paso,I pass it,我通过了,wǒ tōng guò le,Eu passo
tú pasas,you pass,你通过了,nǐ tōng guò le,você passa
cuándo pasas,when do you pass,你什么时候通过,nǐ shén me shí hòu tōng guò,quando você passa
él pasa,he passes,他通过了,tā tōng guò le,ele passa
qué pasa,what's up,怎么了,zěn me le,e aí
nosotros pasamos,we pass,我们经过,wǒ men jīng guò,passamos
lo pasamos,we pass it,我们通过它,wǒ men tōng guò tā,nós passamos isso
vosotros pasáis,you (plural) pass,你们通过,nǐ men tōng guò,vocês passam
cuándo pasáis,when do you (plural) pass,你们什么时候通过,nǐ men shén me shí hòu tōng guò,quando vocês passam
ellos pasan,they pass,他们通过,tā men tōng guò,eles passam
cuándo pasan,when do they happen,它们什么时候发生,tā men shén me shí hòu fā shēng,quando eles acontecem
puede pasar,can happen,可能发生,kě néng fā shēng,pode acontecer
va a pasar,is going to happen,将会发生,jiāng huì fā shēng,vai acontecer
el pasado,the past,过去,guò qù,o passado
en el pasado,in the past,过去,guò qù,no passado
la ocurrencia,the occurrence,发生,fā shēng,a ocorrência
una ocurrencia,an occurrence,发生,fā shēng,uma ocorrência
el acontecimiento,the event,事件,shì jiàn,o evento
un acontecimiento,an event,一个事件,yí gè shì jiàn,um evento
