spanish,english,chinese,pinyin,portuguese
relación,relationship,关系,guān xì,relacionamento
amistad,friendship,友谊,yǒu yì,amizade
amigo,friend,朋友,péng yǒu,amigo
amiga,friend,朋友,péng yǒu,amigo
enemigo,enemy,敌人,dí rén,inimigo
enemiga,enemy,敌人,dí rén,inimigo
conocida,known,已知,yǐ zhī,conhecido
pareja,couple,情侣,qíng lǚ,casal
matrimonio,marriage,婚姻,hūn yīn,casamento
divorcio,divorce,离婚,lí hūn,divórcio
boda,wedding,婚礼,hūn lǐ,casamento
compromiso,commitment,承诺,chéng nuò,compromisso
anillo,ring,环,huán,anel
besar,kiss,吻,wěn,beijo
abrazar,hug,拥抱,yōng bào,abraço
amar,love,爱,ài,amor
vecino,neighbor,邻居,lín jū,vizinho
vecina,neighbor,邻居,lín jū,vizinho
colega,colleague,同事,tóng shì,colega
confidente,confident,自信,zì xìn,confiante
la relación,the relationship,关系,guān xì,o relacionamento
una relación,a relationship,关系,guān xì,um relacionamento
la amistad,friendship,友谊,yǒu yì,amizade
nuestra amistad,our friendship,我们的友谊,wǒ men de yǒu yì,nossa amizade
un amigo,a friend,一个朋友,yí gè péng yǒu,um amigo
mi amigo,my friend,我的朋友,wǒ de péng yǒu,meu amigo
una amiga,a friend,一个朋友,yí gè péng yǒu,um amigo
mi amiga,my friend,我的朋友,wǒ de péng yǒu,meu amigo
un enemigo,an enemy,敌人,dí rén,um inimigo
mi enemigo,my enemy,我的敌人,wǒ de dí rén,meu inimigo
una enemiga,an enemy,敌人,dí rén,um inimigo
mi enemiga,my enemy,我的敌人,wǒ de dí rén,meu inimigo
una conocida,a well-known,众所周知的,zhòng suǒ zhōu zhī de,um conhecido
mi conocida,my acquaintance,我的熟人,wǒ de shú rén,meu conhecido
la pareja,the couple,这对夫妇,zhè duì fū fù,o casal
mi pareja,my partner,我的伙伴,wǒ de huǒ bàn,meu parceiro
el matrimonio,marriage,婚姻,hūn yīn,casamento
un matrimonio,a marriage,婚姻,hūn yīn,um casamento
el divorcio,divorce,离婚,lí hūn,divórcio
un divorcio,a divorce,离婚,lí hūn,um divórcio
la boda,the wedding,婚礼,hūn lǐ,o casamento
una boda,a wedding,婚礼,hūn lǐ,um casamento
el compromiso,the commitment,承诺,chéng nuò,o compromisso
un compromiso,a commitment,承诺,chéng nuò,um compromisso
el anillo,the ring,戒指,jiè zhǐ,o anel
un anillo,a ring,戒指,jiè zhǐ,um anel
quiero besar,I want to kiss,我想亲吻,wǒ xiǎng qīn wěn,Eu quero beijar
voy a besar,I'm going to kiss,我要吻,wǒ yào wěn,Vou beijar
quiero abrazar,I want to hug,我想拥抱,wǒ xiǎng yōng bào,Quero abraçar
voy a abrazar,I'm going to hug,我要拥抱,wǒ yào yōng bào,Vou abraçar
hay que amar,you have to love,你必须爱,nǐ bì xū ài,você tem que amar
quiero amar,I want to love,我要爱,wǒ yào ài,Eu quero amar
el vecino,the neighbor,邻居,lín jū,o vizinho
mi vecino,my neighbor,我的邻居,wǒ de lín jū,meu vizinho
la vecina,the neighbor,邻居,lín jū,o vizinho
mi vecina,my neighbor,我的邻居,wǒ de lín jū,meu vizinho
un colega,a colleague,一位同事,yī wèi tóng shì,um colega
mi colega,my colleague,我的同事,wǒ de tóng shì,meu colega
un confidente,a confidant,知己,zhī jǐ,um confidente
mi confidente,my confidant,我的知己,wǒ de zhī jǐ,meu confidente
