english,chinese,pinyin,spanish,portuguese
tree,树,shù,árbol,árvore
flower,花,huā,flor,flor
grass,草,cǎo,hierba,grama
leaf,叶,yè,hoja,folha
forest,森林,sēn lín,bosque,floresta
mountain,山,shān,montaña,montanha
river,河,hé,río,rio
lake,湖,hú,lago,lago
ocean,海洋,hǎi yáng,océano,oceano
beach,海滩,hǎi tān,playa,praia
island,岛屿,dǎo yǔ,isla,ilha
desert,沙漠,shā mò,desierto,deserto
valley,山谷,shān gǔ,valle,vale
rock,摇滚,yáo gǔn,roca,pedra
sand,沙子,shā zi,arena,areia
sky,天空,tiān kōng,cielo,céu
star,明星,míng xīng,estrella,estrela
moon,月亮,yuè liàng,luna,lua
earth,地球,dì qiú,tierra,terra
ground,地面,dì miàn,suelo,terreno
big tree,大树,dà shù,gran árbol,grande árvore
tree branch,树枝,shù zhī,rama de árbol,galho de árvore
beautiful flower,美丽的花,měi lì de huā,hermosa flor,linda flor
flower pot,花盆,huā pén,maceta,vaso de flores
green grass,绿草,lǜ cǎo,hierba verde,grama verde
cut the grass,割草,gē cǎo,cortar el pasto,cortar a grama
fall leaf,落叶,luò yè,hoja de otoño,folha caindo
leaf pile,树叶堆,shù yè duī,montón de hojas,pilha de folhas
deep forest,森林深处,sēn lín shēn chù,bosque profundo,floresta profunda
forest fire,森林火灾,sēn lín huǒ zāi,incendio forestal,incêndio florestal
high mountain,高山,gāo shān,alta montaña,montanha alta
mountain top,山顶,shān dǐng,cima de la montaña,topo da montanha
long river,长河,cháng hé,río largo,rio longo
river bank,河岸,hé àn,orilla del río,margem do rio
big lake,大湖,dà hú,gran lago,grande lago
lake house,湖边小屋,hú biān xiǎo wū,casa del lago,casa do lago
deep ocean,深海,shēn hǎi,océano profundo,oceano profundo
ocean view,海景,hǎi jǐng,vista al mar,vista para o mar
sandy beach,沙滩,shā tān,playa de arena,praia arenosa
beach vacation,海滩度假,hǎi tān dù jià,vacaciones en la playa,férias na praia
tropical island,热带岛屿,rè dài dǎo yǔ,isla tropical,ilha tropical
island paradise,海岛天堂,hǎi dǎo tiān táng,isla paradisíaca,ilha paradisíaca
dry desert,干燥的沙漠,gān zào de shā mò,desierto seco,deserto seco
desert heat,沙漠炎热,shā mò yán rè,calor del desierto,calor do deserto
green valley,绿谷,lǜ gǔ,valle verde,vale verde
valley floor,谷底,gǔ dǐ,fondo del valle,fundo do vale
big rock,大石头,dà shí tou,gran roca,pedra grande
rock climbing,攀岩,pān yán,escalada en roca,escalada
white sand,白沙,bái shā,arena blanca,areia branca
sand castle,沙堡,shā bǎo,castillo de arena,castelo de areia
blue sky,蓝天,lán tiān,cielo azul,céu azul
sky high,天高云淡,tiān gāo yún dàn,cielo alto,muito alto
bright star,明亮的星星,míng liàng de xīng xīng,estrella brillante,estrela brilhante
shooting star,流星,liú xīng,estrella fugaz,estrela cadente
full moon,满月,mǎn yuè,luna llena,lua cheia
moon light,月光,yuè guāng,luz de la luna,luz da lua
planet earth,地球,dì qiú,planeta tierra,planeta terra
earth quake,地震,dì zhèn,terremoto,terremoto
solid ground,坚实的基础,jiān shí de jī chǔ,tierra firme,terreno sólido
ground floor,一楼,yī lóu,planta baja,térreo
