english,chinese,pinyin,spanish,portuguese
thing,东西,dōng xī,cosa,coisa
place,地点,dì diǎn,lugar,lugar
person,人,rén,persona,pessoa
people,人,rén,personas,pessoas
man,男人,nán rén,hombre,homem
woman,女人,nǚ rén,mujer,mulher
name,姓名,xìng míng,nombre,nome
time,时间,shí jiān,tiempo,tempo
money,钱,qián,dinero,dinheiro
way,方式,fāng shì,camino,caminho
world,世界,shì jiè,mundo,mundo
life,生活,shēng huó,vida,vida
job,工作,gōng zuò,trabajo,trabalho
book,书,shū,libro,livro
paper,纸,zhǐ,papel,papel
number,数量,shù liàng,número,número
problem,问题,wèn tí,problema,problema
event,事件,shì jiàn,evento,evento
moment,时刻,shí kè,momento,momento
situation,情况,qíng kuàng,situación,situação
same thing,同样的事情,tóng yàng de shì qíng,lo mismo,a mesma coisa
one thing,一件事,yī jiàn shì,una cosa,uma coisa
nice place,好地方,hǎo dì fāng,bonito lugar,lugar agradável
your place,你的位置,nǐ de wèi zhì,tu lugar,seu lugar
nice person,好人,hǎo rén,buena persona,pessoa legal
in person,亲自,qīn zì,en persona,pessoalmente
many people,很多人,hěn duō rén,mucha gente,muitas pessoas
some people,有些人,yǒu xiē rén,algunas personas,algumas pessoas
business man,商人,shāng rén,hombre de negocios,homem de negócios
old man,老头,lǎo tóu,viejo,velho
young woman,年轻女子,nián qīng nǚ zǐ,mujer joven,jovem
old woman,老妇人,lǎo fù rén,anciana,velha
last name,姓氏,xìng shì,apellido,sobrenome
name tag,姓名标签,xìng míng biāo qiān,etiqueta de nombre,crachá
spare time,业余时间,yè yú shí jiān,tiempo libre,tempo livre
time out,超时,chāo shí,tiempo de espera,tempo limite
no money,没钱,méi qián,sin dinero,sem dinheiro
money matters,钱很重要,qián hěn zhòng yào,el dinero importa,dinheiro é importante
one way,一种方式,yī zhǒng fāng shì,unidireccional,só de ida
any way,无论如何,wú lùn rú hé,de cualquier manera,de qualquer maneira
around the world,世界各地,shì jiè gè dì,en todo el mundo,ao redor do mundo
world tour,世界巡演,shì jiè xún yǎn,gira mundial,turnê mundial
good life,美好生活,měi hǎo shēng huó,buena vida,boa vida
life is good,生活是美好的,shēng huó shì měi hǎo de,la vida es buena,a vida é boa
new job,新工作,xīn gōng zuò,nuevo trabajo,novo emprego
dream job,梦想的工作,mèng xiǎng de gōng zuò,trabajo soñado,emprego dos sonhos
good book,好书,hǎo shū,buen libro,bom livro
book store,书店,shū diàn,librería,livraria
piece of paper,一张纸,yī zhāng zhǐ,trozo de papel,pedaço de papel
paper work,文书工作,wén shū gōng zuò,papeleo,papelada
phone number,电话号码,diàn huà hào mǎ,número de teléfono,número de telefone
number one,第一名,dì yì míng,número uno,número um
problem child,问题孩子,wèn tí hái zi,niño problemático,criança problemática
big problem,大问题,dà wèn tí,gran problema,grande problema
special event,特别活动,tè bié huó dòng,evento especial,evento especial
main event,主要活动,zhǔ yào huó dòng,evento principal,evento principal
at the moment,此刻,cǐ kè,en este momento,no momento
one moment,一会儿,yī huì er,un momento,um momento
current situation,现状,xiàn zhuàng,situación actual,situação atual
difficult situation,困难的处境,kùn nán de chǔ jìng,situación difícil,situação difícil
