english,chinese,pinyin,spanish,portuguese
table,桌子,zhuō zi,mesa,mesa
chair,椅子,yǐ zi,silla,cadeira
desk,办公桌,bàn gōng zhuō,escritorio,secretária
bed,床,chuáng,cama,cama
sofa,沙发,shā fā,sofá,sofá
couch,沙发,shā fā,sofá,sofá
lamp,灯,dēng,lámpara,lâmpada
shelf,架子,jià zi,estante,prateleira
drawer,抽屉,chōu tì,cajón,gaveta
closet,衣柜,yī guì,armario,armário
carpet,地毯,dì tǎn,alfombra,tapete
pillow,枕头,zhěn tou,almohada,travesseiro
blanket,毯子,tǎn zi,manta,cobertor
clock,时钟,shí zhōng,reloj,relógio
bookshelf,书架,shū jià,estantería,estante
cabinet,柜子,guì zi,gabinete,gabinete
mattress,床垫,chuáng diàn,colchón,colchão
stool,凳子,dèng zi,taburete,banquinho
armchair,扶手椅,fú shǒu yǐ,sillón,poltrona
recliner,躺椅,tǎng yǐ,sillón reclinable,poltrona reclinável
dining table,餐桌,cān zhuō,mesa de comedor,mesa de jantar
table leg,桌腿,zhuō tuǐ,pata de la mesa,perna da mesa
office chair,办公椅,bàn gōng yǐ,silla de oficina,cadeira de escritório
chair back,椅背,yǐ bèi,respaldo de la silla,encosto da cadeira
work desk,办公桌,bàn gōng zhuō,escritorio de trabajo,mesa de trabalho
desk lamp,台灯,tái dēng,lámpara de escritorio,luminária de mesa
king bed,特大号床,tè dà hào chuáng,cama king,cama king
bed frame,床架,chuáng jià,estructura de cama,estrutura de cama
leather sofa,真皮沙发,zhēn pí shā fā,sofá de cuero,sofá de couro
sofa bed,沙发床,shā fā chuáng,sofá cama,sofá cama
on the couch,在沙发上,zài shā fā shàng,en el sofá,no sofá
couch potato,沙发土豆,shā fā tǔ dòu,adicto a la televisión,viciado em televisão
table lamp,台灯,tái dēng,lámpara de mesa,candeeiro de mesa
floor lamp,落地灯,luò dì dēng,lámpara de pie,luminária de chão
top shelf,顶层架子,dǐng céng jià zi,estante superior,prateleira de cima
book shelf,书架,shū jià,estantería para libros,estante de livros
top drawer,顶部抽屉,dǐng bù chōu tì,cajón superior,gaveta de cima
drawer handle,抽屉拉手,chōu tì lā shǒu,tirador del cajón,puxador de gaveta
walk-in closet,步入式衣柜,bù rù shì yī guì,vestidor,closet
closet door,衣柜门,yī guì mén,puerta del armario,porta do armário
red carpet,红地毯,hóng dì tǎn,alfombra roja,tapete vermelho
carpet floor,地毯地板,dì tǎn dì bǎn,suelo de moqueta,piso em carpete
soft pillow,软枕头,ruǎn zhěn tou,almohada suave,travesseiro macio
pillow case,枕套,zhěn tào,funda de almohada,fronha
warm blanket,温暖的毯子,wēn nuǎn de tǎn zi,manta cálida,cobertor quentinho
blanket cover,毯子盖,tǎn zi gài,funda de manta,capa de cobertor
wall clock,挂钟,guà zhōng,reloj de pared,relógio de parede
alarm clock,闹钟,nào zhōng,despertador,despertador
tall bookshelf,高书架,gāo shū jià,estantería alta,estante alta
bookshelf full,书架满了,shū jià mǎn le,estantería llena,estante cheia
kitchen cabinet,厨柜,chú guì,mueble de cocina,armário de cozinha
filing cabinet,文件柜,wén jiàn guì,archivador,arquivo
new mattress,新床垫,xīn chuáng diàn,colchón nuevo,colchão novo
mattress pad,床垫,chuáng diàn,protector de colchón,protetor de colchão
bar stool,吧台凳,bā tái dèng,taburete de bar,banco alto
step stool,踏脚凳,tà jiǎo dèng,taburete,escadote
leather armchair,皮革扶手椅,pí gé fú shǒu yǐ,sillón de cuero,poltrona de couro
comfortable armchair,舒适的扶手椅,shū shì de fú shǒu yǐ,sillón cómodo,poltrona confortável
lazy recliner,懒人躺椅,lǎn rén tǎng yǐ,sillón reclinable perezoso,poltrona reclinável
recliner chair,躺椅,tǎng yǐ,silla reclinable,cadeira reclinável
