english,chinese,pinyin,spanish,portuguese
one,一,yī,uno,um
two,二,èr,dos,dois
three,三,sān,tres,três
four,四,sì,cuatro,quatro
five,五,wǔ,cinco,cinco
six,六,liù,seis,seis
seven,七,qī,siete,sete
eight,八,bā,ocho,oito
nine,九,jiǔ,nueve,nove
ten,十,shí,diez,dez
eleven,十一,shí yī,once,onze
twelve,十二,shí èr,doce,doze
thirteen,十三,shí sān,trece,treze
fourteen,十四,shí sì,catorce,catorze
fifteen,十五,shí wǔ,quince,quinze
sixteen,十六,shí liù,dieciséis,dezesseis
seventeen,十七,shí qī,diecisiete,dezessete
eighteen,十八,shí bā,dieciocho,dezoito
nineteen,十九,shí jiǔ,diecinueve,dezenove
twenty,二十,èr shí,veinte,vinte
one more time,再一次,zài yī cì,una vez más,mais uma vez
one of them,他们之一,tā men zhī yī,uno de ellos,um deles
two of us,我们俩,wǒ men liǎ,nosotros dos,nós dois
two weeks ago,两周前,liǎng zhōu qián,hace dos semanas,duas semanas atrás
three times a day,一天三次,yī tiān sān cì,tres veces al día,três vezes ao dia
three years ago,三年前,sān nián qián,hace tres años,três anos atrás
four seasons,四季,sì jì,cuatro estaciones,quatro estações
four o'clock,四点,sì diǎn,las cuatro,quatro horas
five minutes,五分钟,wǔ fēn zhōng,cinco minutos,cinco minutos
five years old,五岁,wǔ suì,cinco años,cinco anos
six months,六个月,liù ge yuè,seis meses,seis meses
six o'clock,六点,liù diǎn,las seis,seis horas
seven days a week,一周七天,yī zhōu qī tiān,siete días a la semana,sete dias por semana
seven years old,七岁,qī suì,siete años,sete anos
eight hours,八小时,bā xiǎo shí,ocho horas,oito horas
eight o'clock,八点,bā diǎn,las ocho,oito horas
nine times out of ten,十有八九,shí yǒu bā jiǔ,nueve de cada diez veces,nove em cada dez vezes
nine o'clock,九点,jiǔ diǎn,las nueve,nove horas
ten minutes,十分钟,shí fēn zhōng,diez minutos,dez minutos
ten years old,十岁,shí suì,diez años,dez anos
eleven o'clock,十一点,shí yī diǎn,las once,onze horas
eleven years old,十一岁,shí yī suì,once años,onze anos
twelve months,十二个月,shí èr ge yuè,doce meses,doze meses
twelve o'clock,十二点,shí èr diǎn,las doce,doze horas
thirteen years old,十三岁,shí sān suì,trece años,treze anos
thirteen days,十三天,shí sān tiān,trece días,treze dias
fourteen days,十四天,shí sì tiān,catorce días,catorze dias
fourteen years old,十四岁,shí sì suì,catorce años,catorze anos
fifteen minutes,十五分钟,shí wǔ fēn zhōng,quince minutos,quinze minutos
fifteen years old,十五岁,shí wǔ suì,quince años,quinze anos
sixteen years old,十六岁,shí liù suì,dieciséis años,dezesseis anos
sixteen candles,十六支蜡烛,shí liù zhī là zhú,dieciséis velas,dezesseis velas
seventeen years old,十七岁,shí qī suì,diecisiete años,dezessete anos
seventeen days,十七天,shí qī tiān,diecisiete días,dezessete dias
eighteen years old,十八岁,shí bā suì,dieciocho años,dezoito anos
eighteen months,十八个月,shí bā ge yuè,dieciocho meses,dezoito meses
nineteen years old,十九岁,shí jiǔ suì,diecinueve años,dezenove anos
nineteen hundred,一千九百,yī qiān jiǔ bǎi,mil novecientos,mil e novecentos
twenty minutes,二十分钟,èr shí fēn zhōng,veinte minutos,vinte minutos
twenty years old,二十岁,èr shí suì,veinte años,vinte anos
