english,chinese,pinyin,spanish,portuguese
stove,炉灶,lú zào,estufa,fogão
oven,烤箱,kǎo xiāng,horno,forno
refrigerator,冰箱,bīng xiāng,refrigerador,geladeira
fridge,冰箱,bīng xiāng,nevera,geladeira
microwave,微波炉,wēi bō lú,microondas,microondas
sink,水槽,shuǐ cáo,fregadero,pia
counter,柜台,guì tái,encimera,bancada
knife,刀,dāo,cuchillo,faca
fork,叉子,chā zi,tenedor,garfo
spoon,勺子,sháo zi,cuchara,colher
plate,盘子,pán zi,plato,prato
bowl,碗,wǎn,cuenco,tigela
cup,杯子,bēi zi,taza,xícara
glass,玻璃杯,bō lí bēi,vaso,copo
pot,锅,guō,olla,pote
pan,平底锅,píng dǐ guō,sartén,panela
blender,搅拌机,jiǎo bàn jī,licuadora,liquidificador
toaster,烤面包机,kǎo miàn bāo jī,tostadora,torradeira
kettle,水壶,shuǐ hú,tetera,chaleira
whisk,打蛋器,dǎ dàn qì,batidor,batedor
gas stove,燃气灶,rán qì zào,estufa de gas,fogão a gás
stove top,炉顶,lú dǐng,superficie de la estufa,tampo do fogão
bake in oven,烤箱烤,kǎo xiāng kǎo,hornear en el horno,assar no forno
oven door,烤箱门,kǎo xiāng mén,puerta del horno,porta do forno
in the refrigerator,在冰箱里,zài bīng xiāng lǐ,en el frigorífico,na geladeira
refrigerator full,冰箱满了,bīng xiāng mǎn le,frigorífico lleno,geladeira cheia
in the fridge,在冰箱里,zài bīng xiāng lǐ,en la nevera,na geladeira
fridge magnet,冰箱贴,bīng xiāng tiē,imán de nevera,ímã de geladeira
microwave oven,微波炉,wēi bō lú,horno microondas,forno de micro-ondas
microwave safe,微波炉安全,wēi bō lú ān quán,apto para microondas,seguro para micro-ondas
kitchen sink,厨房水槽,chú fáng shuǐ cáo,fregadero de la cocina,pia de cozinha
sink drain,水槽排水,shuǐ cáo pái shuǐ,drenaje del fregadero,ralo da pia
kitchen counter,厨房柜台,chú fáng guì tái,encimera de cocina,balcão de cozinha
counter top,台面,tái miàn,encimera,bancada
sharp knife,锋利的刀,fēng lì de dāo,cuchillo afilado,faca afiada
kitchen knife,菜刀,cài dāo,cuchillo de cocina,faca de cozinha
dinner fork,晚餐叉,wǎn cān chā,tenedor para cenar,garfo de jantar
fork and knife,刀叉,dāo chā,tenedor y cuchillo,garfo e faca
tea spoon,茶勺,chá sháo,cuchara de té,colher de chá
soup spoon,汤勺,tāng sháo,cuchara sopera,colher de sopa
dinner plate,餐盘,cān pán,plato de cena,prato de jantar
paper plate,纸盘,zhǐ pán,plato de papel,prato de papel
soup bowl,汤碗,tāng wǎn,plato de sopa,tigela de sopa
mixing bowl,搅拌碗,jiǎo bàn wǎn,tazón para mezclar,tigela de mistura
coffee cup,咖啡杯,kā fēi bēi,taza de café,xícara de café
cup of tea,一杯茶,yī bēi chá,taza de té,xícara de chá
wine glass,酒杯,jiǔ bēi,copa de vino,taça de vinho
water glass,水杯,shuǐ bēi,vaso de agua,copo de água
cooking pot,煮锅,zhǔ guō,olla para cocinar,panela
pot lid,锅盖,guō gài,tapa de olla,tampa da panela
frying pan,煎锅,jiān guō,sartén,frigideira
pan fried,煎,jiān,frito en sartén,frito na frigideira
kitchen blender,厨房搅拌机,chú fáng jiǎo bàn jī,batidora de cocina,liquidificador de cozinha
blender bottle,搅拌瓶,jiǎo bàn píng,botella mezcladora,coqueteleira
bread toaster,面包烤面包机,miàn bāo kǎo miàn bāo jī,tostadora de pan,torradeira de pão
in the toaster,在烤面包机里,zài kǎo miàn bāo jī lǐ,en la tostadora,na torradeira
tea kettle,茶壶,chá hú,tetera,chaleira
electric kettle,电热水壶,diàn rè shuǐ hú,hervidor eléctrico,chaleira elétrica
wire whisk,钢丝搅拌器,gāng sī jiǎo bàn qì,batidor de alambre,batedor de arame
whisk together,搅拌在一起,jiǎo bàn zài yì qǐ,batir juntos,misture
