english,chinese,pinyin,spanish,portuguese
have a look,看看,kàn kàn,echa un vistazo,dê uma olhada
have a break,休息一下,xiū xī yī xià,tómate un descanso,faça uma pausa
have a conversation,进行对话,jìn xíng duì huà,tener una conversación,conversar
have fun,玩得开心,wán dé kāi xīn,diviértete,divirta-se
have lunch,吃午饭,chī wǔ fàn,almorzar,almoçar
have a meeting,开会,kāi huì,tener una reunión,ter uma reunião
have a problem,有问题,yǒu wèn tí,tener un problema,ter um problema
have an effect,有影响,yǒu yǐng xiǎng,tener un efecto,tem um efeito
have experience,有经验,yǒu jīng yàn,tener experiencia,ter experiência
have a chance,有机会,yǒu jī huì,tener una oportunidad,ter uma chance
take a break,休息一下,xiū xī yī xià,tómate un descanso,faça uma pausa
take a chance,抓住机会,zhuā zhù jī huì,arriesgarse,arriscar
take a walk,散步,sàn bù,dar un paseo,dar um passeio
take notes,做笔记,zuò bǐ jì,tomar notas,fazer anotações
take place,发生,fā shēng,tener lugar,acontecer
take time,花点时间,huā diǎn shí jiān,tomar tiempo,reserve um tempo
take action,采取行动,cǎi qǔ xíng dòng,tomar medidas,agir
take a shower,洗澡,xǐ zǎo,tomar una ducha,tomar banho
take responsibility,承担责任,chéng dān zé rèn,asumir la responsabilidad,assumir a responsabilidade
take advantage,利用,lì yòng,aprovechar,aproveitar
have a look at,看看,kàn kàn,echa un vistazo a,dê uma olhada em
let me have a look,让我看看,ràng wǒ kàn kàn,déjame echar un vistazo,deixe-me dar uma olhada
have a break now,现在休息一下吧,xiàn zài xiū xī yī xià ba,tómate un descanso ahora,faça uma pausa agora
need to have a break,需要休息一下,xū yào xiū xī yī xià,necesito un descanso,preciso fazer uma pausa
have a conversation with,与...进行对话,yǔ... jìn xíng duì huà,tener una conversación con,converse com
want to have a conversation,对话想聊聊,duì huà xiǎng liáo liáo,quiero tener una conversación,quero conversar
have fun tonight,今晚玩得开心,jīn wǎn wán dé kāi xīn,diviértete esta noche,divirta-se esta noite
hope you have fun,希望你玩得开心,xī wàng nǐ wán dé kāi xīn,Espero que te diviertas,espero que você se divirta
have lunch together,一起吃午饭,yì qǐ chī wǔ fàn,almorzar juntos,almoçarmos juntos
let's have lunch,我们吃午饭吧,wǒ men chī wǔ fàn ba,vamos a almorzar,vamos almoçar
have a meeting at,在...开会,zài... kāi huì,tener una reunión en,tenha uma reunião em
need to have a meeting,需要开会,xū yào kāi huì,necesito tener una reunión,preciso fazer uma reunião
have a problem with,对...有问题,duì... yǒu wèn tí,tienes un problema con,tenho um problema com
I have a problem,我有一个问题,wǒ yǒu yí gè wèn tí,Tengo un problema,Estou com um problema
have an effect on,影响,yǐng xiǎng,tener un efecto sobre,tem um efeito em
will have an effect,会有效果,huì yǒu xiào guǒ,tendrá un efecto,terá um efeito
have experience in,有经验,yǒu jīng yàn,tener experiencia en,tenho experiência em
do you have experience,你有经验吗,nǐ yǒu jīng yàn ma,tienes experiencia,você tem experiência
have a chance to,有机会,yǒu jī huì,tener la oportunidad de,tenha a chance de
you'll have a chance,你会有机会,nǐ huì yǒu jī huì,tendrás una oportunidad,você terá uma chance
take a break now,现在休息一下,xiàn zài xiū xī yī xià,tómate un descanso ahora,faça uma pausa agora
need to take a break,需要休息一下,xū yào xiū xī yī xià,necesito tomar un descanso,preciso fazer uma pausa
take a chance on,抓住机会,zhuā zhù jī huì,arriesgate,arrisque
willing to take a chance,愿意冒险,yuàn yì mào xiǎn,dispuesto a arriesgarse,disposto a arriscar
take a walk outside,到外面散步,dào wài miàn sàn bù,dar un paseo afuera,dar um passeio lá fora
let's take a walk,我们去散步吧,wǒ men qù sàn bù ba,vamos a caminar,vamos dar um passeio
take notes carefully,认真记笔记,rèn zhēn jì bǐ jì,toma notas con cuidado,faça anotações com atenção
remember to take notes,记得做笔记,jì de zuò bǐ jì,recuerda tomar notas,lembre-se de fazer anotações
take place tomorrow,明天举行,míng tiān jǔ xíng,tendrá lugar mañana,acontecerá amanhã
will take place,将发生,jiāng fā shēng,se llevará a cabo,acontecerá
take time to,花点时间,huā diǎn shí jiān,tomar tiempo para,reserve um tempo para
it will take time,这需要时间,zhè xū yào shí jiān,llevará tiempo,vai demorar
take action now,立即行动,lì jí xíng dòng,tome medidas ahora,entre em ação agora
time to take action,是时候采取行动了,shì shí hòu cǎi qǔ xíng dòng le,es hora de actuar,hora de agir
take a shower first,先洗澡,xiān xǐ zǎo,báñate primero,tome um banho primeiro
going to take a shower,去洗澡,qù xǐ zǎo,voy a ducharme,vou tomar banho
take responsibility for,承担,chéng dān,asumir la responsabilidad de,assumir a responsabilidade por
must take responsibility,必须承担责任,bì xū chéng dān zé rèn,debe asumir la responsabilidad,deve assumir a responsabilidade
take advantage of,利用,lì yòng,aprovecha,aproveite
don't take advantage,不要利用,bú yào lì yòng,no te aproveches,não aproveite
