english,chinese,pinyin,spanish,portuguese
be,是,shì,ser,ser
is,是,shì,es,é
am,是,shì,soy,sou
are,是,shì,son,são
was,是,shì,era,era
were,是,shì,eran,eram
been,是过,shì guò,sido,sido
being,在,zài,siendo,sendo
have,有,yǒu,tener,ter
has,有,yǒu,tiene,tem
had,有,yǒu,tenía,tinha
having,有,yǒu,teniendo,tendo
do,做,zuò,hacer,fazer
does,做,zuò,hace,faz
did,做了,zuò le,hizo,fez
done,做完,zuò wán,hecho,feito
doing,在做,zài zuò,haciendo,fazendo
get,得到,dé dào,obtener,conseguir
gets,得到,dé dào,obtiene,consegue
got,得到了,dé dào le,obtuvo,conseguiu
to be honest,说实话,shuō shí huà,para ser honesto,para ser honesto
want to be,想成为,xiǎng chéng wéi,quiero ser,quero ser
it is good,很好,hěn hǎo,es bueno,é bom
that is right,那是对的,nà shì duì de,eso es correcto,isso está certo
I am here,我在这里,wǒ zài zhè lǐ,estoy aquí,estou aqui
I am ready,我准备好了,wǒ zhǔn bèi hǎo le,estoy listo,estou pronto
we are here,我们在这里,wǒ men zài zhè lǐ,estamos aquí,estamos aqui
they are coming,他们要来了,tā men yào lái le,ellos vienen,eles estão vindo
I was there,我在那里,wǒ zài nà lǐ,yo estaba ahí,eu estava lá
it was great,太棒了,tài bàng le,fue genial,foi ótimo
they were here,他们在这里,tā men zài zhè lǐ,ellos estaban aquí,eles estavam aqui
we were happy,我们很开心,wǒ men hěn kāi xīn,estábamos felices,estávamos felizes
I have been there,我去过那里,wǒ qù guò nà lǐ,he estado ahí,eu estive lá
has been done,已经完成了,yǐ jīng wán chéng le,ha sido hecho,foi feito
being honest,说实话,shuō shí huà,siendo honesto,sendo honesto
being careful,小心点,xiǎo xīn diǎn,siendo cuidadoso,sendo cuidadoso
I have it,我有,wǒ yǒu,lo tengo,eu tenho
I have time,我有时间,wǒ yǒu shí jiān,tengo tiempo,tenho tempo
she has it,她有,tā yǒu,ella lo tiene,ela tem
he has time,他有时间,tā yǒu shí jiān,él tiene tiempo,ele tem tempo
I had it,我有过,wǒ yǒu guò,lo tenía,eu tinha
had a good time,玩得很开心,wán de hěn kāi xīn,la pasé bien,me diverti
having fun,玩得很开心,wán de hěn kāi xīn,divirtiéndose,se divertindo
having trouble,有麻烦,yǒu má fan,teniendo problemas,tendo problemas
I do it,我做,wǒ zuò,lo hago,eu faço
let me do,让我做,ràng wǒ zuò,déjame hacerlo,deixa eu fazer
she does it,她做,tā zuò,ella lo hace,ela faz
does it work,有用吗,yǒu yòng ma,funciona,funciona
I did it,我做到了,wǒ zuò dào le,lo hice,eu fiz
well did,做得好,zuò de hǎo,bien hecho,bem feito
all done,全做完了,quán zuò wán le,todo hecho,tudo feito
done yet,做完了吗,zuò wán le ma,ya terminado,já terminou
doing well,做得好,zuò de hǎo,yendo bien,indo bem
doing great,做得很好,zuò de hěn hǎo,yendo muy bien,indo muito bem
I get it,我明白了,wǒ míng bai le,lo entiendo,eu entendo
get going,走吧,zǒu ba,vámonos,vamos
she gets it,她明白了,tā míng bai le,ella lo entiende,ela entende
he gets angry,他生气了,tā shēng qì le,él se enoja,ele fica bravo
I got it,我懂了,wǒ dǒng le,lo entendí,eu entendi
got to go,得走了,děi zǒu le,tengo que irme,tenho que ir
