english,chinese,pinyin,spanish,portuguese
look up,查找,chá zhǎo,mirar hacia arriba,olhe para cima
look after,照顾,zhào gù,cuidar,cuidar
look forward to,期待,qī dài,Esperamos con ansias,ansiosos por
take care of,照顾,zhào gù,cuidar,cuide de
get along,相处,xiāng chǔ,llevarse bien,se dar bem
get rid of,摆脱,bǎi tuō,deshacerse de,livrar-se de
keep up,跟上,gēn shàng,sigue el ritmo,continue
come up with,想出,xiǎng chū,inventa,invente
put up with,忍受,rěn shòu,aguantar,aguentar
make up,化妆,huà zhuāng,maquillar,maquiagem
break up,分手,fēn shǒu,romper,terminar
grow up,长大,zhǎng dà,crecer,crescer
bring up,提出,tí chū,mencionar,trazer à tona
turn up,出现,chū xiàn,aparecer,aparecer
turn down,拒绝,jù jué,rechazar,diminuir
carry on,继续,jì xù,continúa,continue
hold on,坚持住,jiān chí zhù,espera,espere
hang out,出去玩,chū qù wán,pasar el rato,sair
check out,看看,kàn kàn,echa un vistazo,confira
calm down,冷静,lěng jìng,cálmate,acalme-se
look up word,查找单词,chá zhǎo dān cí,buscar palabra,procure a palavra
look up to,仰望,yǎng wàng,admirar,admiro
look after kids,照顾孩子,zhào gù hái zi,cuidar niños,cuidar das crianças
look after yourself,照顾好自己,zhào gù hǎo zì jǐ,cuídate,cuide de você
look forward to meeting,期待见面,qī dài jiàn miàn,Esperamos conocernos,ansiosos para conhecer
look forward to it,敬请期待,jìng qǐng qī dài,lo espero con ansias,espero por isso
take care of yourself,照顾好自己,zhào gù hǎo zì jǐ,cuídate,cuide-se
take care of it,照顾好它,zhào gù hǎo tā,cuidalo,cuide disso
get along well,相处得很好,xiāng chǔ dé hěn hǎo,llevarse bien,se dão bem
get along with,与,yǔ,llevarse bien con,se dar bem
get rid of it,相处摆脱它,xiāng chǔ bǎi tuō tā,deshazte de él,livre-se disso
get rid of junk,摆脱垃圾,bǎi tuō lā jī,deshacerse de la basura,livrar-se do lixo
keep up with,跟上,gēn shàng,mantenerse al día con,acompanhe
keep up the pace,跟上步伐,gēn shàng bù fá,mantén el ritmo,mantenha o ritmo
come up with idea,想出主意,xiǎng chū zhǔ yì,proponer una idea,tenha uma ideia
come up with plan,制定计划,zhì dìng jì huà,elaborar un plan,elabore um plano
put up with it,忍受吧,rěn shòu ba,aguantarlo,aguente isso
can't put up with,无法忍受,wú fǎ rěn shòu,no puedo soportarlo,não aguento
make up story,编故事,biān gù shì,historia inventada,inventar história
make up test,化妆测试,huà zhuāng cè shì,prueba de maquillaje,teste de maquiagem
break up with,与,yǔ,romper con,terminar com
they break up,分手他们分手了,fēn shǒu tā men fēn shǒu le,se separan,eles se separam
grow up fast,快点长大,kuài diǎn zhǎng dà,crecer rápido,crescer rápido
when I grow up,当我长大了,dāng wǒ zhǎng dà le,cuando sea mayor,quando eu crescer
bring up topic,提出话题,tí chū huà tí,sacar el tema,trazer tópico
bring up children,抚养孩子,fǔ yǎng hái zi,criar hijos,criar filhos
turn up volume,调高音量,diào gāo yīn liàng,subir el volumen,aumentar o volume
turn up late,迟到,chí dào,llegar tarde,chegar tarde
turn down offer,拒绝报价,jù jué bào jià,rechazar oferta,recusar oferta
turn down volume,调低音量,diào dī yīn liàng,bajar el volumen,diminuir o volume
carry on luggage,随身携带行李,suí shēn xié dài xíng lǐ,equipaje de mano,bagagem de mão
carry on working,继续工作,jì xù gōng zuò,seguir trabajando,continue trabalhando
hold on please,请稍等,qǐng shāo děng,espera por favor,espere por favor
hold on tight,抓紧,zhuā jǐn,agárrate fuerte,segure firme
hang out together,一起出去玩,yì qǐ chū qù wán,pasar el rato juntos,sair juntos
hang out with,和,hé,pasar el rato con,sair com
check out now,一起出去玩立即查看,yì qǐ chū qù wán lì jí chá kàn,echa un vistazo ahora,confira agora
check out this,看看这个,kàn kàn zhè ge,mira esto,veja isso
calm down please,请冷静,qǐng lěng jìng,cálmate por favor,"acalme-se, por favor"
calm down now,现在冷静下来,xiàn zài lěng jìng xià lái,cálmate ahora,acalme-se agora
