english,chinese,pinyin,spanish,portuguese
concept,概念,gài niàn,concepto,conceito
idea,想法,xiǎng fǎ,ideas,ideia
rationale,基本原理,jī běn yuán lǐ,justificación,justificativa
aspect,方面,fāng miàn,aspecto,aspecto
factor,因素,yīn sù,factores,fator
magnitude,幅度,fú dù,magnitud,magnitude
component,组件,zǔ jiàn,componente,componente
feature,功能,gōng néng,característica,recurso
quality,质量,zhì liàng,calidad,qualidade
characteristic,特点,tè diǎn,característica,característica
context,上下文,shàng xià wén,contexto,contexto
connection,连接,lián jiē,conexión,conexão
influence,影响,yǐng xiǎng,influencia,influência
impact,影响,yǐng xiǎng,impacto,impacto
interplay,相互作用,xiāng hù zuò yòng,interacción,interação
mechanism,机制,jī zhì,mecanismo,mecanismo
purpose,目的,mù dì,propósito,propósito
function,功能,gōng néng,función,função
dimension,尺寸,chǐ cùn,dimensión,dimensão
essence,本质,běn zhì,esencia,essência
basic concept,基本概念,jī běn gài niàn,concepto básico,conceito básico
concept of,的概念,de gài niàn,concepto de,conceito de
good idea,好主意,hǎo zhǔ yì,buena idea,boa ideia
idea for,的想法,de xiǎng fǎ,idea para,ideia para
underlying rationale,深层理由,shēn céng lǐ yóu,justificación subyacente,justificativa subjacente
rationale behind,背后的理由,bèi hòu de lǐ yóu,justificación detrás,justificativa por trás
key aspect,关键方面,guān jiàn fāng miàn,aspecto clave,aspecto chave
aspect of,的方面,de fāng miàn,aspecto de,aspecto de
key factor,关键因素,guān jiàn yīn sù,factor clave,fator chave
risk factor,风险因素,fēng xiǎn yīn sù,factor de riesgo,fator de risco
order of magnitude,数量级,shù liàng jí,orden de magnitud,ordem de grandeza
magnitude of,的大小,de dà xiǎo,magnitud de,magnitude de
main component,主要成分,zhǔ yào chéng fèn,componente principal,componente principal
component part,组成部分,zǔ chéng bù fèn,componente,parte componente
new feature,新功能,xīn gōng néng,nueva característica,novo recurso
feature request,功能请求,gōng néng qǐng qiú,solicitud de función,solicitação de recurso
high quality,高品质,gāo pǐn zhì,alta calidad,alta qualidade
quality control,质量控制,zhì liàng kòng zhì,control de calidad,controle de qualidade
main characteristic,主要特点,zhǔ yào tè diǎn,característica principal,característica principal
characteristic of,的特点,de tè diǎn,característica de,característica de
in context,在上下文中,zài shàng xià wén zhōng,en contexto,no contexto
context matters,上下文很重要,shàng xià wén hěn zhòng yào,el contexto importa,o contexto é importante
strong connection,强连接,qiáng lián jiē,conexión fuerte,conexão forte
connection between,之间的联系,zhī jiān de lián xì,conexión entre,conexão entre
major influence,主要影响,zhǔ yào yǐng xiǎng,gran influencia,grande influência
influence on,对...的影响,duì ... de yǐng xiǎng,influencia en,influência em
positive impact,积极影响,jī jí yǐng xiǎng,impacto positivo,impacto positivo
impact of,的影响,de yǐng xiǎng,impacto de,impacto de
complex interplay,复杂的相互作用,fù zá de xiāng hù zuò yòng,interacción compleja,interação complexa
interplay between,之间的相互作用,zhī jiān de xiāng hù zuò yòng,interacción entre,interação entre
defense mechanism,防御机制,fáng yù jī zhì,mecanismo de defensa,mecanismo de defesa
mechanism for,的机制,de jī zhì,mecanismo para,mecanismo para
main purpose,主要用途,zhǔ yào yòng tú,objetivo principal,objetivo principal
purpose of,的目的,de mù dì,propósito de,propósito de
brain function,大脑功能,dà nǎo gōng néng,función cerebral,função cerebral
function properly,功能正常,gōng néng zhèng cháng,funcionar correctamente,funcionar corretamente
new dimension,新维度,xīn wéi dù,nueva dimensión,nova dimensão
dimension of,的维度,de wéi dù,dimensión de,dimensão de
true essence,真正的本质,zhēn zhèng de běn zhì,verdadera esencia,verdadeira essência
essence of,的本质,de běn zhì,esencia de,essência de
