english,chinese,pinyin,spanish,portuguese
thirty,三十,sān shí,treinta,trinta
forty,四十,sì shí,cuarenta,quarenta
fifty,五十,wǔ shí,cincuenta,cinquenta
sixty,六十,liù shí,sesenta,sessenta
seventy,七十,qī shí,setenta,setenta
eighty,八十,bā shí,ochenta,oitenta
ninety,九十,jiǔ shí,noventa,noventa
hundred,百,bǎi,centenar,centenas
thousand,千,qiān,mil,mil
million,百万,bǎi wàn,millón,milhão
first,第一的,dì yī de,primero,primeiro
third,第三,dì sān,tercero,terceiro
zero,零,líng,cero,zero
twice,两次,liǎng cì,dos veces,duas vezes
quarter,四分之一,sì fēn zhī yī,cuarto,trimestre
pair,一对,yī duì,par,par
billion,十亿,shí yì,mil millones,bilhão
tenth,第十,dì shí,décimo,décimo
fifth,第五,dì wǔ,quinto,quinto
last,最后的,zuì hòu de,último,último
thirty days,三十天,sān shí tiān,treinta dias,trinta dias
thirty minutes,三十分钟,sān shí fēn zhōng,treinta minutos,trinta minutos
forty years old,四十岁,sì shí suì,cuarenta años,quarenta anos
forty hours,四十小时,sì shí xiǎo shí,cuarenta horas,quarenta horas
fifty percent,百分之五十,bǎi fēn zhī wǔ shí,cincuenta por ciento,cinquenta por cento
fifty dollars,五十美元,wǔ shí měi yuán,cincuenta dolares,cinquenta dólares
sixty seconds,六十秒,liù shí miǎo,sesenta segundos,sessenta segundos
sixty minutes,六十分钟,liù shí fēn zhōng,sesenta minutos,sessenta minutos
seventy degrees,七十度,qī shí dù,setenta grados,setenta graus
seventy years old,七十岁,qī shí suì,setenta años,setenta anos
eighty percent,百分之八十,bǎi fēn zhī bā shí,ochenta por ciento,oitenta por cento
eighty miles,八十英里,bā shí yīng lǐ,ochenta millas,oitenta milhas
ninety percent,百分之九十,bǎi fēn zhī jiǔ shí,noventa por ciento,noventa por cento
ninety days,九十天,jiǔ shí tiān,noventa días,noventa dias
one hundred percent,百分之一百,bǎi fēn zhī yì bǎi,cien por ciento,cem por cento
a hundred times,一百次,yì bǎi cì,cien veces,cem vezes
a thousand times,一千次,yī qiān cì,mil veces,mil vezes
thousand dollars,千美元,qiān měi yuán,mil dolares,mil dólares
a million dollars,一百万美元,yì bǎi wàn měi yuán,un millón de dólares,um milhão de dólares
one million people,一百万人,yì bǎi wàn rén,un millón de personas,um milhão de pessoas
first time,第一次,dì yī cì,primer tiempo,primeira vez
first place,首位,shǒu wèi,primer lugar,primeiro lugar
third time,第三次,dì sān cì,tercera vez,terceira vez
third place,第三名,dì sān míng,tercer lugar,terceiro lugar
zero chance,零机会,líng jī huì,cero posibilidades,chance zero
zero tolerance,零容忍,líng róng rěn,tolerancia cero,tolerância zero
twice a day,一天两次,yī tiān liǎng cì,dos veces al dia,duas vezes por dia
twice as much,两倍,liǎng bèi,dos veces más,o dobro
a quarter past,一刻钟,yī kè zhōng,un cuarto y cuarto,um quarto depois
quarter of an hour,一刻钟,yī kè zhōng,cuarto de hora,quarto de hora
a pair of shoes,一双鞋,yī shuāng xié,un par de zapatos,um par de sapatos
a pair of glasses,一副眼镜,yī fù yǎn jìng,un par de gafas,um par de óculos
a billion dollars,十亿美元,shí yì měi yuán,mil millones de dolares,um bilhão de dólares
billion people,十亿人,shí yì rén,mil millones de personas,bilhão de pessoas
tenth time,第十次,dì shí cì,décima vez,décima vez
tenth anniversary,十周年,shí zhōu nián,décimo aniversario,décimo aniversário
fifth time,第五次,dì wǔ cì,quinta vez,quinta vez
fifth grade,五年级,wǔ nián jí,quinto grado,quinta série
last time,上次,shàng cì,último tiempo,última vez
last chance,最后的机会,zuì hòu de jī huì,última oportunidad,última chance
