english,chinese,pinyin,spanish,portuguese
nonetheless,尽管如此,jǐn guǎn rú cǐ,no obstante,mesmo assim
thence,从那里,cóng nà lǐ,desde allí,daí
whence,从哪里来,cóng nǎ lǐ lái,de donde,de onde
ergo,因此,yīn cǐ,entonces,logo
ipso facto,事实上,shì shí shàng,ipso facto,ipso facto
subsequently,随后,suí hòu,posteriormente,posteriormente
notwithstanding,尽管,jǐn guǎn,no obstante,não obstante
whereby,由此,yóu cǐ,por lo que,pelo qual
wherein,其中,qí zhōng,donde,em que
albeit,尽管,jǐn guǎn,aunque,embora
hitherto,迄今为止,qì jīn wéi zhǐ,hasta ahora,até agora
henceforth,今后,jīn hòu,en adelante,doravante
thereupon,于是,yú shì,acto seguido,então
wherefore,为此,wèi cǐ,por lo tanto,portanto
insofar,到目前为止,dào mù qián wéi zhǐ,en la medida,na medida em que
inasmuch,因为,yīn wèi,en la medida,na medida em que
forthwith,立即,lì jí,inmediatamente,imediatamente
heretofore,迄今为止,qì jīn wéi zhǐ,hasta ahora,até agora
thereby,从而,cóng ér,por lo tanto,assim
herein,此处,cǐ chù,aquí,aqui
but nonetheless,但尽管如此,dàn jǐn guǎn rú cǐ,pero aun así,mas mesmo assim
nonetheless important,尽管如此重要,jǐn guǎn rú cǐ zhòng yào,no obstante importante,ainda assim importante
from thence,从那里,cóng nà lǐ,desde allí,de lá
thence forward,从此向前,cóng cǐ xiàng qián,de ahí adelante,daí em diante
from whence,从哪里来,cóng nǎ lǐ lái,de donde,de onde
whence came,从哪里来,cóng nǎ lǐ lái,de donde vino,de onde veio
ergo therefore,因此,yīn cǐ,ergo por lo tanto,"logo, portanto"
ergo the,因此,yīn cǐ,ergo el,logo o
ipso facto means,事实上意味着,shì shí shàng yì wèi zhe,ipso facto significa,ipso facto significa
ipso facto invalid,事实上无效,shì shí shàng wú xiào,ipso facto inválido,ipso facto inválido
subsequently discovered,后来发现,hòu lái fā xiàn,posteriormente descubierto,posteriormente descoberto
subsequently to,随后,suí hòu,posteriormente a,posteriormente para
notwithstanding the,尽管,jǐn guǎn,sin perjuicio de la,não obstante o
notwithstanding that,尽管如此,jǐn guǎn rú cǐ,sin perjuicio de que,apesar disso
whereby the,由此,yóu cǐ,por lo que el,em que o
process whereby,某过程,mǒu guò chéng,proceso mediante el cual,processo pelo qual
wherein the,其中,qí zhōng,donde el,em que
wherein lies,其中有,qí zhōng yǒu,donde se encuentra,onde está
albeit difficult,虽然困难,suī rán kùn nán,aunque difícil,embora difícil
albeit slowly,虽然很慢,suī rán hěn màn,aunque lentamente,embora lentamente
hitherto unknown,迄今为止未知的,qì jīn wéi zhǐ wèi zhī de,hasta ahora desconocido,até então desconhecido
hitherto unseen,迄今未见,qì jīn wèi jiàn,hasta ahora invisible,até então invisível
henceforth shall,今后将,jīn hòu jiāng,de ahora en adelante,doravante deverá
from henceforth,从今以后,cóng jīn yǐ hòu,de ahora en adelante,de agora em diante
thereupon the,于是,yú shì,entonces el,então o
thereupon decided,于是决定,yú shì jué dìng,entonces decidió,então decidiu
wherefore art,为什么艺术,wèi shén me yì shù,por lo tanto arte,portanto arte
wherefore the,因此,yīn cǐ,por lo tanto el,portanto o
insofar as,只要,zhǐ yào,en la medida en que,na medida em que
insofar possible,只要可能,zhǐ yào kě néng,en la medida de lo posible,na medida do possível
inasmuch as,因为,yīn wèi,en la medida en que,na medida em que
inasmuch that,因为,yīn wèi,en la medida que,na medida em que
forthwith dismissed,立即解雇,lì jí jiě gù,despedido inmediatamente,imediatamente demitido
respond forthwith,立即回复,lì jí huí fù,responder inmediatamente,responda imediatamente
heretofore mentioned,前面提到过,qián miàn tí dào guò,mencionado hasta ahora,até agora mencionado
heretofore unknown,迄今为止未知,qì jīn wéi zhǐ wèi zhī,hasta ahora desconocido,até então desconhecido
thereby reducing,从而减少,cóng ér jiǎn shǎo,reduciendo así,reduzindo assim
thereby increasing,从而增加,cóng ér zēng jiā,aumentando así,aumentando assim
herein referred,本文提及,běn wén tí jí,aquí referido,aqui referido
herein lies,问题在此,wèn tí zài cǐ,aquí yace,aqui está
