english,chinese,pinyin,spanish,portuguese
computer,电脑,diàn nǎo,computadora,computador
laptop,笔记本电脑,bǐ jì běn diàn nǎo,computadora portátil,portátil
phone,电话,diàn huà,teléfono,telefone
internet,互联网,hù lián wǎng,internet,internet
website,网站,wǎng zhàn,sitio web,site
email,电子邮件,diàn zi yóu jiàn,correo electrónico,e-mail
download,下载,xià zài,descargar,baixar
search,搜索,sōu suǒ,buscar,pesquisar
click,点击,diǎn jī,haga clic,clique
screen,屏幕,píng mù,pantalla,tela
keyboard,键盘,jiàn pán,teclado,teclado
printer,打印机,dǎ yìn jī,impresora,impressora
battery,电池,diàn chí,batería,bateria
charger,充电器,chōng diàn qì,cargador,carregador
wifi,无线网络,wú xiàn wǎng luò,wifi,wi-fi
app,应用程序,yìng yòng chéng xù,aplicación,aplicativo
software,软件,ruǎn jiàn,software,software
hardware,硬件,yìng jiàn,hardware,hardware
device,设备,shè bèi,dispositivo,dispositivo
network,网络,wǎng luò,red,rede
desktop computer,台式电脑,tái shì diàn nǎo,computadora de escritorio,computador desktop
computer program,计算机程序,jì suàn jī chéng xù,programa informático,programa de computador
new laptop,新笔记本电脑,xīn bǐ jì běn diàn nǎo,nueva computadora portátil,novo portátil
laptop bag,笔记本电脑包,bǐ jì běn diàn nǎo bāo,bolsa para portátil,bolsa para laptop
cell phone,手机,shǒu jī,teléfono celular,celular
phone charger,手机充电器,shǒu jī chōng diàn qì,cargador de teléfono,carregador de telefone
fast internet,快速的互联网,kuài sù de hù lián wǎng,Internet rápido,internet rápida
internet access,互联网接入,hù lián wǎng jiē rù,acceso a internet,acesso à internet
visit website,访问网站,fǎng wèn wǎng zhàn,visitar sitio web,visite o site
website design,网站设计,wǎng zhàn shè jì,diseño de sitios web,design do site
send email,发送电子邮件,fā sòng diàn zi yóu jiàn,enviar correo electrónico,enviar e-mail
email address,电子邮件地址,diàn zi yóu jiàn dì zhǐ,dirección de correo electrónico,endereço de e-mail
download file,下载文件,xià zài wén jiàn,descargar archivo,baixar arquivo
free download,免费下载,miǎn fèi xià zài,descarga gratuita,baixar grátis
search online,网上搜索,wǎng shàng sōu suǒ,buscar en línea,pesquisar on-line
search results,搜索结果,sōu suǒ jié guǒ,resultados de búsqueda,resultados da pesquisa
click here,点击这里,diǎn jī zhè lǐ,haga clic aquí,clique aqui
double click,双击,shuāng jī,doble clic,clique duas vezes
touch screen,触摸屏,chù mō píng,pantalla táctil,tela sensível ao toque
screen saver,屏幕保护,píng mù bǎo hù,protector de pantalla,protetor de tela
wireless keyboard,无线键盘,wú xiàn jiàn pán,teclado inalámbrico,teclado sem fio
keyboard shortcut,键盘快捷键,jiàn pán kuài jié jiàn,método abreviado de teclado,atalho de teclado
color printer,彩色打印机,cǎi sè dǎ yìn jī,impresora a color,impressora colorida
printer ink,打印机墨水,dǎ yìn jī mò shuǐ,tinta de impresora,tinta para impressora
low battery,电池电量低,diàn chí diàn liàng dī,batería baja,bateria fraca
battery charge,电池充电,diàn chí chōng diàn,carga de la batería,carga da bateria
laptop charger,笔记本电脑充电器,bǐ jì běn diàn nǎo chōng diàn qì,cargador de portátil,carregador de laptop
fast charger,快速充电器,kuài sù chōng diàn qì,cargador rápido,carregador rápido
free wifi,免费无线网络,miǎn fèi wú xiàn wǎng luò,wifi gratis,wi-fi grátis
wifi password,无线网络密码,wú xiàn wǎng luò mì mǎ,contraseña wifi,senha do wi-fi
mobile app,移动应用程序,yí dòng yìng yòng chéng xù,aplicación móvil,aplicativo móvel
app download,应用程序下载,yìng yòng chéng xù xià zài,descarga de la aplicación,download do aplicativo
update software,更新软件,gēng xīn ruǎn jiàn,actualizar software,atualizar software
software bug,软件错误,ruǎn jiàn cuò wù,error de software,bug de software
computer hardware,计算机硬件,jì suàn jī yìng jiàn,hardware informático,hardware de computador
hardware store,五金店,wǔ jīn diàn,ferretería,loja de ferragens
electronic device,电子设备,diàn zi shè bèi,dispositivo electrónico,dispositivo eletrônico
device settings,设备设置,shè bèi shè zhì,configuración del dispositivo,configurações do dispositivo
computer network,计算机网络,jì suàn jī wǎng luò,red informática,rede de computadores
network connection,网络连接,wǎng luò lián jiē,conexión de red,conexão de rede
