english,chinese,pinyin,spanish,portuguese
don't,不,bù,no,não
doesn't,不,bù,no,não
didn't,没有,méi yǒu,no,não
can't,不能,bù néng,no puedo,não posso
couldn't,不能,bù néng,no pude,não poderia
won't,不会,bú huì,no voy a,não vou
wouldn't,不会,bú huì,no lo haría,não iria
shouldn't,不应该,bù yīng gāi,no debería,não deveria
isn't,不是,bú shì,no es,não é
aren't,不是,bú shì,no son,não são
wasn't,不是,bú shì,no fue,não foi
weren't,不是,bú shì,no eran,não eram
hasn't,没有,méi yǒu,no ha,não tem
haven't,没有,méi yǒu,no he,não tenho
hadn't,没有,méi yǒu,no había,não tinha
let's,让我们,ràng wǒ men,vamos,vamos
that's,那是,nà shì,eso es,isso é
there's,有,yǒu,hay,há
here's,这是,zhè shì,aquí está,aqui está
what's,什么是,shén me shì,¿qué es?,o que é
don't worry,不用担心,bù yòng dān xīn,no te preocupes,não se preocupe
I don't know,我不知道,wǒ bù zhī dào,No sé,Não sei
it doesn't matter,没关系,méi guān xì,no importa,Não importa
doesn't work,不起作用,bù qǐ zuò yòng,no funciona,não funciona
didn't know,不知道,bù zhī dào,no lo sabía,não sabia
didn't happen,没有发生,méi yǒu fā shēng,no sucedió,não aconteceu
can't wait,等不及了,děng bù jí le,no puedo esperar,mal posso esperar
can't believe it,不敢相信,bù gǎn xiāng xìn,no puedo creerlo,não posso acreditar
couldn't help it,忍不住,rěn bú zhù,no pude evitarlo,não pude evitar
couldn't care less,不在乎,bù zài hū,No podría importarme menos,não poderia me importar menos
won't work,行不通,xíng bù tōng,no funcionará,não vai funcionar
won't happen,不会发生,bú huì fā shēng,no sucederá,não vai acontecer
wouldn't mind,不介意,bù jiè yì,no me importaría,não me importaria
wouldn't do it,不会这样做,bú huì zhè yàng zuò,no lo haría,não faria isso
shouldn't have,不应该有,bù yīng gāi yǒu,no debería haber,não deveria ter
shouldn't do that,不应该这样做,bù yīng gāi zhè yàng zuò,no debería hacer eso,não deveria fazer isso
isn't it,不是吗,bú shì ma,¿no es así?,não é
that isn't right,那是不对的,nà shì bú duì de,eso no está bien,isso não está certo
aren't you,你不是吗,nǐ bú shì ma,¿No eres tú?,você não é
we aren't going,我们不会去,wǒ men bú huì qù,no vamos,nós não vamos
wasn't sure,不确定,bù què dìng,no estaba seguro,não tinha certeza
it wasn't me,这不是我,zhè bú shì wǒ,no fui yo,não fui eu
weren't there,不在那儿,bù zài nà ér,no estaban allí,não estavam lá
if I weren't you,如果我不是你,rú guǒ wǒ bú shì nǐ,si yo no fuera tú,se eu não fosse você
hasn't been,还没有,hái méi yǒu,no ha sido,não tem sido
hasn't arrived,还没到,hái méi dào,no ha llegado,não chegou
haven't seen,没见过,méi jiàn guò,no he visto,não vi
I haven't decided,我还没决定,wǒ hái méi jué dìng,no lo he decidido,Eu não decidi
hadn't thought,没想到,méi xiǎng dào,no había pensado,não tinha pensado
if I hadn't done it,如果我没有这么做,rú guǒ wǒ méi yǒu zhè me zuò,si no lo hubiera hecho,se eu não tivesse feito isso
let's go,我们走吧,wǒ men zǒu ba,vamos,vamos
let's see,让我们来看看,ràng wǒ men lái kàn kàn,vamos a ver,vamos ver
that's it,就是这样,jiù shì zhè yàng,eso es todo,é isso
that's all,就这样,jiù zhè yàng,eso es todo,isso é tudo
there's no way,没办法,méi bàn fǎ,no hay manera,não há como
there's nothing,没有什么,méi yǒu shén me,no hay nada,não há nada
here's the thing,事情是这样的,shì qíng shì zhè yàng de,aquí está la cosa,aqui está a coisa
here's what happened,这就是发生的事情,zhè jiù shì fā shēng de shì qíng,esto es lo que pasó,aqui está o que aconteceu
what's up,这是怎么回事,zhè shì zěn me huí shì,¿qué pasa?,e aí
what's going on,这是怎么回事,zhè shì zěn me huí shì,¿qué está sucediendo?,o que está acontecendo
