english,chinese,pinyin,spanish,portuguese
coffee,咖啡,kā fēi,café,café
tea,茶,chá,té,chá
juice,果汁,guǒ zhī,jugo,suco
breakfast,早餐,zǎo cān,desayuno,café da manhã
lunch,午餐,wǔ cān,almuerzo,almoço
dinner,晚餐,wǎn cān,cena,jantar
order,订单,dìng dān,orden,encomendar
delicious,美味,měi wèi,delicioso,delicioso
taste,味道,wèi dào,sabor,gosto
cook,做饭,zuò fàn,cocinar,cozinhar
bottle,瓶子,píng zi,botella,garrafa
hungry,饿了,è le,hambre,com fome
thirsty,口渴,kǒu kě,sediento,com sede
dessert,甜点,tián diǎn,postre,sobremesa
sip,啜饮,chuài yǐn,sorbo,gole
blend,混合,hùn hé,mezcla,mistura
appetite,食欲,shí yù,apetito,apetite
refresh,提神,tí shén,refrescar,refrescar
beverage,饮料,yǐn liào,bebida,bebida
savor,品味,pǐn wèi,saborear,saborear
hot coffee,热咖啡,rè kā fēi,café caliente,café quente
coffee break,喝咖啡休息时间,hē kā fēi xiū xī shí jiān,pausa para el café,pausa para o café
iced tea,冰茶,bīng chá,té helado,chá gelado
tea time,下午茶时间,xià wǔ chá shí jiān,la hora del té,hora do chá
apple juice,苹果汁,píng guǒ zhī,jugo de manzana,suco de maçã
fresh juice,新鲜果汁,xīn xiān guǒ zhī,jugo fresco,suco fresco
skip breakfast,不吃早餐,bù chī zǎo cān,saltarse el desayuno,pular o café da manhã
breakfast time,早餐时间,zǎo cān shí jiān,hora del desayuno,hora do café da manhã
quick lunch,快速午餐,kuài sù wǔ cān,almuerzo rápido,almoço rápido
lunch break,午休,wǔ xiū,pausa para el almuerzo,pausa para almoço
late dinner,晚晚餐,wǎn wǎn cān,cena tardía,jantar tardio
dinner party,晚宴,wǎn yàn,cena,jantar
place an order,下订单,xià dìng dān,hacer un pedido,faça um pedido
order food,点餐,diǎn cān,pedir comida,pedir comida
very delicious,非常好吃,fēi cháng hǎo chī,muy delicioso,muito gostoso
delicious food,美味的食物,měi wèi de shí wù,comida deliciosa,comida deliciosa
good taste,味道好,wèi dào hǎo,buen gusto,bom gosto
taste it,尝尝吧,cháng cháng ba,pruébalo,prove
learn to cook,学习做饭,xué xí zuò fàn,aprender a cocinar,aprenda a cozinhar
cook dinner,做饭,zuò fàn,preparar la cena,preparar o jantar
beer bottle,啤酒瓶,pí jiǔ píng,botella de cerveza,garrafa de cerveja
bottle cap,瓶盖,píng gài,tapa de botella,tampa de garrafa
very hungry,很饿,hěn è,mucha hambre,muita fome
hungry for,渴望,kě wàng,hambre de,com fome de
so thirsty,好渴,hǎo kě,tanta sed,com tanta sede
thirsty for,渴求,kě qiú,sediento de,sedento por
sweet dessert,甜点,tián diǎn,postre dulce,sobremesa doce
dessert menu,甜点菜单,tián diǎn cài dān,menú de postres,cardápio de sobremesas
sip slowly,慢慢地啜饮,màn màn dì chuài yǐn,sorber lentamente,beba devagar
small sip,小啜,xiǎo chuài,pequeño sorbo,pequeno gole
blend together,混合在一起,hùn hé zài yì qǐ,mezclarse,misturar
perfect blend,完美融合,wán měi róng hé,mezcla perfecta,mistura perfeita
good appetite,胃口好,wèi kǒu hǎo,buen apetito,bom apetite
no appetite,没有胃口,méi yǒu wèi kǒu,sin apetito,sem apetite
feel refresh,感觉神清气爽,gǎn jué shén qīng qì shuǎng,siéntete renovado,sinta-se revigorado
refresh yourself,刷新一下自己,shuā xīn yī xià zì jǐ,refréscate,refresque-se
cold beverage,冷饮,lěng yǐn,bebida fría,bebida gelada
beverage menu,饮料菜单,yǐn liào cài dān,menú de bebidas,cardápio de bebidas
savor the moment,品味这一刻,pǐn wèi zhè yī kè,saborear el momento,saboreie o momento
savor every bite,品尝每一口,pǐn cháng měi yī kǒu,saborea cada bocado,saboreie cada mordida
