english,chinese,pinyin,spanish,portuguese
me too,我也是,wǒ yě shì,yo también,eu também
no problem,没问题,méi wèn tí,ningún problema,sem problemas
you're welcome,不客气,bú kè qì,de nada,de nada
of course,当然,dāng rán,por supuesto,claro
by the way,顺便一提,shùn biàn yì tí,por cierto,por falar nisso
that's right,这是正确的,zhè shì zhèng què de,así es,isso mesmo
come on,快点,kuài diǎn,vamos,vamos
kind of,有点儿,yǒu diǎn ér,un poco,tipo de
sort of,有点,yǒu diǎn,tipo de,mais ou menos
what about,怎么样,zěn me yàng,¿Qué pasa con,e quanto
how about,怎么样,zěn me yàng,¿Qué tal,que tal
no way,决不,jué bù,de ninguna manera,sem chance
for sure,一定,yí dìng,con seguridad,claro que sim
my bad,我的错,wǒ de cuò,culpa mía,meu erro
all right,好的,hǎo de,está bien,tudo bem
never mind,没关系,méi guān xì,no importa,deixa para lá
as usual,照常,zhào cháng,como siempre,como de costume
at least,至少,zhì shǎo,al menos,pelo menos
so far,迄今为止,qì jīn wéi zhǐ,hasta ahora,até aqui
take it easy,别紧张,bié jǐn zhāng,tómalo con calma,vá com calma
me too thanks,我也是谢谢,wǒ yě shì xiè xiè,yo también gracias,eu também obrigado
me too please,我也是，请,wǒ yě shì ， qǐng,yo también por favor,eu também por favor
no problem at all,完全没问题,wán quán méi wèn tí,no hay problema en absoluto,não há problema algum
no problem here,这里没问题,zhè lǐ méi wèn tí,no hay problema aquí,não há problema aqui
you're welcome anytime,随时欢迎您,suí shí huān yíng nín,eres bienvenido en cualquier momento,você é bem-vindo a qualquer hora
you're welcome to join,欢迎你加入,huān yíng nǐ jiā rù,eres bienvenido a unirte,você está convidado a participar
of course not,当然不是,dāng rán bú shì,Por supuesto que no,claro que não
of course I will,我当然会,wǒ dāng rán huì,por supuesto que lo haré,claro que vou
by the way I forgot,顺便说一句我忘了,shùn biàn shuō yī jù wǒ wàng le,por cierto lo olvidé,"aliás, esqueci"
by the way you look great,顺便说一句，你看起来很棒,shùn biàn shuō yī jù ， nǐ kàn qǐ lái hěn bàng,por cierto te ves genial,"a propósito, você está ótima"
that's right I remember,是的，我记得,shì de ， wǒ jì de,"así es, lo recuerdo","isso mesmo, eu me lembro"
oh that's right,哦，是的,ó ， shì de,oh eso es cierto,"ah, isso mesmo"
come on let's go,来吧，我们走吧,lái ba ， wǒ men zǒu ba,vamos vamos,"vamos lá, vamos"
oh come on,哦，来吧,ó ， lái ba,oh vamos,"ah, vamos lá"
kind of tired,有点累,yǒu diǎn lèi,un poco cansado,meio cansado
kind of busy,有点忙,yǒu diǎn máng,tipo de ocupado,meio ocupado
sort of like it,有点喜欢,yǒu diǎn xǐ huān,algo así como,mais ou menos assim
sort of busy,有点忙,yǒu diǎn máng,algo ocupado,meio ocupado
what about you,你呢,nǐ ne,qué pasa contigo,e você
what about tomorrow,明天怎么样,míng tiān zěn me yàng,¿Qué pasa mañana?,e amanhã
how about we go,我们走怎么样,wǒ men zǒu zěn me yàng,¿Qué tal si nos vamos?,que tal irmos
how about that,怎么样,zěn me yàng,¿Qué tal eso?,que tal isso
no way that's true,这不可能是真的,zhè bù kě néng shì zhēn de,de ninguna manera eso es verdad,de jeito nenhum isso é verdade
absolutely no way,绝对没办法,jué duì méi bàn fǎ,absolutamente de ninguna manera,absolutamente de jeito nenhum
for sure I will,我肯定会,wǒ kěn dìng huì,seguro que lo haré,com certeza eu vou
that's for sure,这是肯定的,zhè shì kěn dìng de,eso es seguro,isso é certo
oh my bad,哦，我的错,ó ， wǒ de cuò,oh mi mal,"ah, que pena"
my bad I forgot,我的错，我忘了,wǒ de cuò ， wǒ wàng le,mi mal lo olvide,"que pena, esqueci"
all right then,那么好吧,nà me hǎo ba,está bien entonces,tudo bem então
that's all right,没关系,méi guān xì,eso está bien,está tudo bem
never mind about it,别介意它,bié jiè yì tā,no importa,não se preocupe com isso
oh never mind,哦，没关系,ó ， méi guān xì,oh no importa,"ah, não importa"
as usual I'm late,像往常一样我迟到了,xiàng wǎng cháng yī yàng wǒ chí dào le,como siempre llego tarde,como sempre estou atrasado
business as usual,一切如常,yī qiè rú cháng,negocio como siempre,negócios como sempre
at least try,至少尝试一下,zhì shǎo cháng shì yī xià,al menos inténtalo,pelo menos tente
at least we tried,至少我们尝试过,zhì shǎo wǒ men cháng shì guò,al menos lo intentamos,pelo menos tentamos
so far so good,到目前为止，一切都很好,dào mù qián wéi zhǐ ， yī qiè dōu hěn hǎo,"Hasta ahora, todo bien",até agora tudo bem
so far nothing,到目前为止什么都没有,dào mù qián wéi zhǐ shén me dōu méi yǒu,hasta ahora nada,até agora nada
take it easy friend,放轻松朋友,fàng qīng sōng péng yǒu,tómatelo con calma amigo,tenha calma amigo
just take it easy,放轻松,fàng qīng sōng,solo tómatelo con calma,apenas vá com calma
