english,chinese,pinyin,spanish,portuguese
change,改变,gǎi biàn,cambiar,mudar
become,成为,chéng wéi,convertirse,tornar-se
develop,开发,kāi fā,desarrollar,desenvolver
improve,改善,gǎi shàn,mejorar,melhorar
increase,增加,zēng jiā,aumentar,aumentar
decrease,减少,jiǎn shǎo,disminuir,diminuir
expand,展开,zhǎn kāi,ampliar,expandir
reduce,减少,jiǎn shǎo,reducir,reduzir
remove,删除,shān chú,eliminar,remover
replace,替换,tì huàn,reemplazar,substituir
destroy,摧毁,cuī huǐ,destruir,destruir
transform,变换,biàn huàn,transformar,transformar
adjust,调整,tiáo zhěng,ajustar,ajustar
convert,转换,zhuǎn huàn,convertir,converter
alter,改变,gǎi biàn,alterar,alterar
shift,转变,zhuǎn biàn,cambiar,mudar
shrink,缩小,suō xiǎo,encoger,encolher
morph,变形,biàn xíng,transformar,metamorfose
mutate,变异,biàn yì,mutar,mutar
transmute,转变,zhuǎn biàn,transmutar,transmutar
change it,改变它,gǎi biàn tā,cambiarlo,mude
change plans,改变计划,gǎi biàn jì huà,cambiar planes,mudar planos
become better,变得更好,biàn dé gèng hǎo,ser mejor,ficar melhor
become famous,出名,chū míng,hacerse famoso,ficar famoso
develop skills,培养技能,péi yǎng jì néng,desarrollar habilidades,desenvolver competências
develop slowly,慢慢发展,màn màn fā zhǎn,desarrollarse lentamente,desenvolver lentamente
improve yourself,提升自己,tí shēng zì jǐ,mejorarte,melhore-se
improve on,改进,gǎi jìn,mejorar,melhorar
increase speed,提高速度,tí gāo sù dù,aumentar la velocidad,aumentar a velocidade
increase rapidly,迅速增加,xùn sù zēng jiā,aumentar rápidamente,aumentar rapidamente
decrease slowly,缓慢减少,huǎn màn jiǎn shǎo,disminuir lentamente,diminuir lentamente
decrease by,减少,jiǎn shǎo,disminuir en,diminuir em
expand business,拓展业务,tuò zhǎn yè wù,ampliar el negocio,expandir negócios
expand on,展开,zhǎn kāi,ampliar,expandir
reduce cost,降低成本,jiàng dī chéng běn,reducir costos,reduzir custos
reduce to,减少到,jiǎn shǎo dào,reducir a,reduzir para
remove it,删除它,shān chú tā,eliminarlo,remova-o
remove from,从...中删除,cóng... zhōng shān chú,eliminar de,remover de
replace with,替换为,tì huàn wéi,reemplazar con,substitua por
replace old,替换旧的,tì huàn jiù de,reemplazar el viejo,substituir o antigo
destroy everything,摧毁一切,cuī huǐ yī qiè,destruir todo,destruir tudo
destroy completely,彻底摧毁,chè dǐ cuī huǐ,destruir completamente,destruir completamente
transform into,转变为,zhuǎn biàn wèi,transformarse en,transformar em
transform completely,彻底转变,chè dǐ zhuǎn biàn,transformar completamente,transformar completamente
adjust settings,调整设置,tiáo zhěng shè zhì,ajustar la configuración,ajustar configurações
adjust to,调整为,tiáo zhěng wèi,ajustarse a,ajuste para
convert to,转换为,zhuǎn huàn wèi,convertir a,converter para
convert from,从...转换,cóng... zhuǎn huàn,convertir de,converter de
alter slightly,稍微改变,shāo wēi gǎi biàn,alterar ligeramente,alterar ligeiramente
alter course,改变路线,gǎi biàn lù xiàn,alterar el rumbo,alterar curso
shift focus,转移焦点,zhuǎn yí jiāo diǎn,cambiar de enfoque,mudar o foco
shift to,转移到,zhuǎn yí dào,cambiar a,mude para
shrink down,缩小,suō xiǎo,reducir,encolher
shrink in,收缩,shōu suō,encogerse,encolher em
morph into,变成,biàn chéng,transformarse en,se transformar em
morph slowly,慢慢变形,màn màn biàn xíng,transformarse lentamente,metamorfoseie lentamente
mutate into,变异为,biàn yì wèi,mutar en,transformar em
gene mutate,基因突变,jī yīn tū biàn,mutación del gen,mutação genética
transmute into,转变为,zhuǎn biàn wèi,transmutar en,transmutar em
transmute matter,转化物质,zhuǎn huà wù zhì,transmutar la materia,transmutar matéria
