english,chinese,pinyin,spanish,portuguese
substantial,实质性,shí zhì xìng,sustancial,substancial
sufficient,足够,zú gòu,suficiente,suficiente
sustain,维持,wéi chí,sostener,sustentar
herewith,特此,tè cǐ,adjunto,aqui
underlying,底层,dǐ céng,subyacente,subjacente
undertake,承担,chéng dān,emprender,empreender
avow,承认,chéng rèn,confesar,confesso
administer,管理,guǎn lǐ,administrar,administrar
affirm,肯定,kěn dìng,afirmar,afirmar
propound,提出,tí chū,proponer,propor
attribute,属性,shǔ xìng,atributo,atributo
authorize,授权,shòu quán,autorizar,autorizar
commence,开始,kāi shǐ,comenzar,começar
compile,编译,biān yì,compilar,compilar
comply,遵守,zūn shǒu,cumplir,cumprir
conceive,怀孕,huái yùn,concebir,conceber
consent,同意,tóng yì,consentimiento,consentimento
consolidate,巩固,gǒng gù,consolidar,consolidar
convey,传达,chuán dá,transmitir,transmitir
designate,指定,zhǐ dìng,designar,designar
substantial evidence,实质性证据,shí zhì xìng zhèng jù,pruebas sustanciales,evidências substanciais
substantial amount,大量,dà liàng,cantidad sustancial,montante substancial
sufficient time,时间充足,shí jiān chōng zú,tiempo suficiente,tempo suficiente
sufficient funds,资金充足,zī jīn chōng zú,fondos suficientes,fundos suficientes
sustain growth,维持增长,wéi chí zēng zhǎng,sostener el crecimiento,sustentar o crescimento
sustain life,维持生命,wéi chí shēng mìng,sostener la vida,sustentar a vida
enclosed herewith,随函附上,suí hán fù shàng,adjunto al presente,anexa
herewith attached,谨此附上,jǐn cǐ fù shàng,adjunto,em anexo
underlying cause,根本原因,gēn běn yuán yīn,causa subyacente,causa subjacente
underlying issue,根本问题,gēn běn wèn tí,cuestión subyacente,questão subjacente
undertake project,承接项目,chéng jiē xiàng mù,emprender proyecto,realizar projeto
undertake responsibility,承担责任,chéng dān zé rèn,asumir la responsabilidad,assumir responsabilidades
avow commitment,宣誓承诺,xuān shì chéng nuò,declarar compromiso,confessar compromisso
avow intention,表明意图,biǎo míng yì tú,declarar intención,confesso intenção
administer test,管理测试,guǎn lǐ cè shì,administrar la prueba,administrar teste
administer medication,服用药物,fú yòng yào wù,administrar medicación,administrar medicação
affirm decision,确认决定,què rèn jué dìng,confirmar decisión,afirmar decisão
affirm belief,坚定信念,jiān dìng xìn niàn,afirmar la creencia,afirmar a crença
propound theory,提出理论,tí chū lǐ lùn,teoría propuesta,propor teoria
propound idea,提出想法,tí chū xiǎng fǎ,idea propuesta,propor ideia
attribute success,属性成功,shǔ xìng chéng gōng,éxito del atributo,atributo sucesso
attribute to,属性为,shǔ xìng wèi,atribuir a,atribuir a
authorize payment,授权付款,shòu quán fù kuǎn,autorizar el pago,autorizar pagamento
authorize access,授权访问,shòu quán fǎng wèn,autorizar el acceso,autorizar acesso
commence operations,开始运营,kāi shǐ yùn yíng,iniciar operaciones,iniciar operações
commence immediately,立即开始,lì jí kāi shǐ,comenzar inmediatamente,começar imediatamente
compile data,编译数据,biān yì shù jù,compilar datos,compilar dados
compile report,编译报告,biān yì bào gào,compilar informe,compilar relatório
comply with,遵守,zūn shǒu,cumplir con,cumprir
fully comply,完全遵守,wán quán zūn shǒu,cumplir plenamente,cumprir integralmente
conceive plan,构思计划,gòu sī jì huà,concebir un plan,conceber plano
conceive idea,构想想法,gòu xiǎng xiǎng fǎ,concebir una idea,conceber ideia
give consent,给予同意,jǐ yǔ tóng yì,dar consentimiento,dar consentimento
consent to,同意,tóng yì,consentimiento para,consentimento para
consolidate power,巩固权力,gǒng gù quán lì,consolidar el poder,consolidar o poder
consolidate debt,合并债务,hé bìng zhài wù,consolidar deuda,consolidar dívida
convey message,传达讯息,chuán dá xùn xī,transmitir mensaje,transmitir mensagem
convey meaning,传达意义,chuán dá yì yì,transmitir significado,transmitir significado
designate area,指定区域,zhǐ dìng qū yù,designar área,designar área
designate as,指定为,zhǐ dìng wèi,designar como,designar como
