english,chinese,pinyin,spanish,portuguese
hire,雇用,gù yòng,contratar,contratar
fire,解雇,jiě gù,despedir,demitir
resign,辞职,cí zhí,dimitir,renunciar
retire,退休,tuì xiū,retirarse,aposentar
apply,申请,shēn qǐng,aplicar,aplicar
delegate,代表,dài biǎo,delegado,delegado
manage,管理,guǎn lǐ,gestionar,gerenciar
coordinate,协调,xié tiáo,coordinar,coordenar
assign,分配,fēn pèi,asignar,atribuir
submit,提交,tí jiāo,enviar,enviar
complete,完成,wán chéng,completo,completo
achieve,实现,shí xiàn,lograr,alcançar
succeed,成功,chéng gōng,tener éxito,ter sucesso
fail,失败,shī bài,fallar,falhar
supervise,监督,jiān dū,supervisar,supervisionar
oversee,监督,jiān dū,supervisar,supervisionar
execute,执行,zhí xíng,ejecutar,executar
implement,实施,shí shī,implementar,implementar
fulfill,履行,lǚ xíng,cumplir,cumprir
accomplish,完成,wán chéng,lograr,realizar
hire someone,雇用某人,gù yòng mǒu rén,contratar a alguien,contratar alguém
hire new staff,雇用新员工,gù yòng xīn yuán gōng,contratar nuevo personal,contratar novos funcionários
fire someone,解雇某人,jiě gù mǒu rén,despedir a alguien,demitir alguém
get fired,被解雇,bèi jiě gù,ser despedido,ser demitido
resign from,辞职,cí zhí,dimitir de,demitir-se de
resign position,辞职,cí zhí,renunciar al cargo,renunciar ao cargo
retire early,提前退休,tí qián tuì xiū,jubilarse anticipadamente,aposentar-se mais cedo
retire soon,快退休,kuài tuì xiū,jubilarse pronto,aposentar logo
apply for,申请,shēn qǐng,solicitar,candidatar-se
apply online,网上申请,wǎng shàng shēn qǐng,aplicar en línea,inscreva-se on-line
delegate tasks,委派任务,wěi pài rèn wù,delegar tareas,delegar tarefas
delegate responsibility,委托责任,wěi tuō zé rèn,delegar responsabilidad,delegar responsabilidade
manage team,管理团队,guǎn lǐ tuán duì,gestionar el equipo,gerenciar equipe
manage well,管理好,guǎn lǐ hǎo,gestionar bien,administrar bem
coordinate with,与,yǔ,coordinar con,coordenar com
coordinate efforts,协调努力,xié tiáo nǔ lì,coordinar esfuerzos,coordenar esforços
assign task,分配任务,fēn pèi rèn wù,asignar tarea,atribuir tarefa
assign to,分配给,fēn pèi gěi,asignar a,atribuir a
submit report,提交报告,tí jiāo bào gào,enviar informe,enviar relatório
submit application,提交申请,tí jiāo shēn qǐng,enviar solicitud,submeter candidatura
complete project,完成项目,wán chéng xiàng mù,proyecto completo,projeto completo
complete on time,按时完成,àn shí wán chéng,completar a tiempo,concluído no prazo
achieve goal,实现目标,shí xiàn mù biāo,lograr la meta,atingir a meta
achieve success,取得成功,qǔ dé chéng gōng,alcanzar el éxito,alcançar o sucesso
succeed in,成功,chéng gōng,tener éxito,ter sucesso em
succeed at,成功,chéng gōng,tener éxito en,ter sucesso em
fail to,未能,wèi néng,no hacerlo,não consegui
fail miserably,惨败,cǎn bài,fracasar miserablemente,falhar miseravelmente
supervise work,监督工作,jiān dū gōng zuò,supervisar el trabajo,supervisionar o trabalho
supervise team,监督团队,jiān dū tuán duì,supervisar el equipo,supervisionar equipe
oversee project,监督项目,jiān dū xiàng mù,supervisar el proyecto,supervisionar projeto
oversee operations,监督运营,jiān dū yùn yíng,supervisar las operaciones,supervisionar as operações
execute plan,执行计划,zhí xíng jì huà,ejecutar plan,executar plano
execute properly,正确执行,zhèng què zhí xíng,ejecutar correctamente,execute corretamente
implement change,实施变革,shí shī biàn gé,implementar el cambio,implementar mudanças
implement strategy,实施战略,shí shī zhàn lüè,implementar estrategia,implementar estratégia
fulfill duty,履行职责,lǚ xíng zhí zé,cumplir con el deber,cumprir o dever
fulfill requirements,满足要求,mǎn zú yāo qiú,cumplir con los requisitos,cumprir os requisitos
accomplish goal,完成目标,wán chéng mù biāo,lograr la meta,cumprir meta
accomplish mission,完成使命,wán chéng shǐ mìng,cumplir la misión,cumprir missão
