english,chinese,pinyin,spanish,portuguese
inaugurate,揭幕,jiē mù,inaugurar,inaugurar
integrate,整合,zhěng hé,integrar,integrar
construe,解释,jiě shì,interpretar,interpretar
rectify,纠正,jiū zhèng,rectificar,retificar
modify,修改,xiū gǎi,modificar,modificar
obtain,获得,huò dé,obtener,obter
procure,采购,cǎi gòu,adquirir,adquirir
anomaly,异常,yì cháng,anomalía,anomalia
predominant,占主导地位,zhàn zhǔ dǎo dì wèi,predominante,predominante
preliminary,初步,chū bù,preliminar,preliminar
principal,主要,zhǔ yào,director,principal
prior,先前,xiān qián,anterior,anterior
profound,深刻,shēn kè,profundo,profundo
prominent,突出,tū chū,destacado,proeminente
proportion,比例,bǐ lì,proporción,proporção
pursue,追求,zhuī qiú,perseguir,prosseguir
relevant,相关,xiāng guān,relevante,relevante
significant,重要,zhòng yào,significativo,significativo
subsequent,后续,hòu xù,posterior,subsequente
amend,修改,xiū gǎi,modificar,alterar
inaugurate president,就任总统,jiù rèn zǒng tǒng,inaugurar presidente,toma posse como presidente
inaugurate new,开启新的,kāi qǐ xīn de,inaugurar nuevo,inaugurar novo
integrate systems,集成系统,jí chéng xì tǒng,integrar sistemas,integrar sistemas
integrate into,融入,róng rù,integrarse en,integrar em
construe meaning,解释意义,jiě shì yì yì,interpretar el significado,interpretar significado
construe as,解释为,jiě shì wèi,interpretar como,interpretar como
rectify situation,纠正情况,jiū zhèng qíng kuàng,rectificar la situación,corrigir a situação
rectify error,纠正错误,jiū zhèng cuò wù,rectificar error,corrigir erro
modify behavior,修改行为,xiū gǎi háng wèi,modificar el comportamiento,modificar comportamento
modify plan,修改计划,xiū gǎi jì huà,modificar plan,modificar plano
obtain permission,获得许可,huò dé xǔ kě,obtener permiso,obter permissão
obtain information,获取信息,huò qǔ xìn xī,obtener información,obter informações
procure supplies,采购物资,cǎi gòu wù zī,adquirir suministros,adquirir suprimentos
procure equipment,采购设备,cǎi gòu shè bèi,adquirir equipos,adquirir equipamentos
statistical anomaly,统计异常,tǒng jì yì cháng,anomalía estadística,anomalia estatística
anomaly detected,检测到异常,jiǎn cè dào yì cháng,anomalía detectada,anomalia detectada
predominant view,主流观点,zhǔ liú guān diǎn,vista predominante,visão predominante
predominant in,占主导地位,zhàn zhǔ dǎo dì wèi,predominante en,predominante em
preliminary results,初步结果,chū bù jié guǒ,resultados preliminares,resultados preliminares
preliminary investigation,初步调查,chū bù diào chá,investigación preliminar,investigação preliminar
principal reason,主要原因,zhǔ yào yuán yīn,razón principal,razão principal
principal amount,本金金额,běn jīn jīn é,importe principal,montante principal
prior experience,以前的经验,yǐ qián de jīng yàn,experiencia previa,experiência anterior
prior to,在某事之前,zài mǒu shì zhī qián,antes de,antes de
profound impact,深远影响,shēn yuǎn yǐng xiǎng,impacto profundo,impacto profundo
profound effect,深远影响,shēn yuǎn yǐng xiǎng,efecto profundo,efeito profundo
prominent figure,杰出人物,jié chū rén wù,figura destacada,figura proeminente
prominent role,突出角色,tū chū jué sè,papel destacado,papel de destaque
large proportion,比例大,bǐ lì dà,gran proporción,grande proporção
proportion of,的比例,de bǐ lì,proporción de,proporção de
pursue career,追求事业,zhuī qiú shì yè,seguir una carrera,seguir carreira
pursue goal,追求目标,zhuī qiú mù biāo,perseguir el objetivo,perseguir o objetivo
relevant information,相关信息,xiāng guān xìn xī,información relevante,informações relevantes
relevant to,与某物相关,yǔ mǒu wù xiāng guān,relevante para,relevante para
significant difference,显着差异,xiǎn zhe chā yì,diferencia significativa,diferença significativa
significant impact,重大影响,zhòng dà yǐng xiǎng,impacto significativo,impacto significativo
subsequent events,后续事件,hòu xù shì jiàn,acontecimientos posteriores,eventos subsequentes
subsequent to,在某事之后,zài mǒu shì zhī hòu,posterior a,após
amend constitution,修改宪法,xiū gǎi xiàn fǎ,modificar la constitución,alterar a constituição
amend policy,修改政策,xiū gǎi zhèng cè,modificar la política,alterar política
