english,chinese,pinyin,spanish,portuguese
culture,文化,wén huà,cultura,cultura
cultural,文化,wén huà,cultural,cultural
creative,创意,chuàng yì,creativo,criativo
imagination,想象力,xiǎng xiàng lì,imaginación,imaginação
inspire,启发,qǐ fā,inspirar,inspirar
inspiration,灵感,líng gǎn,inspiración,inspiração
expression,表达,biǎo dá,expresión,expressão
aesthetic,审美,shěn měi,estético,estética
contemporary,当代,dāng dài,contemporáneo,contemporâneo
classical,经典,jīng diǎn,clásico,clássico
modern,现代,xiàn dài,moderno,moderno
traditional,传统,chuán tǒng,tradicional,tradicional
heritage,遗产,yí chǎn,patrimonio,patrimônio
identity,身份,shēn fèn,identidad,identidade
movement,运动,yùn dòng,movimiento,movimento
artistic,艺术,yì shù,artístico,artístico
portrait,肖像,xiào xiàng,retrato,retrato
masterpiece,杰作,jié zuò,obra maestra,obra-prima
renaissance,文艺复兴,wén yì fù xīng,renacimiento,renascimento
baroque,巴洛克风格,bā luò kè fēng gé,barroco,barroco
pop culture,流行文化,liú xíng wén huà,cultura pop,cultura pop
culture shock,文化冲击,wén huà chōng jī,choque cultural,choque cultural
cultural exchange,文化交流,wén huà jiāo liú,intercambio cultural,intercâmbio cultural
cultural heritage,文化遗产,wén huà yí chǎn,patrimonio cultural,património cultural
creative thinking,创意思维,chuàng yì sī wéi,pensamiento creativo,pensamento criativo
creative writing,创意写作,chuàng yì xiě zuò,escritura creativa,escrita criativa
wild imagination,狂野的想象力,kuáng yě de xiǎng xiàng lì,imaginación salvaje,imaginação selvagem
use imagination,发挥想象力,fā huī xiǎng xiàng lì,usar la imaginación,usar a imaginação
inspire others,激励他人,jī lì tā rén,inspirar a otros,inspirar outras pessoas
inspire change,激发变革,jī fā biàn gé,inspirar el cambio,inspirar mudanças
find inspiration,寻找灵感,xún zhǎo líng gǎn,encontrar inspiración,encontrar inspiração
source of inspiration,灵感来源,líng gǎn lái yuán,fuente de inspiración,fonte de inspiração
self expression,自我表达,zì wǒ biǎo dá,autoexpresión,autoexpressão
freedom of expression,言论自由,yán lùn zì yóu,libertad de expresión,liberdade de expressão
aesthetic appeal,审美吸引力,shěn měi xī yǐn lì,atractivo estético,apelo estético
aesthetic value,审美价值,shěn měi jià zhí,valor estético,valor estético
contemporary art,当代艺术,dāng dài yì shù,arte contemporáneo,arte contemporânea
contemporary music,当代音乐,dāng dài yīn yuè,música contemporánea,música contemporânea
classical music,古典音乐,gǔ diǎn yīn yuè,música clásica,música clássica
classical literature,古典文学,gǔ diǎn wén xué,literatura clásica,literatura clássica
modern art,现代艺术,xiàn dài yì shù,arte moderno,arte moderna
modern design,现代设计,xiàn dài shè jì,diseño moderno,design moderno
traditional values,传统价值观,chuán tǒng jià zhí guān,valores tradicionales,valores tradicionais
traditional medicine,传统医学,chuán tǒng yī xué,medicina tradicional,medicina tradicional
rich heritage,丰富的遗产,fēng fù de yí chǎn,rico patrimonio,rico património
heritage site,遗产地,yí chǎn dì,sitio patrimonial,património
personal identity,个人身份,gè rén shēn fèn,identidad personal,identidade pessoal
identity crisis,身份危机,shēn fèn wēi jī,crisis de identidad,crise de identidade
art movement,艺术运动,yì shù yùn dòng,movimiento artístico,movimento artístico
movement toward,走向,zǒu xiàng,movimiento hacia,movimento em direção
artistic talent,艺术天赋,yì shù tiān fù,talento artístico,talento artístico
artistic expression,艺术表达,yì shù biǎo dá,expresión artística,expressão artística
paint portrait,画肖像,huà xiào xiàng,pintar retrato,pintar retrato
portrait of,的肖像,de xiào xiàng,retrato de,retrato de
artistic masterpiece,艺术杰作,yì shù jié zuò,obra maestra artística,obra-prima artística
masterpiece of,的杰作,de jié zuò,obra maestra de,obra-prima de
italian renaissance,意大利文艺复兴,yì dà lì wén yì fù xīng,renacimiento italiano,renascimento italiano
renaissance art,文艺复兴艺术,wén yì fù xīng yì shù,arte renacentista,arte renascentista
baroque music,巴洛克音乐,bā luò kè yīn yuè,música barroca,música barroca
baroque style,巴洛克风格,bā luò kè fēng gé,estilo barroco,estilo barroco
