english,chinese,pinyin,spanish,portuguese
make,制作,zhì zuò,hacer,fazer
made,制成,zhì chéng,hecho,feito
give,给,gěi,dar,dar
gave,给了,gěi le,dio,deu
see,看,kàn,ver,ver
saw,看见了,kàn jiàn le,vi,vi
know,知道,zhī dào,saber,saber
known,已知的,yǐ zhī de,conocido,conhecido
knew,知道,zhī dào,sabía,sabia
think,思考,sī kǎo,pensar,pensar
thought,想法,xiǎng fǎ,pensamiento,pensamento
want,想,xiǎng,desear,querer
need,需要,xū yào,necesidad,precisar
love,爱,ài,amar,amor
say,说,shuō,decir,dizer
said,说,shuō,dicho,disse
tell,告诉,gào sù,decir,dizer
told,告诉,gào sù,dijo,contado
ask,问,wèn,preguntar,perguntar
help,帮助,bāng zhù,ayuda,ajuda
make it,成功,chéng gōng,hazlo,faça isso
I will make,我会让,wǒ huì ràng,voy a hacer,eu farei
I made it,我做到了,wǒ zuò dào le,lo hice,Eu consegui
made a mistake,犯了一个错误,fàn le yí gè cuò wù,cometió un error,cometi um erro
give back,回馈,huí kuì,devolver,retribuir
give it,给它,gěi tā,dale,dê
I gave it,我给了,wǒ gěi le,yo lo di,eu dei
gave up,放弃了,fàng qì le,se rindió,desisti
I see,我懂了,wǒ dǒng le,Veo,Eu vejo
see you,再见,zài jiàn,nos vemos,vê você
I saw it,我看到了,wǒ kàn dào le,lo vi,eu vi isso
saw her,看见她了,kàn jiàn tā le,la vi,a vi
you never know,你永远不知道,nǐ yǒng yuǎn bù zhī dào,nunca se sabe,você nunca sabe
as you know,如你所知,rú nǐ suǒ zhī,como tú sabes,como você sabe
well known,众所周知的,zhòng suǒ zhōu zhī de,bien conocido,bem conhecido
known for,闻名于,wén míng yú,conocido por,conhecido por
I knew it,我就知道,wǒ jiù zhī dào,lo sabía,Eu sabia
knew that,知道,zhī dào,sabia que,sabia disso
I think so,我想是的,wǒ xiǎng shì de,Creo que sí,Eu penso que sim
think about it,想想看,xiǎng xiǎng kàn,piensa en ello,pense nisso
I thought so,我是这么想的,wǒ shì zhè me xiǎng de,Ya me lo imaginaba,Eu pensei assim
thought about it,想了一下,xiǎng le yī xià,lo pensé,pensei sobre isso
I want it,我要它,wǒ yào tā,lo quiero,Quero isso
want to go,想去,xiǎng qù,quiero ir,quero ir
I need it,我需要它,wǒ xū yào tā,lo necesito,eu preciso disso
need help,需要帮助,xū yào bāng zhù,necesitar ayuda,precisar de ajuda
I love it,我喜欢它,wǒ xǐ huān tā,Me encanta,Eu amo isso
love you,爱你,ài nǐ,te amo,amo você
I say yes,我说是的,wǒ shuō shì de,yo digo si,eu digo sim
say something,说些什么,shuō xiē shén me,Di algo,dizer algo
I said yes,我说是的,wǒ shuō shì de,dije que si,eu disse sim
said that,说,shuō,dijo eso,disse que
please tell,请告诉,qǐng gào sù,por favor dile,por favor diga
don't tell anyone,不要告诉任何人,bú yào gào sù rèn hé rén,no le digas a nadie,não conte a ninguém
I told you,我告诉你了,wǒ gào sù nǐ le,Te dije,Eu te disse
told her,告诉她,gào sù tā,le dijo,disse a ela
I ask you,我问你,wǒ wèn nǐ,Les pido que,Peço a você
ask her,问她,wèn tā,pregúntale,pergunte a ela
help me,帮我,bāng wǒ,ayúdame,me ajude
can you help,你能帮忙吗,nǐ néng bāng máng ma,¿puedes ayudar?,você pode ajudar
