english,chinese,pinyin,spanish,portuguese
eat,吃,chī,comer,comer
ate,吃了,chī le,comió,comeu
drink,喝,hē,beber,beber
drank,喝了,hē le,bebió,bebeu
sleep,睡觉,shuì jiào,dormir,dormir
slept,睡了,shuì le,durmió,dormiu
wake,醒,xǐng,despertar,acordar
woke,醒了,xǐng le,despertó,acordou
walk,走,zǒu,caminar,andar
sit,坐,zuò,sentar,sentar
sat,坐了,zuò le,se sentó,sentou
stand,站,zhàn,pararse,ficar de pé
stood,站了,zhàn le,se paró,ficou de pé
open,打开,dǎ kāi,abrir,abrir
close,关闭,guān bì,cerrar,fechar
start,开始,kāi shǐ,empezar,começar
stop,停止,tíng zhǐ,parar,parar
wait,等,děng,esperar,esperar
lie,躺,tǎng,acostarse,deitar
relax,放松,fàng sōng,relajarse,relaxar
eat well,吃好,chī hǎo,comer bien,comer bem
eat dinner,吃晚饭,chī wǎn fàn,cenar,jantar
I ate it,我吃了,wǒ chī le,lo comí,eu comi
ate lunch,吃了午饭,chī le wǔ fàn,almorcé,almocei
drink water,喝水,hē shuǐ,beber agua,beber água
drink coffee,喝咖啡,hē kā fēi,beber café,beber café
I drank it,我喝了,wǒ hē le,lo bebí,eu bebi
drank too much,喝太多了,hē tài duō le,bebí demasiado,bebi demais
sleep well,睡得好,shuì de hǎo,dormir bien,dormir bem
go to sleep,去睡觉,qù shuì jiào,ir a dormir,ir dormir
I slept well,我睡得好,wǒ shuì de hǎo,dormí bien,dormi bem
slept late,睡到很晚,shuì dào hěn wǎn,dormí hasta tarde,dormi até tarde
wake early,早醒,zǎo xǐng,despertar temprano,acordar cedo
wake me,叫醒我,jiào xǐng wǒ,despiértame,me acorde
I woke up,我醒了,wǒ xǐng le,me desperté,eu acordei
woke early,早早醒了,zǎo zǎo xǐng le,desperté temprano,acordei cedo
go for a walk,去散步,qù sàn bù,ir a caminar,dar uma volta
walk home,走回家,zǒu huí jiā,caminar a casa,andar para casa
please sit,请坐,qǐng zuò,por favor siéntate,por favor sente
sit here,坐这里,zuò zhè lǐ,siéntate aquí,sente aqui
I sat down,我坐下了,wǒ zuò xià le,me senté,eu sentei
sat there,坐在那里,zuò zài nà lǐ,se sentó ahí,sentou lá
stand up,站起来,zhàn qǐ lái,levántate,fique de pé
stand here,站这里,zhàn zhè lǐ,párate aquí,fique aqui
I stood up,我站起来了,wǒ zhàn qǐ lái le,me levanté,eu levantei
stood there,站在那里,zhàn zài nà lǐ,se paró ahí,ficou de pé lá
open it,打开它,dǎ kāi tā,ábrelo,abra isso
open the door,开门,kāi mén,abre la puerta,abra a porta
close it,关上它,guān shang tā,ciérralo,feche isso
close the door,关门,guān mén,cierra la puerta,feche a porta
start now,现在开始,xiàn zài kāi shǐ,empieza ahora,comece agora
start over,重新开始,chóng xīn kāi shǐ,empezar de nuevo,recomeçar
stop it,停下来,tíng xià lái,para,pare
stop here,在这里停,zài zhè lǐ tíng,para aquí,pare aqui
wait here,在这里等,zài zhè lǐ děng,espera aquí,espere aqui
wait for me,等我,děng wǒ,espérame,me espere
lie down,躺下,tǎng xià,acuéstate,deite
don't lie,不要撒谎,bú yào sā huǎng,no mientas,não minta
just relax,放松一下,fàng sōng yī xià,solo relájate,apenas relaxe
relax now,现在放松,xiàn zài fàng sōng,relájate ahora,relaxe agora
