english,chinese,pinyin,spanish,portuguese
happy,快乐,kuài lè,feliz,feliz
sad,难过,nán guò,triste,triste
angry,生气,shēng qì,enojado,bravo
scared,害怕,hài pà,asustado,assustado
afraid,害怕,hài pà,con miedo,com medo
worried,担心,dān xīn,preocupado,preocupado
nervous,紧张,jǐn zhāng,nervioso,nervoso
excited,兴奋,xīng fèn,emocionado,animado
surprised,惊讶,jīng yà,sorprendido,surpreso
bored,无聊,wú liáo,aburrido,entediado
tired,累,lèi,cansado,cansado
calm,平静,píng jìng,tranquilo,calmo
upset,不高兴,bù gāo xìng,molesto,chateado
proud,骄傲,jiāo ào,orgulloso,orgulhoso
lonely,孤独,gū dú,solitario,solitário
sick,生病,shēng bìng,enfermo,doente
joyful,快乐,kuài lè,alegre,alegre
anxious,焦虑,jiāo lǜ,ansioso,ansioso
pleased,高兴,gāo xìng,complacido,satisfeito
fearful,害怕,hài pà,temeroso,temeroso
so happy,很开心,hěn kāi xīn,tan feliz,tão feliz
happy ending,圆满结局,yuán mǎn jié jú,final feliz,final feliz
very sad,非常难过,fēi cháng nán guò,muy triste,muito triste
sad news,坏消息,huài xiāo xi,noticias tristes,notícias tristes
very angry,非常生气,fēi cháng shēng qì,muy enojado,muito bravo
angry at me,对我生气,duì wǒ shēng qì,enojado conmigo,bravo comigo
really scared,真的很害怕,zhēn de hěn hài pà,realmente asustado,realmente assustado
scared of,害怕,hài pà,asustado de,assustado de
I'm afraid,我害怕,wǒ hài pà,tengo miedo,tenho medo
afraid of,害怕,hài pà,con miedo de,com medo de
very worried,非常担心,fēi cháng dān xīn,muy preocupado,muito preocupado
worried about,担心,dān xīn,preocupado por,preocupado com
so nervous,很紧张,hěn jǐn zhāng,tan nervioso,tão nervoso
nervous about,对什么紧张,duì shén me jǐn zhāng,nervioso por,nervoso com
very excited,非常兴奋,fēi cháng xīng fèn,muy emocionado,muito animado
excited about,对什么兴奋,duì shén me xīng fèn,emocionado por,animado com
very surprised,非常惊讶,fēi cháng jīng yà,muy sorprendido,muito surpreso
surprised by,被什么惊讶,bèi shén me jīng yà,sorprendido por,surpreso por
so bored,太无聊了,tài wú liáo le,tan aburrido,tão entediado
bored with,对什么感到无聊,duì shén me gǎn dào wú liáo,aburrido de,entediado com
very tired,非常累,fēi cháng lèi,muy cansado,muito cansado
tired of,厌倦,yàn juàn,cansado de,cansado de
stay calm,保持冷静,bǎo chí lěng jìng,mantén la calma,mantenha a calma
keep calm,保持冷静,bǎo chí lěng jìng,mantén la calma,mantenha a calma
very upset,非常不高兴,fēi cháng bù gāo xìng,muy molesto,muito chateado
upset about,对什么不高兴,duì shén me bù gāo xìng,molesto por,chateado com
very proud,非常骄傲,fēi cháng jiāo ào,muy orgulloso,muito orgulhoso
proud of,为什么骄傲,wèi shén me jiāo ào,orgulloso de,orgulhoso de
feeling lonely,感到孤独,gǎn dào gū dú,sintiéndose solo,se sentindo solitário
so lonely,太孤独了,tài gū dú le,tan solo,tão solitário
feel sick,感觉不舒服,gǎn jué bù shū fu,sentirse enfermo,se sentir doente
sick of,厌倦,yàn juàn,harto de,cansado de
very joyful,非常快乐,fēi cháng kuài lè,muy alegre,muito alegre
joyful occasion,喜庆的场合,xǐ qìng de chǎng hé,ocasión alegre,ocasião alegre
feeling anxious,感到焦虑,gǎn dào jiāo lǜ,sintiéndose ansioso,se sentindo ansioso
anxious about,对什么焦虑,duì shén me jiāo lǜ,ansioso por,ansioso com
very pleased,非常高兴,fēi cháng gāo xìng,muy complacido,muito satisfeito
pleased with,对什么满意,duì shén me mǎn yì,complacido con,satisfeito com
feeling fearful,感到害怕,gǎn dào hài pà,sintiéndose temeroso,se sentindo temeroso
fearful of,害怕,hài pà,temeroso de,temeroso de
