english,chinese,pinyin,spanish,portuguese
cell,细胞,xì bāo,célula,célula
DNA,脱氧核糖核酸,tuō yǎng hé táng hé suān,ADN,ADN
gene,基因,jī yīn,gen,gene
evolution,进化,jìn huà,evolución,evolução
species,物种,wù zhǒng,especies,espécies
organism,有机体,yǒu jī tǐ,organismo,organismo
bacteria,细菌,xì jūn,bacterias,bactérias
virus,病毒,bìng dú,virus,vírus
immune system,免疫系统,miǎn yì xì tǒng,sistema inmunológico,sistema imunológico
protein,蛋白质,dàn bái zhì,proteína,proteína
tissue,组织,zǔ zhī,tejido,tecido
organ,器官,qì guān,órgano,órgão
reproduce,繁殖,fán zhí,reproducir,reproduzir
adapt,适应,shì yìng,adaptarse,adaptar
biodiversity,生物多样性,shēng wù duō yàng xìng,biodiversidad,biodiversidade
extinct,灭绝,miè jué,extinto,extinto
mutation,突变,tū biàn,mutación,mutação
food chain,食物链,shí wù liàn,cadena alimentaria,cadeia alimentar
habitat,栖息地,qī xī dì,hábitat,habitat
chromosome,染色体,rǎn sè tǐ,cromosoma,cromossomo
blood cell,血细胞,xuè xì bāo,glóbulo,célula sanguínea
cell division,细胞分裂,xì bāo fēn liè,división celular,divisão celular
DNA test,DNA测试,D N A cè shì,Prueba de ADN,Teste de ADN
DNA sequence,DNA序列,D N A xù liè,Secuencia de ADN,Sequência de DNA
gene therapy,基因治疗,jī yīn zhì liáo,terapia génica,terapia genética
gene expression,基因表达,jī yīn biǎo dá,expresión genética,expressão genética
human evolution,人类进化,rén lèi jìn huà,evolución humana,evolução humana
evolution theory,进化论,jìn huà lùn,teoría de la evolución,teoria da evolução
endangered species,濒危物种,bīn wēi wù zhǒng,especies en peligro de extinción,espécies ameaçadas
species diversity,物种多样性,wù zhǒng duō yàng xìng,diversidad de especies,diversidade de espécies
living organism,生物体,shēng wù tǐ,organismo vivo,organismo vivo
organism growth,有机体生长,yǒu jī tǐ shēng zhǎng,crecimiento del organismo,crescimento do organismo
harmful bacteria,有害细菌,yǒu hài xì jūn,bacterias dañinas,bactérias nocivas
bacteria infection,细菌感染,xì jūn gǎn rǎn,infección bacteriana,infecção bacteriana
flu virus,流感病毒,liú gǎn bìng dú,virus de la gripe,vírus da gripe
virus spread,病毒传播,bìng dú chuán bō,propagación del virus,propagação do vírus
strong immune system,强大的免疫系统,qiáng dà de miǎn yì xì tǒng,sistema inmunológico fuerte,sistema imunológico forte
immune system response,免疫系统反应,miǎn yì xì tǒng fǎn yìng,respuesta del sistema inmunológico,resposta do sistema imunológico
protein synthesis,蛋白质合成,dàn bái zhì hé chéng,síntesis de proteínas,síntese de proteínas
protein structure,蛋白质结构,dàn bái zhì jié gòu,estructura proteica,estrutura da proteína
muscle tissue,肌肉组织,jī ròu zǔ zhī,tejido muscular,tecido muscular
tissue sample,组织样本,zǔ zhī yàng běn,muestra de tejido,amostra de tecido
vital organ,重要器官,zhòng yào qì guān,órgano vital,órgão vital
organ transplant,器官移植,qì guān yí zhí,trasplante de órganos,transplante de órgãos
reproduce quickly,快速繁殖,kuài sù fán zhí,reproducirse rápidamente,reproduzir rapidamente
reproduce offspring,繁衍后代,fán yǎn hòu dài,reproducir descendencia,reproduzir descendentes
adapt to,适应,shì yìng,adaptarse a,adaptar-se a
adapt easily,轻松适应,qīng sōng shì yìng,adaptarse fácilmente,adapte-se facilmente
preserve biodiversity,保护生物多样性,bǎo hù shēng wù duō yàng xìng,preservar la biodiversidad,preservar a biodiversidade
biodiversity loss,生物多样性丧失,shēng wù duō yàng xìng sàng shī,pérdida de biodiversidad,perda de biodiversidade
become extinct,灭绝,miè jué,extinguirse,extinguir-se
extinct species,灭绝的物种,miè jué de wù zhǒng,especies extintas,espécies extintas
genetic mutation,基因突变,jī yīn tū biàn,mutación genética,mutação genética
mutation rate,突变率,tū biàn lǜ,tasa de mutación,taxa de mutação
food chain disruption,食物链中断,shí wù liàn zhōng duàn,alteración de la cadena alimentaria,perturbação da cadeia alimentar
top of food chain,食物链顶端,shí wù liàn dǐng duān,cima de la cadena alimentaria,topo da cadeia alimentar
natural habitat,自然栖息地,zì rán qī xī dì,hábitat natural,habitat natural
habitat destruction,栖息地破坏,qī xī dì pò huài,destrucción del hábitat,destruição de habitat
human chromosome,人类染色体,rén lèi rǎn sè tǐ,cromosoma humano,cromossomo humano
chromosome pair,染色体对,rǎn sè tǐ duì,par de cromosomas,par de cromossomos
