english,chinese,pinyin,spanish,portuguese
carrot,胡萝卜,hú luó bo,zanahoria,cenoura
cucumber,黄瓜,huáng guā,pepino,pepino
broccoli,西兰花,xī lán huā,brócoli,brócolis
corn,玉米,yù mǐ,maíz,milho
bean,豆,dòu,frijol,feijão
mushroom,蘑菇,mó gū,hongo,cogumelo
spinach,菠菜,bō cài,espinacas,espinafre
cabbage,卷心菜,juǎn xīn cài,repollo,repolho
celery,芹菜,qín cài,apio,aipo
pea,豌豆,wān dòu,guisante,ervilha
zucchini,西葫芦,xī hú lú,calabacín,abobrinha
eggplant,茄子,qié zi,berenjena,berinjela
cauliflower,花椰菜,huā yē cài,coliflor,couve-flor
asparagus,芦笋,lú sǔn,espárragos,espargos
beet,甜菜,tián cài,remolacha,beterraba
radish,萝卜,luó bo,rábano,rabanete
squash,南瓜,nán guā,calabaza,abóbora
pumpkin,南瓜,nán guā,calabaza,abóbora
onion,洋葱,yáng cōng,cebolla,cebola
garlic,大蒜,dà suàn,ajo,alho
baby carrot,小胡萝卜,xiǎo hú luó bo,zanahoria pequeña,cenoura bebê
carrot cake,胡萝卜蛋糕,hú luó bo dàn gāo,pastel de zanahoria,bolo de cenoura
fresh cucumber,新鲜黄瓜,xīn xiān huáng guā,pepino fresco,pepino fresco
cucumber salad,黄瓜沙拉,huáng guā shā lā,ensalada de pepino,salada de pepino
steamed broccoli,蒸西兰花,zhēng xī lán huā,brócoli al vapor,brócolis cozido no vapor
broccoli soup,西兰花汤,xī lán huā tāng,sopa de brócoli,sopa de brócolis
sweet corn,甜玉米,tián yù mǐ,maíz dulce,milho doce
corn on the cob,玉米棒,yù mǐ bàng,mazorca de maíz,espiga de milho
green bean,四季豆,sì jì dòu,judía verde,feijão verde
bean sprout,豆芽,dòu yá,brote de frijol,broto de feijão
wild mushroom,野生蘑菇,yě shēng mó gū,seta silvestre,cogumelo selvagem
mushroom soup,蘑菇汤,mó gū tāng,sopa de champiñones,sopa de cogumelos
fresh spinach,新鲜菠菜,xīn xiān bō cài,espinacas frescas,espinafre fresco
spinach salad,菠菜沙拉,bō cài shā lā,ensalada de espinacas,salada de espinafre
red cabbage,红甘蓝,hóng gān lán,col lombarda,repolho roxo
cabbage roll,卷心菜卷,juǎn xīn cài juǎn,rollo de col,rolinho de repolho
celery stick,芹菜棒,qín cài bàng,rama de apio,talo de aipo
celery soup,芹菜汤,qín cài tāng,sopa de apio,sopa de aipo
green pea,绿豌豆,lǜ wān dòu,guisante verde,ervilha verde
pea soup,豌豆汤,wān dòu tāng,sopa de guisantes,sopa de ervilha
grilled zucchini,烤西葫芦,kǎo xī hú lú,calabacín a la parrilla,abobrinha grelhada
zucchini bread,西葫芦面包,xī hú lú miàn bāo,pan de calabacín,pão de abobrinha
grilled eggplant,烤茄子,kǎo qié zi,berenjenas asadas,berinjela grelhada
eggplant parmesan,茄子巴马干酪,qié zi bā mǎ gān lào,berenjena a la parmesana,berinjela com parmesão
steamed cauliflower,蒸花椰菜,zhēng huā yē cài,coliflor al vapor,couve-flor cozida no vapor
cauliflower rice,花椰菜饭,huā yē cài fàn,arroz de coliflor,arroz de couve-flor
grilled asparagus,烤芦笋,kǎo lú sǔn,espárragos a la plancha,espargos grelhados
asparagus spear,芦笋矛,lú sǔn máo,punta de espárrago,haste de aspargo
red beet,红甜菜,hóng tián cài,remolacha roja,beterraba vermelha
beet salad,甜菜沙拉,tián cài shā lā,ensalada de remolacha,salada de beterraba
red radish,红萝卜,hóng luó bo,rábano rojo,rabanete vermelho
radish salad,萝卜沙拉,luó bo shā lā,ensalada de rábanos,salada de rabanete
butternut squash,胡桃南瓜,hú táo nán guā,calabaza moscada,abóbora
squash soup,南瓜汤,nán guā tāng,sopa de calabaza,sopa de abóbora
pumpkin pie,南瓜派,nán guā pài,pastel de calabaza,torta de abóbora
pumpkin spice,南瓜香料,nán guā xiāng liào,especia de calabaza,tempero de abóbora
red onion,红洋葱,hóng yáng cōng,cebolla morada,cebola roxa
onion ring,洋葱圈,yáng cōng quān,aro de cebolla,anel de cebola
fresh garlic,新鲜大蒜,xīn xiān dà suàn,ajo fresco,alho fresco
garlic bread,大蒜面包,dà suàn miàn bāo,pan de ajo,pão de alho
