english,chinese,pinyin,spanish,portuguese
tiger,老虎,lǎo hǔ,tigre,tigre
deer,鹿,lù,ciervo,veado
wolf,狼,láng,lobo,lobo
fox,狐狸,hú lí,zorro,raposa
squirrel,松鼠,sōng shǔ,ardilla,esquilo
frog,青蛙,qīng wā,rana,sapo
turtle,乌龟,wū guī,tortuga,tartaruga
whale,鲸鱼,jīng yú,ballena,baleia
dolphin,海豚,hǎi tún,delfín,golfinho
shark,鲨鱼,shā yú,tiburón,tubarão
penguin,企鹅,qǐ é,pingüino,pinguim
eagle,鹰,yīng,águila,águia
owl,猫头鹰,māo tóu yīng,búho,coruja
parrot,鹦鹉,yīng wǔ,loro,papagaio
spider,蜘蛛,zhī zhū,araña,aranha
fly,飞,fēi,volar,voar
mosquito,蚊子,wén zi,mosquito,mosquito
worm,蠕虫,rú chóng,gusano,verme
octopus,章鱼,zhāng yú,pulpo,polvo
crab,螃蟹,páng xiè,cangrejo,caranguejo
wild tiger,野生老虎,yě shēng lǎo hǔ,tigre salvaje,tigre selvagem
tiger stripe,老虎条纹,lǎo hǔ tiáo wén,raya de tigre,listra de tigre
wild deer,野鹿,yě lù,ciervo salvaje,veado selvagem
deer hunt,猎鹿,liè lù,caza de ciervos,caça ao veado
gray wolf,灰太狼,huī tài láng,lobo gris,lobo cinzento
wolf pack,狼群,láng qún,manada de lobos,matilha de lobos
red fox,红狐,hóng hú,zorro rojo,raposa vermelha
fox den,狐狸巢穴,hú lí cháo xué,guarida del zorro,toca da raposa
gray squirrel,灰松鼠,huī sōng shǔ,ardilla gris,esquilo cinza
squirrel nut,松鼠坚果,sōng shǔ jiān guǒ,nuez de ardilla,noz de esquilo
green frog,绿青蛙,lǜ qīng wā,rana verde,sapo verde
frog jump,青蛙跳,qīng wā tiào,salto de rana,salto de sapo
sea turtle,海龟,hǎi guī,tortuga marina,tartaruga marinha
turtle shell,龟壳,guī ké,caparazón de tortuga,casco de tartaruga
blue whale,蓝鲸,lán jīng,ballena azul,baleia azul
whale watch,观鲸,guān jīng,avistamiento de ballenas,observação de baleias
bottlenose dolphin,宽吻海豚,kuān wěn hǎi tún,delfín mular,golfinho-nariz-de-garrafa
dolphin show,海豚表演,hǎi tún biǎo yǎn,espectáculo de delfines,show de golfinhos
great shark,伟大的鲨鱼,wěi dà de shā yú,gran tiburón,grande tubarão
shark attack,鲨鱼袭击,shā yú xí jī,ataque de tiburón,ataque de tubarão
emperor penguin,帝企鹅,dì qǐ é,pingüino emperador,pinguim imperador
penguin walk,企鹅漫步,qǐ é màn bù,paseo de pingüinos,passeio de pinguim
bald eagle,秃鹰,tū yīng,águila calva,águia careca
eagle eye,鹰眼,yīng yǎn,ojo de águila,olho de águia
night owl,夜猫子,yè māo zi,noctámbulo,coruja noturna
wise owl,聪明的猫头鹰,cōng míng de māo tóu yīng,búho sabio,coruja sábia
talking parrot,会说话的鹦鹉,huì shuō huà de yīng wǔ,loro parlante,papagaio falante
parrot cage,鹦鹉笼,yīng wǔ lóng,jaula para loros,gaiola de papagaio
black spider,黑蜘蛛,hēi zhī zhū,araña negra,aranha negra
spider web,蜘蛛网,zhī zhū wǎng,telaraña,teia de aranha
house fly,家蝇,jiā yíng,mosca doméstica,mosca doméstica
fly swatter,苍蝇拍,cāng yíng pāi,matamoscas,mata-moscas
pesky mosquito,讨厌的蚊子,tǎo yàn de wén zi,mosquito molesto,mosquito irritante
mosquito bite,蚊虫叮咬,wén chóng dīng yǎo,picadura de mosquito,picada de mosquito
earth worm,蚯蚓,qiū yǐn,lombriz de tierra,minhoca
worm hole,虫洞,chóng dòng,agujero de gusano,buraco de minhoca
giant octopus,巨型章鱼,jù xíng zhāng yú,pulpo gigante,polvo gigante
octopus arm,章鱼臂,zhāng yú bì,brazo de pulpo,braço de polvo
king crab,帝王蟹,dì wáng xiè,cangrejo real,caranguejo-rei
crab legs,蟹腿,xiè tuǐ,patas de cangrejo,pernas de caranguejo
