english,chinese,pinyin,spanish,portuguese
assumption,假设,jiǎ shè,suposición,suposição
capacity,容量,róng liàng,capacidad,capacidade
tenet,宗旨,zōng zhǐ,principio,princípio
conception,构想,gòu xiǎng,concepción,concepção
constraint,约束,yuē shù,restricción,restrição
contradiction,矛盾,máo dùn,contradicción,contradição
controversy,争议,zhēng yì,controversia,polêmica
inference,推理,tuī lǐ,inferencia,inferência
criterion,标准,biāo zhǔn,criterio,critério
deviation,偏差,piān chā,desviación,desvio
dichotomy,二分法,èr fēn fǎ,dicotomía,dicotomia
discourse,话语,huà yǔ,discurso,discurso
distinction,区别,qū bié,distinción,distinção
framework,框架,kuāng jià,marco,quadro
hierarchy,层次结构,céng cì jié gòu,jerarquía,hierarquia
ideology,意识形态,yì shí xíng tài,ideología,ideologia
implication,含义,hán yì,implicación,implicação
corollary,推论,tuī lùn,corolario,corolário
paradigm,范式,fàn shì,paradigma,paradigma
conjecture,猜想,cāi xiǎng,conjetura,conjectura
basic assumption,基本假设,jī běn jiǎ shè,supuesto básico,suposição básica
assumption that,假设,jiǎ shè,suposición de que,suposição de que
full capacity,满容量,mǎn róng liàng,capacidad completa,capacidade total
capacity for,的容量,de róng liàng,capacidad para,capacidade para
core tenet,核心宗旨,hé xīn zōng zhǐ,principio fundamental,princípio central
tenet of,的宗旨,de zōng zhǐ,principio de,princípio de
popular conception,流行观念,liú xíng guān niàn,concepción popular,concepção popular
conception of,的构想,de gòu xiǎng,concepción de,concepção de
budget constraint,预算限制,yù suàn xiàn zhì,restricción presupuestaria,restrição orçamentária
constraint on,对某物的约束,duì mǒu wù de yuē shù,restricción en,restrição em
apparent contradiction,明显的矛盾,míng xiǎn de máo dùn,aparente contradicción,aparente contradição
contradiction between,之间的矛盾,zhī jiān de máo dùn,contradicción entre,contradição entre
political controversy,政治争议,zhèng zhì zhēng yì,controversia política,polêmica política
controversy over,关于某事的争议,guān yú mǒu shì de zhēng yì,controversia sobre,controvérsia sobre
logical inference,逻辑推理,luó jí tuī lǐ,inferencia lógica,inferência lógica
inference from,从某事推断,cóng mǒu shì tuī duàn,inferencia de,inferência de
main criterion,主要标准,zhǔ yào biāo zhǔn,criterio principal,critério principal
criterion for,的标准,de biāo zhǔn,criterio para,critério para
slight deviation,轻微偏差,qīng wēi piān chā,ligera desviación,ligeiro desvio
deviation from,偏离,piān lí,desviación de,desvio de
false dichotomy,错误的二分法,cuò wù de èr fēn fǎ,falsa dicotomía,falsa dicotomia
dichotomy between,之间的二分法,zhī jiān de èr fēn fǎ,dicotomía entre,dicotomia entre
public discourse,公共话语,gōng gòng huà yǔ,discurso público,discurso público
discourse on,关于某事的讨论,guān yú mǒu shì de tǎo lùn,discurso sobre,discurso sobre
clear distinction,明显区别,míng xiǎn qū bié,distinción clara,distinção clara
distinction between,之间的区别,zhī jiān de qū bié,distinción entre,distinção entre
legal framework,法律框架,fǎ lǜ kuāng jià,marco jurídico,quadro jurídico
framework for,的框架,de kuāng jià,marco para,quadro para
social hierarchy,社会等级制度,shè huì děng jí zhì dù,jerarquía social,hierarquia social
hierarchy of,的层次结构,de céng cì jié gòu,jerarquía de,hierarquia de
political ideology,政治意识形态,zhèng zhì yì shí xíng tài,ideología política,ideologia política
ideology of,的意识形态,de yì shí xíng tài,ideología de,ideologia de
practical implication,实际意义,shí jì yì yì,implicaciones prácticas,implicação prática
implication of,的含义,de hán yì,implicación de,implicação de
natural corollary,自然推论,zì rán tuī lùn,corolario natural,corolário natural
corollary to,某事的推论,mǒu shì de tuī lùn,corolario de,corolário de
new paradigm,新范式,xīn fàn shì,nuevo paradigma,novo paradigma
paradigm shift,范式转变,fàn shì zhuǎn biàn,cambio de paradigma,mudança de paradigma
mere conjecture,纯属猜想,chún shǔ cāi xiǎng,mera conjetura,mera conjectura
conjecture about,推测关于,tuī cè guān yú,conjetura sobre,conjecturar sobre
