english,chinese,pinyin,spanish,portuguese
response,回应,huí yìng,respuesta,resposta
reply,回复,huí fù,responder,responder
rejoinder,反驳,fǎn bó,dúplica,tréplica
acknowledgment,致谢,zhì xiè,reconocimiento,agradecimento
confirm,确认,què rèn,confirmar,confirmar
deny,否认,fǒu rèn,negar,negar
accept,接受,jiē shòu,aceptar,aceitar
nod,点头,diǎn tóu,asentir,aceno com a cabeça
signal,信号,xìn hào,señal,sinal
gesture,手势,shǒu shì,gesto,gesto
signify,表示,biǎo shì,significar,significa
express,表达,biǎo dá,expresar,expresso
impart,传授,chuán shòu,impartir,transmitir
communicate,沟通,gōu tōng,comunicar,comunicar
declare,声明,shēng míng,declarar,declarar
react,反应,fǎn yìng,reaccionar,reagir
respond,回应,huí yìng,responder,responder
retort,反驳,fǎn bó,replicar,retrucar
answer,回答,huí dá,respuesta,responder
voice,声音,shēng yīn,voz,voz
quick response,快速响应,kuài sù xiǎng yìng,respuesta rápida,resposta rápida
response to,回应,huí yìng,respuesta a,resposta a
reply to,回复,huí fù,responder a,responder a
reply back,回复,huí fù,responder,responder de volta
witty rejoinder,机智反驳,jī zhì fǎn bó,ingeniosa réplica,réplica espirituosa
rejoinder to,反驳,fǎn bó,dúplica a,tréplica para
acknowledgment of,确认,què rèn,reconocimiento de,reconhecimento de
send acknowledgment,发送确认,fā sòng què rèn,enviar acuse de recibo,enviar confirmação
confirm booking,确认预订,què rèn yù dìng,confirmar reserva,confirmar reserva
confirm order,确认订单,què rèn dìng dān,confirmar pedido,confirmar pedido
deny access,拒绝访问,jù jué fǎng wèn,denegar el acceso,negar acesso
deny request,拒绝请求,jù jué qǐng qiú,rechazar solicitud,negar pedido
accept offer,接受报价,jiē shòu bào jià,aceptar oferta,aceitar oferta
accept invitation,接受邀请,jiē shòu yāo qǐng,aceptar invitación,aceitar convite
nod head,点头,diǎn tóu,asentir con la cabeza,acena com a cabeça
nod in agreement,点头同意,diǎn tóu tóng yì,asiente con la cabeza,aceno de acordo
send signal,发送信号,fā sòng xìn hào,enviar señal,enviar sinal
signal for,某事的信号,mǒu shì de xìn hào,señal para,sinal para
hand gesture,的信号手势,de xìn hào shǒu shì,gesto con la mano,gesto com a mão
gesture toward,向,xiàng,gesto hacia,gesto em direção
signify agreement,做手势表示同意,zuò shǒu shì biǎo shì tóng yì,significa acuerdo,significa acordo
signify importance,表示重要性,biǎo shì zhòng yào xìng,significa importancia,significar importância
express feelings,表达感受,biǎo dá gǎn shòu,expresar sentimientos,expressar sentimentos
express concern,表达关切,biǎo dá guān qiè,expresar preocupación,manifestar preocupação
impart knowledge,传授知识,chuán shòu zhī shí,impartir conocimientos,transmitir conhecimento
impart wisdom,传授智慧,chuán shòu zhì huì,impartir sabiduría,transmitir sabedoria
communicate clearly,清晰沟通,qīng xī gōu tōng,comunicar claramente,comunicar claramente
communicate with,与,yǔ,comunicarse con,comunicar com
declare winner,宣布获胜者,xuān bù huò shèng zhě,declarar ganador,declarar vencedor
declare independence,宣布独立,xuān bù dú lì,declarar la independencia,declarar independência
react to,对,duì,reaccionar a,reagir a
react quickly,作出快速反应,zuò chū kuài sù fǎn yìng,reaccionar rápidamente,reagir rapidamente
respond to,回应,huí yìng,responder a,responder a
respond immediately,立即回复,lì jí huí fù,responder inmediatamente,responda imediatamente
quick retort,快速反驳,kuài sù fǎn bó,respuesta rápida,resposta rápida
retort with,用,yòng,responder con,responder com
answer question,反驳回答问题,fǎn bó huí dá wèn tí,responder pregunta,responder à pergunta
answer to,回答,huí dá,responder a,responda a
voice opinion,表达意见,biǎo dá yì jiàn,opinión de voz,opinião de voz
voice concern,表达关切,biǎo dá guān qiè,preocupación de voz,preocupação com a voz
