english,chinese,pinyin,spanish,portuguese
advertise,做广告,zuò guǎng gào,anunciar,anunciar
campaign,活动,huó dòng,campaña,campanha
brand,品牌,pǐn pái,marca,marca
logo,标志,biāo zhì,logotipo,logotipo
audience,受众,guān zhòng,audiencia,audiência
strategy,策略,cè lüè,estrategia,estratégia
promote,推广,tuī guǎng,promover,promover
launch,推出,tuī chū,lanzar,lançar
product,产品,chǎn pǐn,producto,produto
service,服务,fú wù,servicio,serviço
client,客户,kè hù,cliente,cliente
competitor,竞争对手,jìng zhēng duì shǒu,competidor,concorrente
survey,调查,diào chá,encuesta,pesquisa
target,目标,mù biāo,objetivo,alvo
sponsor,赞助商,zàn zhù shāng,patrocinador,patrocinador
sales,销售,xiāo shòu,ventas,vendas
branding,品牌,pǐn pái,marca,marca
outreach,外展,wài zhǎn,extensión,divulgação
conversion,转化,zhuǎn huàn,conversión,conversão
segment,市场细分,shì chǎng xì fēn,segmento,segmento
advertise online,网上做广告,wǎng shàng zuò guǎng gào,anunciar en línea,anunciar on-line
advertise products,为产品做广告,wèi chǎn pǐn zuò guǎng gào,anunciar productos,anunciar produtos
marketing campaign,营销活动,yíng xiāo huó dòng,campaña de marketing,campanha de marketing
campaign launch,活动启动,huó dòng qǐ dòng,lanzamiento de campaña,lançamento da campanha
brand awareness,品牌知名度,pǐn pái zhī míng dù,conocimiento de la marca,reconhecimento da marca
brand loyalty,品牌忠诚度,pǐn pái zhōng chéng dù,lealtad a la marca,fidelidade à marca
company logo,公司标志,gōng sī biāo zhì,logotipo de la empresa,logotipo da empresa
logo design,标志设计,biāo zhì shè jì,diseño de logotipo,design de logotipo
target audience,目标受众,mù biāo shòu zhòng,público objetivo,público-alvo
audience engagement,观众参与度,guān zhòng cān yù dù,participación de la audiencia,envolvimento do público
marketing strategy,营销策略,yíng xiāo cè lüè,estrategia de marketing,estratégia de marketing
strategy meeting,战略会议,zhàn lüè huì yì,reunión estratégica,reunião estratégica
promote sales,促进销售,cù jìn xiāo shòu,promover las ventas,promover vendas
promote products,推广产品,tuī guǎng chǎn pǐn,promocionar productos,promover produtos
product launch,产品发布,chǎn pǐn fā bù,lanzamiento de producto,lançamento de produto
launch event,启动活动,qǐ dòng huó dòng,evento de lanzamiento,evento de lançamento
new product,新产品,xīn chǎn pǐn,nuevo producto,novo produto
product quality,产品质量,chǎn pǐn zhì liàng,calidad del producto,qualidade do produto
customer service,客户服务,kè hù fú wù,servicio al cliente,atendimento ao cliente
service industry,服务业,fú wù yè,industria de servicios,indústria de serviços
client meeting,客户会议,kè hù huì yì,reunión con clientes,reunião com cliente
client relationship,客户关系,kè hù guān xì,relación con el cliente,relacionamento com o cliente
main competitor,主要竞争对手,zhǔ yào jìng zhēng duì shǒu,principal competidor,principal concorrente
competitor analysis,竞争对手分析,jìng zhēng duì shǒu fēn xī,análisis de la competencia,análise da concorrência
customer survey,客户调查,kè hù diào chá,encuesta a clientes,pesquisa com clientes
survey results,调查结果,diào chá jié guǒ,resultados de la encuesta,resultados da pesquisa
target market,目标市场,mù biāo shì chǎng,mercado objetivo,mercado-alvo
target demographic,目标人群,mù biāo rén qún,grupo demográfico objetivo,público-alvo
event sponsor,活动赞助商,huó dòng zàn zhù shāng,patrocinador del evento,patrocinador do evento
sponsor deal,赞助商协议,zàn zhù shāng xié yì,acuerdo de patrocinador,acordo de patrocínio
sales team,销售团队,xiāo shòu tuán duì,equipo de ventas,equipe de vendas
sales growth,销售增长,xiāo shòu zēng zhǎng,crecimiento de las ventas,crescimento das vendas
personal branding,个人品牌,gè rén pǐn pái,marca personal,marca pessoal
branding strategy,品牌战略,pǐn pái zhàn lüè,estrategia de marca,estratégia de marca
community outreach,社区外展,shè qū wài zhǎn,alcance comunitario,divulgação comunitária
outreach program,外展计划,wài zhǎn jì huà,programa de extensión,programa de divulgação
conversion rate,转化率,zhuǎn huà lǜ,tasa de conversión,taxa de conversão
lead conversion,潜在客户转换,qián zài kè hù zhuǎn huàn,conversión de clientes potenciales,conversão de leads
market segment,细分市场,xì fēn shì chǎng,segmento de mercado,segmento de mercado
segment analysis,细分分析,xì fēn fēn xī,análisis de segmentos,análise de segmento
