english,chinese,pinyin,spanish,portuguese
question,问题,wèn tí,pregunta,pergunta
wonder,想知道,xiǎng zhī dào,preguntarse,imaginar
curious,好奇,hào qí,curioso,curioso
quiz,测验,cè yàn,cuestionario,teste
clarify,澄清,chéng qīng,aclarar,esclarecer
confused,困惑,kùn huò,confundido,confuso
unclear,不清楚,bù qīng chǔ,poco claro,não está claro
uncertainty,不确定性,bù què dìng xìng,incertidumbre,incerteza
perhaps,也许,yě xǔ,tal vez,talvez
maybe,也许,yě xǔ,tal vez,talvez
inquiry,询问,xún wèn,consulta,consulta
query,查询,chá xún,consulta,consulta
request,请求,qǐng qiú,solicitud,solicitar
puzzle,拼图,pīn tú,rompecabezas,quebra-cabeça
mystery,神秘,shén mì,misterio,mistério
riddle,谜语,mí yǔ,acertijo,enigma
muse,沉思,chén sī,meditar,meditar
hypothesize,假设,jiǎ shè,formular hipótesis,hipotetizar
deliberate,深思熟虑,shēn sī shú lǜ,deliberar,deliberar
inquire,询问,xún wèn,preguntar,pergunte
good question,好问题,hǎo wèn tí,buena pregunta,boa pergunta
question about,关于的问题,guān yú de wèn tí,pregunta sobre,pergunta sobre
I wonder if,我想知道是否,wǒ xiǎng zhī dào shì fǒu,Me pregunto si,Eu me pergunto se
wonder why,想知道为什么,xiǎng zhī dào wèi shén me,me pregunto por qué,me pergunto por que
I am curious,我很好奇,wǒ hěn hào qí,Tengo curiosidad,Estou curioso
curious about,对此好奇,duì cǐ hào qí,curiosidad por,curioso sobre
pop quiz,突击测验,tū jī cè yàn,examen sorpresa,teste surpresa
quiz tomorrow,明天测验,míng tiān cè yàn,examen mañana,teste amanhã
please clarify,请澄清,qǐng chéng qīng,por favor aclara,por favor esclareça
clarify meaning,澄清意义,chéng qīng yì yì,aclarar el significado,esclarecer o significado
I am confused,我很困惑,wǒ hěn kùn huò,Estoy confundido,Estou confuso
confused about,对此困惑,duì cǐ kùn huò,confundido acerca de,confuso sobre
still unclear,仍不清楚,réng bù qīng chǔ,aún no está claro,ainda não está claro
unclear on,对此不清楚,duì cǐ bù qīng chǔ,no está claro en,não está claro em
some uncertainty,一些不确定性,yī xiē bù què dìng xìng,cierta incertidumbre,alguma incerteza
uncertainty about,关于的不确定性,guān yú de bù què dìng xìng,incertidumbre sobre,incerteza sobre
perhaps later,也许稍后,yě xǔ shāo hòu,quizás más tarde,talvez mais tarde
perhaps not,也许不是,yě xǔ bú shì,tal vez no,talvez não
maybe tomorrow,也许明天,yě xǔ míng tiān,tal vez mañana,talvez amanhã
maybe not,也许不,yě xǔ bù,tal vez no,talvez não
make inquiry,进行询问,jìn xíng xún wèn,hacer consulta,fazer consulta
inquiry about,关于的询问,guān yú de xún wèn,consulta sobre,inquérito sobre
search query,搜索查询,sōu suǒ chá xún,consulta de búsqueda,consulta de pesquisa
query the,查询,chá xún,consultar el,consulte o
make request,提出请求,tí chū qǐng qiú,hacer solicitud,fazer solicitação
request for,请求,qǐng qiú,solicitud de,solicitação de
jigsaw puzzle,拼图游戏,pīn tú yóu xì,rompecabezas,quebra-cabeça
puzzle over,困惑于,kùn huò yú,desconcertar,meditar sobre
mystery novel,悬疑小说,xuán yí xiǎo shuō,novela de misterio,romance de mistério
mystery of,之谜,zhī mí,misterio de,mistério de
solve riddle,解开谜语,jiě kāi mí yǔ,resolver acertijo,resolver enigma
riddle me,给我出谜语,gěi wǒ chū mí yǔ,enigma,me enigma
muse about,沉思,chén sī,reflexionar sobre,refletir sobre
muse on,沉思,chén sī,meditar en,pense em
hypothesize that,假设那,jiǎ shè nà,plantear la hipótesis de que,hipotetize que
hypothesize about,关于假设,guān yú jiǎ shè,formular hipótesis sobre,levantar hipóteses sobre
deliberate on,深思熟虑,shēn sī shú lǜ,deliberar sobre,deliberar sobre
deliberate over,深思熟虑,shēn sī shú lǜ,deliberar sobre,deliberar sobre
inquire about,询问关于,xún wèn guān yú,preguntar sobre,pergunte sobre
inquire within,内部询问,nèi bù xún wèn,preguntar dentro,pergunte dentro
