english,chinese,pinyin,spanish,portuguese
cost,成本,chéng běn,costo,custo
price,价格,jià gé,precio,preço
cheap,便宜,pián yi,barato,barato
expensive,昂贵,áng guì,caro,caro
discount,折扣,zhé kòu,descuento,desconto
sale,销售,xiāo shòu,venta,venda
cash,现金,xiàn jīn,efectivo,dinheiro
credit,信用,xìn yòng,crédito,crédito
receipt,收据,shōu jù,recibo,recibo
customer,客户,kè hù,cliente,cliente
try,尝试,cháng shì,prueba,tente
return,返回,fǎn huí,regresar,retornar
afford,买得起,mǎi de qǐ,permitirse,pagar
refund,退款,tuì kuǎn,reembolso,reembolso
purchase,购买,gòu mǎi,compra,comprar
browse,浏览,liú lǎn,navegar,navegar
haggle,讨价还价,tǎo jià huán jià,regatear,pechinchar
markup,加价,jiā jià,marcado,marcação
clearance,清仓,qīng cāng,liquidación,liberação
retail,零售,líng shòu,venta al por menor,varejo
low cost,低成本,dī chéng běn,bajo costo,baixo custo
cost effective,成本效益,chéng běn xiào yì,rentable,rentável
low price,低价,dī jià,precio bajo,preço baixo
price tag,价格标签,jià gé biāo qiān,etiqueta de precio,etiqueta de preço
very cheap,很便宜,hěn pián yi,muy barato,muito barato
cheap price,价格便宜,jià gé pián yi,precio barato,preço barato
too expensive,太贵了,tài guì le,demasiado caro,muito caro
expensive taste,品味奢侈,pǐn wèi shē chǐ,sabor caro,gosto caro
big discount,大折扣,dà zhé kòu,gran descuento,grande desconto
discount code,折扣码,zhé kòu mǎ,código de descuento,código de desconto
on sale,特价,tè jià,en venta,à venda
sale price,销售价格,xiāo shòu jià gé,precio de venta,preço de venda
pay cash,支付现金,zhī fù xiàn jīn,pagar en efectivo,pagar em dinheiro
cash only,只收现金,zhǐ shōu xiàn jīn,sólo efectivo,somente dinheiro
credit limit,信用额度,xìn yòng é dù,límite de crédito,limite de crédito
good credit,信用良好,xìn yòng liáng hǎo,buen crédito,bom crédito
keep the receipt,保留收据,bǎo liú shōu jù,conservar el recibo,guarde o recibo
receipt paper,收据纸,shōu jù zhǐ,papel de recibo,papel de recibo
loyal customer,忠实客户,zhōng shí kè hù,cliente leal,cliente fiel
customer feedback,客户反馈,kè hù fǎn kuì,comentarios de los clientes,feedback do cliente
try on,试穿,shì chuān,pruébalo,experimente
try it,试试吧,shì shì ba,pruébalo,experimente
return policy,退货政策,tuì huò zhèng cè,política de devolución,política de devolução
return it,返回,fǎn huí,devolverlo,devolva
can afford,买得起,mǎi de qǐ,puede permitírselo,pode pagar
afford to buy,买得起,mǎi de qǐ,permitirse el lujo de comprar,ter dinheiro para comprar
full refund,全额退款,quán é tuì kuǎn,reembolso completo,reembolso total
refund request,退款请求,tuì kuǎn qǐng qiú,solicitud de reembolso,pedido de reembolso
make a purchase,购买,gòu mǎi,realizar una compra,fazer uma compra
purchase online,网上购买,wǎng shàng gòu mǎi,comprar en línea,comprar on-line
browse around,浏览,liú lǎn,navegar alrededor,navegue por aí
browse through,浏览,liú lǎn,navegar a través,navegue
haggle price,讨价还价,tǎo jià huán jià,regatear precio,pechinchar preço
don't haggle,请勿讨价还价,qǐng wù tǎo jià huán jià,no regatees,não pechinche
high markup,高标价,gāo biāo jià,alto margen de beneficio,marcação alta
markup price,标价,biāo jià,precio de margen,preço de margem
clearance sale,清仓大甩卖,qīng cāng dà shuǎi mài,venta de liquidación,liquidação
clearance item,清仓商品,qīng cāng shāng pǐn,artículo en liquidación,item de liquidação
retail price,零售价,líng shòu jià,precio de venta al público,preço de varejo
retail store,零售店,líng shòu diàn,tienda minorista,loja de varejo
