english,chinese,pinyin,spanish,portuguese
actor,演员,yǎn yuán,actor,ator
writer,作家,zuò jiā,escritor,escritor
photographer,摄影师,shè yǐng shī,fotógrafo,fotógrafo
designer,设计师,shè jì shī,diseñador,designer
architect,建筑师,jiàn zhù shī,arquitecto,arquiteto
mechanic,机械师,jī xiè shī,mecánico,mecânico
electrician,电工,diàn gōng,electricista,eletricista
plumber,水管工,shuǐ guǎn gōng,fontanero,encanador
carpenter,木匠,mù jiàng,carpintero,carpinteiro
dentist,牙医,yá yī,dentista,dentista
veterinarian,兽医,shòu yī,veterinario,veterinário
programmer,程序员,chéng xù yuán,programador,programador
consultant,顾问,gù wèn,consultor,consultor
musician,音乐家,yīn yuè jiā,músico,músico
salesperson,销售员,xiāo shòu yuán,vendedor,vendedor
guard,守卫,shǒu wèi,guardia,guarda
baker,面包师,miàn bāo shī,panadero,padeiro
butcher,屠夫,tú fū,carnicero,açougueiro
tailor,裁缝,cái féng,sastre,alfaiate
florist,花艺师,huā yì shī,florista,florista
famous actor,著名演员,zhù míng yǎn yuán,actor famoso,ator famoso
actor role,演员角色,yǎn yuán jué sè,papel del actor,papel de ator
freelance writer,自由撰稿人,zì yóu zhuàn gǎo rén,escritor independiente,escritor freelancer
writer block,写作障碍,xiě zuò zhàng ài,bloqueo de escritor,bloqueio de escritor
wedding photographer,婚礼摄影师,hūn lǐ shè yǐng shī,fotógrafo de bodas,fotógrafo de casamento
photographer studio,摄影师工作室,shè yǐng shī gōng zuò shì,estudio de fotógrafo,estúdio fotográfico
fashion designer,时装设计师,shí zhuāng shè jì shī,diseñador de moda,estilista
interior designer,室内设计师,shì nèi shè jì shī,diseñador de interiores,designer de interiores
building architect,建筑建筑师,jiàn zhù jiàn zhù shī,arquitecto de construcción,arquiteto de construção
architect design,建筑师设计,jiàn zhù shī shè jì,diseño arquitecto,projeto de arquiteto
car mechanic,汽车修理工,qì chē xiū lǐ gōng,mecánico de automóviles,mecânico de automóveis
mechanic shop,机械店,jī xiè diàn,taller mecánico,oficina mecânica
licensed electrician,持证电工,chí zhèng diàn gōng,electricista autorizado,eletricista licenciado
electrician work,电工工作,diàn gōng gōng zuò,trabajo de electricista,trabalho de eletricista
local plumber,当地水管工,dāng dì shuǐ guǎn gōng,fontanero local,encanador local
plumber help,水管工帮助,shuǐ guǎn gōng bāng zhù,ayuda de fontanero,ajuda de encanador
skilled carpenter,熟练的木匠,shú liàn de mù jiàng,carpintero experto,carpinteiro qualificado
carpenter tools,木匠工具,mù jiàng gōng jù,herramientas de carpintero,ferramentas de carpinteiro
family dentist,家庭牙医,jiā tíng yá yī,dentista familiar,dentista de família
dentist office,牙医办公室,yá yī bàn gōng shì,consultorio del dentista,consultório odontológico
local veterinarian,当地兽医,dāng dì shòu yī,veterinario local,veterinário local
veterinarian clinic,兽医诊所,shòu yī zhěn suǒ,clínica veterinaria,clínica veterinária
computer programmer,计算机程序员,jì suàn jī chéng xù yuán,programador informático,programador de computador
programmer code,程序员代码,chéng xù yuán dài mǎ,código de programador,código do programador
business consultant,商业顾问,shāng yè gù wèn,consultor empresarial,consultor de negócios
consultant fee,顾问费,gù wèn fèi,honorarios del consultor,honorários de consultoria
talented musician,才华横溢的音乐家,cái huá héng yì de yīn yuè jiā,músico talentoso,músico talentoso
musician band,音乐家乐队,yīn yuè jiā yuè duì,banda de músicos,banda de músicos
car salesperson,汽车销售员,qì chē xiāo shòu yuán,vendedor de autos,vendedor de carros
top salesperson,顶级销售员,dǐng jí xiāo shòu yuán,mejor vendedor,melhor vendedor
security guard,保安,bǎo ān,guardia de seguridad,segurança
guard duty,值班,zhí bān,servicio de guardia,serviço de guarda
local baker,当地面包师,dāng dì miàn bāo shī,panadero local,padeiro local
baker dozen,十三个,shí sān gè,trece,treze
local butcher,当地屠夫,dāng dì tú fū,carnicero local,açougueiro local
butcher shop,肉店,ròu diàn,carnicería,açougue
skilled tailor,熟练的裁缝,shú liàn de cái féng,sastre experto,alfaiate habilidoso
tailor made,量身定制,liàng shēn dìng zhì,hecho a medida,feito sob medida
local florist,当地花店,dāng dì huā diàn,florista local,florista local
florist shop,花店,huā diàn,floristería,floricultura
