english,chinese,pinyin,spanish,portuguese
clinic,诊所,zhěn suǒ,clínica,clínica
insurance,保险,bǎo xiǎn,seguro,seguro
ambulance,救护车,jiù hù chē,ambulancia,ambulância
checkup,检查,jiǎn chá,chequeo,check-up
blood,血,xuè,sangre,sangue
injection,注射,zhù shè,inyección,injeção
allergy,过敏,guò mǐn,alergia,alergia
triage,分类,fēn lèi,triaje,triagem
referral,推荐,tuī jiàn,referencia,encaminhamento
specialist,专家,zhuān jiā,especialista,especialista
scan,扫描,sǎo miáo,escanear,digitalizar
x-ray,X 射线,X  shè xiàn,radiografía,raio-x
vaccine,疫苗,yì miáo,vacuna,vacina
antidote,解药,jiě yào,antídoto,antídoto
side effect,副作用,fù zuò yòng,efecto secundario,efeito colateral
remission,缓解,huǎn jiě,remisión,remissão
contagious,具有传染性,jù yǒu chuán rǎn xìng,contagioso,contagioso
outpatient,门诊,mén zhěn,ambulatorio,ambulatorial
inpatient,住院,zhù yuàn,paciente hospitalizado,paciente internado
prognosis,预后,yù hòu,pronóstico,prognóstico
medical clinic,医疗诊所,yī liáo zhěn suǒ,clínica médica,clínica médica
clinic visit,门诊,mén zhěn,visita a la clínica,visita clínica
health insurance,健康保险,jiàn kāng bǎo xiǎn,seguro médico,seguro saúde
insurance coverage,保险范围,bǎo xiǎn fàn wéi,cobertura de seguro,cobertura de seguro
call ambulance,叫救护车,jiào jiù hù chē,llamar a una ambulancia,chamar ambulância
ambulance arrived,救护车到达,jiù hù chē dào dá,llegó la ambulancia,ambulância chegou
annual checkup,年度体检,nián dù tǐ jiǎn,chequeo anual,check-up anual
routine checkup,例行检查,lì xíng jiǎn chá,chequeo de rutina,exame de rotina
blood test,验血,yàn xuè,análisis de sangre,exame de sangue
blood pressure,血压,xuè yā,presión arterial,pressão arterial
get injection,获得注射,huò dé zhù shè,recibir inyección,tomar injeção
injection site,注射部位,zhù shè bù wèi,lugar de inyección,local da injeção
food allergy,食物过敏,shí wù guò mǐn,alergia alimentaria,alergia alimentar
allergy symptoms,过敏症状,guò mǐn zhèng zhuàng,síntomas de alergia,sintomas de alergia
emergency triage,紧急分诊,jǐn jí fēn zhěn,triaje de emergencia,triagem de emergência
triage nurse,分诊护士,fēn zhěn hù shì,enfermera de triaje,enfermeira de triagem
doctor referral,医生转介,yī shēng zhuǎn jiè,derivación médica,encaminhamento médico
referral to,转介至,zhuǎn jiè zhì,remisión a,encaminhamento para
medical specialist,医学专家,yī xué zhuān jiā,especialista médico,médico especialista
specialist appointment,专家预约,zhuān jiā yù yuē,cita con un especialista,consulta especializada
CT scan,CT扫描,CT sǎo miáo,Tomografía computarizada,Tomografia computadorizada
body scan,身体扫描,shēn tǐ sǎo miáo,escaneo corporal,varredura corporal
chest x-ray,胸部X光检查,xiōng bù X guāng jiǎn chá,radiografía de tórax,radiografia de tórax
x-ray results,X 射线结果,X  shè xiàn jié guǒ,resultados de radiografías,resultados de raios X
flu vaccine,流感疫苗,liú gǎn yì miáo,vacuna contra la gripe,vacina contra gripe
vaccine shot,疫苗注射,yì miáo zhù shè,inyección de vacuna,injeção de vacina
poison antidote,毒药解药,dú yào jiě yào,antídoto contra el veneno,antídoto venenoso
antidote for,,,antídoto para,antídoto para
side effect of,的解毒剂,de jiě dú jì,efecto secundario de,efeito colateral de
common side effect,的副作用常见副作用,de fù zuò yòng cháng jiàn fù zuò yòng,efecto secundario común,efeito colateral comum
cancer remission,癌症缓解,ái zhèng huǎn jiě,remisión del cáncer,remissão do câncer
in remission,缓解中,huǎn jiě zhōng,en remisión,em remissão
highly contagious,传染性极强,chuán rǎn xìng jí qiáng,altamente contagioso,altamente contagioso
contagious disease,传染病,chuán rǎn bìng,enfermedad contagiosa,doença contagiosa
outpatient surgery,门诊手术,mén zhěn shǒu shù,cirugía ambulatoria,cirurgia ambulatorial
outpatient clinic,门诊,mén zhěn,clínica ambulatoria,ambulatório
inpatient care,住院护理,zhù yuàn hù lǐ,atención hospitalaria,atendimento hospitalar
inpatient treatment,住院治疗,zhù yuàn zhì liáo,tratamiento hospitalario,tratamento hospitalar
good prognosis,预后良好,yù hòu liáng hǎo,buen pronóstico,bom prognóstico
prognosis is,预后是,yù hòu shì,el pronóstico es,prognóstico é
