english,chinese,pinyin,spanish,portuguese
dollar,美元,měi yuán,dólar,dólar
cent,分,fēn,centavo,centavo
coin,硬币,yìng bì,moneda,moeda
wallet,钱包,qián bāo,billetera,carteira
borrow,借用,jiè yòng,pedir prestado,pedir emprestado
owe,欠,qiàn,deber,devo
debt,债务,zhài wù,deuda,dívida
income,收入,shōu rù,ingresos,renda
expense,费用,fèi yòng,gastos,despesa
withdraw,撤回,chè huí,retirar,retirar
transfer,转移,zhuǎn yí,transferencia,transferir
interest,兴趣,xìng qù,interés,interesse
balance,平衡,píng héng,saldo,equilíbrio
currency,货币,huò bì,moneda,moeda
finance,金融,jīn róng,finanzas,finanças
credit card,信用卡,xìn yòng kǎ,tarjeta de crédito,cartão de crédito
debit,借方,jiè fāng,débito,débito
ATM,自动提款机,zì dòng tí kuǎn jī,Cajero automático,Caixa eletrônico
teller,出纳员,chū nà yuán,cajero,caixa
savings,储蓄,chǔ xù,ahorro,poupança
one dollar,一美元,yī měi yuán,un dólar,um dólar
dollar bill,美元钞票,měi yuán chāo piào,billete de un dólar,nota de dólar
fifty cent,五十美分,wǔ shí měi fēn,cincuenta centavos,cinquenta centavos
cent coin,分硬币,fēn yìng bì,moneda de céntimos,moeda de centavo
gold coin,金币,jīn bì,moneda de oro,moeda de ouro
coin flip,抛硬币,pāo yìng bì,lanzamiento de moneda,lançamento de moeda
leather wallet,皮革钱包,pí gé qián bāo,cartera de cuero,carteira de couro
wallet full,钱包满了,qián bāo mǎn le,billetera llena,carteira cheia
borrow money,借钱,jiè qián,pedir dinero prestado,pedir dinheiro emprestado
borrow from,借自,jiè zì,pedir prestado,pedir emprestado de
owe money,欠钱,qiàn qián,debe dinero,devo dinheiro
owe you,欠你,qiàn nǐ,te lo debo,devo a você
in debt,欠债,qiàn zhài,endeudado,endividado
debt free,无债,wú zhài,libre de deudas,livre de dívidas
monthly income,月收入,yuè shōu rù,ingresos mensuales,renda mensal
income tax,所得税,suǒ dé shuì,impuesto sobre la renta,imposto de renda
daily expense,日常开支,rì cháng kāi zhī,gasto diario,despesa diária
expense report,费用报告,fèi yòng bào gào,informe de gastos,relatório de despesas
withdraw money,提款,tí kuǎn,retirar dinero,sacar dinheiro
withdraw cash,提取现金,tí qǔ xiàn jīn,retirar efectivo,sacar dinheiro
money transfer,汇款,huì kuǎn,transferencia de dinero,transferência de dinheiro
bank transfer,银行转账,yín háng zhuǎn zhàng,transferencia bancaria,transferência bancária
interest free,无息,wú xī,sin intereses,sem juros
no interest,没有兴趣,méi yǒu xìng qù,sin interés,sem interesse
account balance,账户余额,zhàng hù yú é,saldo de cuenta,saldo da conta
balance due,应付余额,yìng fù yú é,saldo adeudado,saldo devedor
foreign currency,外币,wài bì,moneda extranjera,moeda estrangeira
local currency,当地货币,dāng dì huò bì,moneda local,moeda local
personal finance,个人理财,gè rén lǐ cái,finanzas personales,finanças pessoais
finance department,财务部,cái wù bù,departamento de finanzas,departamento financeiro
credit card payment,信用卡付款,xìn yòng kǎ fù kuǎn,pago con tarjeta de crédito,pagamento com cartão de crédito
credit card debt,信用卡债务,xìn yòng kǎ zhài wù,deuda de tarjeta de crédito,dívida de cartão de crédito
debit card,借记卡,jiè jì kǎ,tarjeta de débito,cartão de débito
debit account,借方账户,jiè fāng zhàng hù,cuenta de débito,conta de débito
ATM machine,ATM机,ATM jī,Cajero automático,Caixa eletrônico
find ATM,查找 ATM,chá zhǎo  ATM,encontrar cajero automático,encontrar caixa eletrônico
bank teller,银行柜员,yín háng guì yuán,cajero de banco,caixa de banco
teller window,柜员窗口,guì yuán chuāng kǒu,ventanilla del cajero,janela do caixa
savings account,储蓄账户,chǔ xù zhàng hù,cuenta de ahorros,conta poupança
personal savings,个人储蓄,gè rén chǔ xù,ahorros personales,poupança pessoal
