english,chinese,pinyin,spanish,portuguese
quickly,快点,kuài diǎn,rápidamente,rapidamente
slowly,慢慢地,màn màn dì,lentamente,lentamente
carefully,仔细,zǐ xì,cuidadosamente,com cuidado
easily,轻松,qīng sōng,fácilmente,facilmente
loudly,大声,dà shēng,en voz alta,alto
quietly,静静地,jìng jìng dì,en silencio,silenciosamente
softly,轻轻地,qīng qīng dì,suavemente,suavemente
gently,轻轻地,qīng qīng dì,suavemente,gentilmente
badly,糟糕,zāo gāo,mal,mal
clearly,显然,xiǎn rán,claramente,claramente
simply,只是,zhǐ shì,simplemente,simplesmente
directly,直接,zhí jiē,directamente,diretamente
properly,正确地,zhèng què dì,correctamente,corretamente
perfectly,完美,wán měi,perfectamente,perfeitamente
correctly,正确,zhèng què,correctamente,corretamente
completely,完全,wán quán,completamente,completamente
suddenly,突然,tū rán,de repente,de repente
smoothly,顺利,shùn lì,suavemente,suavemente
gracefully,优雅地,yōu yǎ dì,con gracia,graciosamente
awkwardly,尴尬,gān gà,torpemente,desajeitadamente
do it quickly,快点做,kuài diǎn zuò,hazlo rápido,faça isso rápido
quickly finish,快点完成,kuài diǎn wán chéng,terminar rápidamente,terminar rapidamente
move slowly,慢慢移动,màn màn yí dòng,muévete lentamente,mova-se devagar
slowly but surely,缓慢但坚定,huǎn màn dàn jiān dìng,lento pero seguro,lenta mas seguramente
drive carefully,小心驾驶,xiǎo xīn jià shǐ,conduce con cuidado,dirija com cuidado
handle carefully,小心处理,xiǎo xīn chǔ lǐ,manipular con cuidado,manuseie com cuidado
done easily,轻松完成,qīng sōng wán chéng,hecho fácilmente,feito facilmente
easily done,轻松完成,qīng sōng wán chéng,fácil de hacer,feito facilmente
speak loudly,大声说话,dà shēng shuō huà,hablar en voz alta,fale alto
too loudly,太大声,tài dà shēng,demasiado alto,muito alto
speak quietly,小声说话,xiǎo shēng shuō huà,habla en voz baja,fale baixo
quietly leave,悄悄离开,qiāo qiāo lí kāi,vete tranquilamente,sair silenciosamente
speak softly,轻声说话,qīng shēng shuō huà,habla en voz baja,fale baixo
softly spoken,轻声细语,qīng shēng xì yǔ,hablado en voz baja,falado suavemente
handle gently,轻拿轻放,qīng ná qīng fàng,manejar suavemente,manuseie com cuidado
gently touch,轻轻触碰,qīng qīng chù pèng,tocar suavemente,toque suavemente
badly hurt,受了重伤,shòu le zhòng shāng,gravemente herido,gravemente ferido
badly done,做得不好,zuò dé bù hǎo,mal hecho,mal feito
clearly understand,清楚地了解,qīng chǔ dì liǎo jiě,entender claramente,entendo claramente
speak clearly,说清楚,shuō qīng chǔ,habla claro,fale claramente
simply put,简单地说,jiǎn dān dì shuō,en pocas palabras,simplesmente coloque
simply amazing,简直太棒了,jiǎn zhí tài bàng le,simplemente increíble,simplesmente incrível
go directly,直接去,zhí jiē qù,ir directamente,vá diretamente
directly related,直接相关,zhí jiē xiāng guān,directamente relacionado,diretamente relacionado
done properly,做得好,zuò dé hǎo,hecho correctamente,feito corretamente
properly trained,受过适当训练,shòu guò shì dàng xùn liàn,debidamente capacitado,devidamente treinado
fits perfectly,完美契合,wán měi qì hé,encaja perfectamente,cabe perfeitamente
perfectly fine,非常好,fēi cháng hǎo,perfectamente bien,perfeitamente bem
done correctly,正确完成,zhèng què wán chéng,hecho correctamente,feito corretamente
answer correctly,回答正确,huí dá zhèng què,responde correctamente,responda corretamente
completely done,完全完成,wán quán wán chéng,completamente hecho,completamente feito
completely agree,完全同意,wán quán tóng yì,completamente de acuerdo,concordo plenamente
suddenly stop,突然停止,tū rán tíng zhǐ,detenerse repentinamente,parar de repente
suddenly appear,突然出现,tū rán chū xiàn,aparecer de repente,aparecer de repente
run smoothly,运行顺利,yùn xíng shùn lì,funcionar sin problemas,funcionar sem problemas
smoothly transition,顺利过渡,shùn lì guò dù,transición sin problemas,transição suave
move gracefully,优雅地移动,yōu yǎ dì yí dòng,muévete con gracia,mova-se graciosamente
gracefully accept,优雅地接受,yōu yǎ dì jiē shòu,aceptar con gracia,aceite graciosamente
feel awkwardly,感觉别扭,gǎn jué biè niǔ,sentirse incómodo,me sinto estranho
awkwardly placed,尴尬地放置,gān gà dì fàng zhì,mal colocado,colocado de maneira estranha
