english,chinese,pinyin,spanish,portuguese
buy,购买,gòu mǎi,comprar,comprar
bought,买了,mǎi le,comprado,comprei
sell,卖,mài,vender,vender
sold,已售出,yǐ shòu chū,vendido,vendido
send,发送,fā sòng,enviar,enviar
sent,已发送,yǐ fā sòng,enviado,enviado
build,构建,gòu jiàn,construir,construir
built,建成,jiàn chéng,construido,construído
catch,抓住,zhuā zhù,atrapar,pegar
caught,抓到,zhuā dào,atrapado,pego
choose,选择,xuǎn zé,elegir,escolha
chose,选择了,xuǎn zé le,eligió,escolheu
draw,画,huà,sorteo,desenhar
drew,画,huà,dibujó,desenhou
drive,驱动,qū dòng,conducir,dirigir
drove,开车,kāi chē,condujo,dirigiu
mean,意思是,yì si shì,significar,significa
meant,意思是,yì si shì,significaba,significava
tear,撕裂,sī liè,lágrima,lágrima
torn,撕裂,sī liè,rasgado,rasgado
buy it,买它,mǎi tā,cómpralo,compre
buy now,立即购买,lì jí gòu mǎi,comprar ahora,compre agora
I bought it,我买了,wǒ mǎi le,Lo compré,Eu comprei
bought a house,买了房子,mǎi le fáng zi,compró una casa,comprei uma casa
sell it,卖掉它,mài diào tā,venderlo,vendê-lo
sell fast,卖得快,mài dé kuài,vender rápido,vender rápido
I sold it,我卖了,wǒ mài le,Lo vendí,Eu vendi
sold out,已售完,yǐ shòu wán,agotado,esgotado
send it,发送,fā sòng,envíalo,envie
send me,发给我,fā gěi wǒ,envíame,me envie
I sent it,我发了,wǒ fā le,Lo envié,Eu enviei
sent home,送回家,sòng huí jiā,enviado a casa,enviado para casa
build it,构建它,gòu jiàn tā,construirlo,construí-lo
build up,建立,jiàn lì,construir,construir
I built it,我建造了它,wǒ jiàn zào le tā,Yo lo construí,Eu construí
built from scratch,从头开始,cóng tóu kāi shǐ,construido desde cero,construído do zero
catch it,抓住它,zhuā zhù tā,atraparlo,pegue
catch up,赶上,gǎn shàng,ponerse al día,alcançar
I caught it,我抓住了,wǒ zhuā zhù le,Lo pillé,Eu peguei
caught cold,感冒了,gǎn mào le,se resfrió,peguei um resfriado
choose one,选择一个,xuǎn zé yí gè,elige uno,escolha um
choose wisely,明智地选择,míng zhì dì xuǎn zé,elige sabiamente,escolha com sabedoria
I chose it,我选择了,wǒ xuǎn zé le,Yo lo elegí,Eu escolhi
chose well,选得好,xuǎn dé hǎo,eligió bien,escolheu bem
draw a picture,画一幅画,huà yī fú huà,haz un dibujo,faça um desenho
draw near,靠近,kào jìn,acercarse,aproxime-se
I drew it,我画的,wǒ huà de,Yo lo dibujé,Eu desenhei
drew a line,画了一条线,huà le yī tiáo xiàn,trazó una línea,traçou uma linha
drive safe,安全驾驶,ān quán jià shǐ,conducir con seguridad,dirija com segurança
drive home,开车回家,kāi chē huí jiā,conducir a casa,dirigir para casa
I drove there,我开车去那里,wǒ kāi chē qù nà lǐ,Conduje hasta allí,Eu dirigi até lá
drove away,开车离开,kāi chē lí kāi,se fue,foi embora
mean it,意思是,yì si shì,lo digo en serio,quero dizer
mean well,善意,shàn yì,buenas intenciones,boas intenções
I meant it,我是认真的,wǒ shì rèn zhēn de,Lo dije en serio,Eu quis dizer isso
meant to say,想说,xiǎng shuō,quería decir,quis dizer
tear it up,撕掉它,sī diào tā,rómpelo,rasgue tudo
tear apart,撕开,sī kāi,destrozar,rasgar
all torn,全部撕裂,quán bù sī liè,todo roto,todo rasgado
torn apart,撕裂,sī liè,destrozado,despedaçado
