english,chinese,pinyin,spanish,portuguese
point out,指出,zhǐ chū,señalar,destacar
rule out,排除,pái chú,descartar,descartar
sort out,整理,zhěng lǐ,ordenar,resolver
turn out,结果,jié guǒ,salir,acabar
carry out,执行,zhí xíng,llevar a cabo,realizar
bring about,带来,dài lái,provocar,provocar
come across,遇到,yù dào,encontrarse,deparar-se
cut down,减少,jiǎn shǎo,reducir,reduzir
cut off,切断,qiē duàn,cortar,cortar
drop out,退学,tuì xué,abandonar,desistir
end up,最终,zuì zhōng,terminar,acabar
get away,逃离,táo lí,alejarse,ir embora
get over,克服,kè fú,superar,superar
go through,经历,jīng lì,pasar,passar
hand in,上交,shàng jiāo,entregar,entregar
leave out,省略,shěng lüè,dejar de lado,deixar de fora
let down,失望,shī wàng,decepcionar,decepcionar
look into,调查,diào chá,investigar,investigar
pass out,昏倒,hūn dào,desmayarse,desmaiar
make up for,弥补,mí bǔ,compensar,compensar
point out mistake,指出错误,zhǐ chū cuò wù,señalar el error,apontar erro
let me point out,让我指出,ràng wǒ zhǐ chū,déjame señalar,deixe-me ressaltar
rule out possibility,排除可能性,pái chú kě néng xìng,descartar posibilidad,descarta possibilidade
can't rule out,不能排除,bù néng pái chú,no lo puedo descartar,não posso descartar
sort out problem,解决问题,jiě jué wèn tí,solucionar el problema,resolver o problema
sort out the issue,解决问题,jiě jué wèn tí,solucionar el problema,resolver o problema
turn out well,结果很好,jié guǒ hěn hǎo,salir bien,acabou bem
turn out to be,原来是,yuán lái shì,resulta ser,acabou sendo
carry out plan,执行计划,zhí xíng jì huà,llevar a cabo el plan,executar o plano
carry out research,开展研究,kāi zhǎn yán jiū,realizar investigaciones,realizar pesquisas
bring about change,带来改变,dài lái gǎi biàn,provocar cambios,trazer mudanças
bring about improvement,带来改善,dài lái gǎi shàn,lograr mejoras,trazer melhorias
come across something,遇到一些事情,yù dào yī xiē shì qíng,encontrar algo,me deparei com algo
come across as,给人的印象是,gěi rén de yìn xiàng shì,parecer,parecer
cut down on,减少,jiǎn shǎo,reducir,reduzir
cut down expenses,削减开支,xuē jiǎn kāi zhī,reducir gastos,reduzir despesas
cut off power,切断电源,qiē duàn diàn yuán,cortar la energía,corte a energia
get cut off,被切断,bèi qiē duàn,ser cortado,ser cortado
drop out of school,退学,tuì xué,abandonar la escuela,abandonar a escola
drop out early,早退,zǎo tuì,abandonar temprano,desistir mais cedo
end up doing,最终做,zuì zhōng zuò,terminar haciendo,acaba fazendo
end up somewhere,最终到达某个地方,zuì zhōng dào dá mǒu gè dì fāng,terminar en alguna parte,acabar em algum lugar
get away from,远离,yuǎn lí,alejarse de,fugir de
get away with,蒙混过关,méng hùn guò guān,salirse con la suya,safar-se
get over it,克服它,kè fú tā,supéralo,supere isso
get over quickly,快点过去,kuài diǎn guò qù,superarlo rápidamente,supere rapidamente
go through process,经历流程,jīng lì liú chéng,pasar por el proceso,passar pelo processo
go through hard times,度过艰难时期,dù guò jiān nán shí qī,pasar por tiempos difíciles,passar por momentos difíceis
hand in assignment,交作业,jiāo zuò yè,entregar la tarea,entregar tarefa
hand in homework,交作业,jiāo zuò yè,entregar la tarea,entregar o dever de casa
leave out details,省略细节,shěng lüè xì jié,omitir detalles,omitir detalhes
don't leave out,不要遗漏,bú yào yí lòu,no lo dejes fuera,não deixe de fora
let down by,让人失望,ràng rén shī wàng,decepcionado por,decepcionado por
feel let down,感到失望,gǎn dào shī wàng,me siento decepcionado,me sinto decepcionado
look into matter,调查此事,diào chá cǐ shì,investigar el asunto,investigar o assunto
look into it,看看吧,kàn kàn ba,investígalo,investigar isso
pass out from,因...昏倒,yīn... hūn dǎo,desmayarse de,desmaiar de
almost pass out,差点昏过去,chà diǎn hūn guò qù,casi me desmayo,quase desmaiei
make up for lost time,弥补失去的时间,mí bǔ shī qù de shí jiān,recuperar el tiempo perdido,compensar o tempo perdido
make up for it,弥补它,mí bǔ tā,compensarlo,compensar isso
