english,chinese,pinyin,spanish,portuguese
town,镇,zhèn,ciudad,cidade
store,商店,shāng diàn,tienda,loja
shop,店铺,diàn pù,tienda,fazer compras
bank,银行,yín háng,banco,banco
library,图书馆,tú shū guǎn,biblioteca,biblioteca
museum,博物馆,bó wù guǎn,museo,museu
theater,剧院,jù yuàn,teatro,teatro
stadium,体育场,tǐ yù chǎng,estadio,estádio
park,公园,gōng yuán,parque,parque
mall,商城,shāng chéng,centro comercial,shopping
church,教堂,jiào táng,iglesia,igreja
post office,邮局,yóu jú,oficina de correos,correios
supermarket,超市,chāo shì,supermercado,supermercado
laundromat,自助洗衣店,zì zhù xǐ yī diàn,lavandería,lavanderia
bakery,面包店,miàn bāo diàn,panadería,padaria
salon,沙龙,shā lóng,salón,salão
plaza,广场,guǎng chǎng,plaza,praça
warehouse,仓库,cāng kù,almacén,armazém
kiosk,信息亭,xìn xī tíng,quiosco,quiosque
arcade,街机,jiē jī,sala de juegos,fliperama
small town,小镇,xiǎo zhèn,pequeño pueblo,cidade pequena
town center,市中心,shì zhōng xīn,centro de la ciudad,centro da cidade
grocery store,杂货店,zá huò diàn,tienda de comestibles,mercearia
store hours,营业时间,yíng yè shí jiān,Horario de la tienda,horário de funcionamento
coffee shop,咖啡厅,kā fēi tīng,cafetería,cafeteria
shop around,货比三家,huò bǐ sān jiā,darse una vuelta,fazer compras
at the bank,在银行,zài yín háng,en el banco,no banco
bank branch,银行分行,yín háng fēn háng,sucursal bancaria,agência bancária
public library,公共图书馆,gōng gòng tú shū guǎn,biblioteca pública,biblioteca pública
library card,借书卡,jiè shū kǎ,tarjeta de biblioteca,cartão da biblioteca
art museum,艺术博物馆,yì shù bó wù guǎn,museo de arte,museu de arte
history museum,历史博物馆,lì shǐ bó wù guǎn,museo de historia,museu de história
movie theater,电影院,diàn yǐng yuàn,sala de cine,cinema
theater show,戏剧表演,xì jù biǎo yǎn,espectáculo de teatro,espetáculo de teatro
sports stadium,体育场,tǐ yù chǎng,estadio deportivo,estádio esportivo
football stadium,足球场,zú qiú chǎng,estadio de fútbol,estádio de futebol
city park,城市公园,chéng shì gōng yuán,parque de la ciudad,parque da cidade
park bench,公园长椅,gōng yuán zhǎng yǐ,banco del parque,banco de parque
shopping mall,购物中心,gòu wù zhōng xīn,centro comercial,shopping
mall entrance,商场入口,shāng chǎng rù kǒu,entrada al centro comercial,entrada do shopping
go to church,去教堂,qù jiào táng,ir a la iglesia,ir à igreja
church service,教堂服务,jiào táng fú wù,servicio religioso,culto na igreja
at the post office,在邮局,zài yóu jú,en la oficina de correos,nos correios
post office box,邮政信箱,yóu zhèng xìn xiāng,apartado de correos,apartado postal
local supermarket,当地超市,dāng dì chāo shì,supermercado local,supermercado local
supermarket sale,超市促销,chāo shì cù xiāo,venta de supermercado,venda de supermercado
coin laundromat,投币式自助洗衣店,tóu bì shì zì zhù xǐ yī diàn,lavandería de monedas,lavanderia automática
laundromat nearby,附近有自助洗衣店,fù jìn yǒu zì zhù xǐ yī diàn,lavandería cercana,lavanderia próxima
local bakery,当地面包店,dāng dì miàn bāo diàn,panadería local,padaria local
bakery fresh,面包店新鲜,miàn bāo diàn xīn xiān,panadería fresca,padaria fresca
hair salon,美发沙龙,měi fā shā lóng,peluquería,cabeleireiro
beauty salon,美容院,měi róng yuàn,salón de belleza,salão de beleza
town plaza,城镇广场,chéng zhèn guǎng chǎng,plaza del pueblo,praça da cidade
shopping plaza,购物广场,gòu wù guǎng chǎng,plaza comercial,praça comercial
storage warehouse,仓储仓库,cāng chǔ cāng kù,almacén de almacenamiento,armazém de armazenamento
warehouse sale,仓库出售,cāng kù chū shòu,venta de almacén,venda de armazém
news kiosk,新闻亭,xīn wén tíng,quiosco de noticias,quiosque de notícias
information kiosk,信息亭,xìn xī tíng,quiosco de información,quiosque de informações
video arcade,视频街机,shì pín jiē jī,sala de videojuegos,fliperama
arcade games,街机游戏,jiē jī yóu xì,juegos arcade,jogos de arcade
