english,chinese,pinyin,spanish,portuguese
wash,洗,xǐ,lavar,lavar
dry,干,gān,secar,secar
sweep,扫一扫,sǎo yī sǎo,barrer,varrer
mop,拖,tuō,fregona,esfregão
vacuum,吸尘,xī chén,aspirar,aspirar
dust,除尘,chú chén,polvo,poeira
wipe,擦拭,cā shì,limpiar,limpar
scrub,擦洗,cā xǐ,fregar,esfregar
polish,擦亮,cā liàng,pulir,polir
fold,折叠,zhé dié,doblar,dobrar
iron,熨烫,yùn tàng,planchar,passar
tidy,整洁,zhěng jié,ordenado,arrumado
repair,修复,xiū fù,reparar,reparar
pick,摘,zhāi,elegir,escolher
sort,排序,pái xù,ordenar,classificar
rinse,冲洗,chōng xǐ,enjuagar,enxaguar
hang,挂,guà,colgar,pendurar
stack,堆放,duī fàng,pila,pilha
arrange,安排,ān pái,organizar,organizar
discard,丢弃,diū qì,descartar,descartar
wash dishes,洗碗,xǐ wǎn,lavar los platos,lavar louça
wash clothes,洗衣服,xǐ yī fú,lavar la ropa,lavar roupas
dry off,擦干,cā gān,secar,secar
dry clean,干洗,gān xǐ,limpieza en seco,lavagem a seco
sweep the floor,扫地,sǎo dì,barrer el piso,varrer o chão
sweep up,扫起来,sǎo qǐ lái,barrer,varrer
mop the floor,拖地,tuō dì,trapear el piso,esfregar o chão
mop up,拖地,tuō dì,limpiar,limpar
vacuum cleaner,吸尘器,xī chén qì,aspiradora,aspirador
vacuum the carpet,用吸尘器吸地毯,yòng xī chén qì xī dì tǎn,aspirar la alfombra,aspirar o carpete
dust off,除尘,chú chén,quitar el polvo,tire a poeira
dust the furniture,给家具除尘,gěi jiā jù chú chén,quitar el polvo de los muebles,tirar o pó dos móveis
wipe down,擦拭,cā shì,limpiar,limpar
wipe clean,擦干净,cā gān jìng,limpiar con un paño,limpe
scrub hard,用力擦洗,yòng lì cā xǐ,frotar fuerte,esfregue com força
scrub the floor,擦地板,cā dì bǎn,fregar el piso,esfregar o chão
polish shoes,擦亮鞋子,cā liàng xié zi,lustrar zapatos,engraxar sapatos
nail polish,指甲油,zhǐ jiǎ yóu,esmalte de uñas,esmalte
fold clothes,叠衣服,dié yī fú,doblar la ropa,dobrar roupas
fold up,折叠起来,zhé dié qǐ lái,doblar,dobrar
iron clothes,熨衣服,yùn yī fú,planchar la ropa,passar roupa
iron out,熨烫,yùn tàng,solucionar,resolver
tidy up,整理,zhěng lǐ,ordenar,arrumar
keep tidy,保持整洁,bǎo chí zhěng jié,mantener ordenado,manter arrumado
repair it,修复它,xiū fù tā,repararlo,consertá-lo
home repair,上门维修,shàng mén wéi xiū,reparaciones del hogar,reparação doméstica
pick apples,摘苹果,zhāi píng guǒ,recoger manzanas,colher maçãs
pick out,挑出,tiāo chū,escoger,escolha
sort by,排序依据,pái xù yī jù,ordenar por,classificar por
sort through,整理,zhěng lǐ,ordenar,classificar
rinse off,冲洗掉,chōng xǐ diào,enjuagar,enxaguar
rinse out,冲洗掉,chōng xǐ diào,enjuagar,enxaguar
hang dry,悬挂晾干,xuán guà liàng gān,colgar para secar,pendurar para secar
hang loose,保持放松,bǎo chí fàng sōng,colgar suelto,fique solto
stack up,堆叠,duī dié,apilar,empilhar
stack together,堆叠在一起,duī dié zài yì qǐ,apilar juntos,empilhar juntos
arrange neatly,排列整齐,pái liè zhěng qí,organizar cuidadosamente,organize ordenadamente
flower arrange,插花,chā huā,arreglo floral,arranjo de flores
discard old items,丢弃旧物品,diū qì jiù wù pǐn,descartar artículos viejos,descartar itens antigos
discard properly,正确丢弃,zhèng què diū qì,descartar adecuadamente,descarte corretamente
